"service_uploaded","when_captured","device_urn","device_sn",device,"loc_lat","loc_lon","env_temp","env_humid","pms_pm01_0","pms_pm02_5","pms_pm10_0","lnd_7318c","lnd_7318u","bat_voltage"
"May 31, 2020 @ 22:32:23.000","2020-05-31T22:32:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,30,35,
"May 31, 2020 @ 22:28:00.000","2020-05-31T22:28:00Z","safecast:1344890106","Solarcast #33001",1344890106,"34.148","-118.094",,,,,,,36,"4.192"
"May 31, 2020 @ 22:26:56.000","2020-05-31T22:26:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,26,
"May 31, 2020 @ 22:17:58.000","2020-05-31T22:18:00Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,27,25,"3.847"
"May 31, 2020 @ 22:17:42.000","2020-05-31T22:17:45Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 22:17:25.000","2020-05-31T22:17:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,2,2,3,,,
"May 31, 2020 @ 22:12:33.000","2020-05-31T22:12:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 22:12:21.000","2020-05-31T22:12:21Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,2,3,4,,,
"May 31, 2020 @ 22:11:58.000","2020-05-31T22:11:58Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,22,
"May 31, 2020 @ 22:02:23.000","2020-05-31T22:02:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,28,29,
"May 31, 2020 @ 21:56:56.000","2020-05-31T21:56:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,24,
"May 31, 2020 @ 21:47:58.000","2020-05-31T21:48:00Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,24,33,"3.847"
"May 31, 2020 @ 21:47:42.000","2020-05-31T21:47:45Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 21:47:25.000","2020-05-31T21:47:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,2,3,4,,,
"May 31, 2020 @ 21:42:41.000","2020-05-31T21:42:41Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 21:42:22.000","2020-05-31T21:42:22Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,2,2,3,,,
"May 31, 2020 @ 21:41:56.000","2020-05-31T21:41:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,21,
"May 31, 2020 @ 21:32:23.000","2020-05-31T21:32:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,23,27,
"May 31, 2020 @ 21:26:56.000","2020-05-31T21:26:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,22,20,
"May 31, 2020 @ 21:17:58.000","2020-05-31T21:18:00Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,25,32,"3.848"
"May 31, 2020 @ 21:17:42.000","2020-05-31T21:17:45Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 21:17:25.000","2020-05-31T21:17:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,3,4,5,,,
"May 31, 2020 @ 21:12:33.000","2020-05-31T21:12:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 21:12:22.000","2020-05-31T21:12:22Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,1,1,1,,,
"May 31, 2020 @ 21:11:56.000","2020-05-31T21:11:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,20,25,
"May 31, 2020 @ 21:02:23.000","2020-05-31T21:02:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,28,26,
"May 31, 2020 @ 20:56:56.000","2020-05-31T20:56:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,22,
"May 31, 2020 @ 20:47:58.000","2020-05-31T20:48:00Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,26,30,"3.85"
"May 31, 2020 @ 20:47:42.000","2020-05-31T20:47:45Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 20:47:25.000","2020-05-31T20:47:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,3,4,5,,,
"May 31, 2020 @ 20:42:51.000","2020-05-31T20:42:51Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 20:42:32.000","2020-05-31T20:42:32Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,1,1,1,,,
"May 31, 2020 @ 20:42:14.000","2020-05-31T20:42:14Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,24,
"May 31, 2020 @ 20:42:08.000","2020-05-31T20:42:08Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,24,
"May 31, 2020 @ 20:42:02.000","2020-05-31T20:42:02Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,24,
"May 31, 2020 @ 20:41:56.000","2020-05-31T20:41:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,24,
"May 31, 2020 @ 20:32:24.000","2020-05-31T20:32:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,24,35,
"May 31, 2020 @ 20:27:54.000","2020-05-31T20:27:54Z","safecast:872300871","Solarcast #30013",872300871,"34.165","-118.135",,,,,,33,39,"3.598"
"May 31, 2020 @ 20:26:56.000","2020-05-31T20:26:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,29,29,
"May 31, 2020 @ 20:17:58.000","2020-05-31T20:18:00Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,28,30,"3.851"
"May 31, 2020 @ 20:17:42.000","2020-05-31T20:17:45Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 20:17:30.000","2020-05-31T20:17:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,4,6,7,,,
"May 31, 2020 @ 20:12:34.000","2020-05-31T20:12:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 20:12:22.000","2020-05-31T20:12:22Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,1,1,2,,,
"May 31, 2020 @ 20:11:56.000","2020-05-31T20:11:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,23,
"May 31, 2020 @ 20:11:56.000","2020-05-31T20:11:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,23,
"May 31, 2020 @ 20:02:24.000","2020-05-31T20:02:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,24,27,
"May 31, 2020 @ 19:56:56.000","2020-05-31T19:56:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,28,
"May 31, 2020 @ 19:47:58.000","2020-05-31T19:48:00Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,25,30,"3.852"
"May 31, 2020 @ 19:47:42.000","2020-05-31T19:47:45Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 19:47:25.000","2020-05-31T19:47:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,6,8,8,,,
"May 31, 2020 @ 19:42:34.000","2020-05-31T19:42:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 19:42:23.000","2020-05-31T19:42:23Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,1,2,2,,,
"May 31, 2020 @ 19:41:56.000","2020-05-31T19:41:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,24,
"May 31, 2020 @ 19:32:24.000","2020-05-31T19:32:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,29,29,
"May 31, 2020 @ 19:26:56.000","2020-05-31T19:26:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,20,25,
"May 31, 2020 @ 19:19:16.000","2020-05-31T19:19:15Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,27,26,"3.854"
"May 31, 2020 @ 19:18:59.000","2020-05-31T19:19:00Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 19:18:12.000","2020-05-31T19:18:15Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,8,11,13,,,
"May 31, 2020 @ 19:17:25.000","2020-05-31T19:17:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 19:12:33.000","2020-05-31T19:12:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 19:12:22.000","2020-05-31T19:12:22Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,2,3,3,,,
"May 31, 2020 @ 19:11:56.000","2020-05-31T19:11:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,29,
"May 31, 2020 @ 19:05:06.000","2020-05-31T19:05:06Z","safecast:1162749983","Solarcast #33008",1162749983,"34.482","136.162",,,,,,,32,"4.172"
"May 31, 2020 @ 19:02:24.000","2020-05-31T19:02:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,31,28,
"May 31, 2020 @ 18:56:56.000","2020-05-31T18:56:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,24,
"May 31, 2020 @ 18:48:28.000","2020-05-31T18:48:30Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,25,31,"3.854"
"May 31, 2020 @ 18:48:12.000","2020-05-31T18:48:15Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 18:47:25.000","2020-05-31T18:47:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,8,11,11,,,
"May 31, 2020 @ 18:42:32.000","2020-05-31T18:42:32Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 18:42:20.000","2020-05-31T18:42:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,1,1,2,,,
"May 31, 2020 @ 18:42:02.000","2020-05-31T18:42:02Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,30,
"May 31, 2020 @ 18:41:56.000","2020-05-31T18:41:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,30,
"May 31, 2020 @ 18:32:24.000","2020-05-31T18:32:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,28,31,
"May 31, 2020 @ 18:26:56.000","2020-05-31T18:26:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,26,
"May 31, 2020 @ 18:18:28.000","2020-05-31T18:18:30Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,27,34,"3.857"
"May 31, 2020 @ 18:18:12.000","2020-05-31T18:18:15Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 18:17:25.000","2020-05-31T18:17:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,8,10,12,,,
"May 31, 2020 @ 18:12:46.000","2020-05-31T18:12:46Z","safecast:230442684","Solarcast #30016",230442684,"34.122","-118.261",,,,,,,32,"3.583"
"May 31, 2020 @ 18:12:36.000","2020-05-31T18:12:36Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 18:12:21.000","2020-05-31T18:12:21Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"May 31, 2020 @ 18:11:56.000","2020-05-31T18:11:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,27,
"May 31, 2020 @ 18:02:24.000","2020-05-31T18:02:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,25,31,
"May 31, 2020 @ 17:56:56.000","2020-05-31T17:56:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,24,
"May 31, 2020 @ 17:48:28.000","2020-05-31T17:48:30Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,29,27,"3.857"
"May 31, 2020 @ 17:48:12.000","2020-05-31T17:48:15Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 17:47:25.000","2020-05-31T17:47:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,6,8,9,,,
"May 31, 2020 @ 17:42:33.000","2020-05-31T17:42:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 17:42:21.000","2020-05-31T17:42:21Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"May 31, 2020 @ 17:42:02.000","2020-05-31T17:42:02Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,26,
"May 31, 2020 @ 17:41:56.000","2020-05-31T17:41:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,26,
"May 31, 2020 @ 17:41:56.000","2020-05-31T17:41:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,26,
"May 31, 2020 @ 17:32:24.000","2020-05-31T17:32:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,29,29,
"May 31, 2020 @ 17:26:56.000","2020-05-31T17:26:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,22,29,
"May 31, 2020 @ 17:18:28.000","2020-05-31T17:18:30Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,23,28,"3.858"
"May 31, 2020 @ 17:18:12.000","2020-05-31T17:18:15Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 17:17:25.000","2020-05-31T17:17:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,7,10,11,,,
"May 31, 2020 @ 17:15:50.000","2020-05-31T17:15:50Z","safecast:1045649384","Solarcast #30022",1045649384,"37.739","-122.503","22.754","50.912",5,8,8,21,9,"3.911"
"May 31, 2020 @ 17:12:32.000","2020-05-31T17:12:32Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 17:12:20.000","2020-05-31T17:12:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"May 31, 2020 @ 17:12:02.000","2020-05-31T17:12:02Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,26,
"May 31, 2020 @ 17:11:56.000","2020-05-31T17:11:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,26,
"May 31, 2020 @ 17:02:24.000","2020-05-31T17:02:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,25,34,
"May 31, 2020 @ 16:56:56.000","2020-05-31T16:56:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,23,
"May 31, 2020 @ 16:51:27.000","2020-05-31T16:51:27Z","safecast:3709008148","Solarcast #30003",3709008148,"42.565","-70.784",,,,,,21,21,
"May 31, 2020 @ 16:48:28.000","2020-05-31T16:48:30Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,24,27,"3.86"
"May 31, 2020 @ 16:48:12.000","2020-05-31T16:48:15Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 16:47:25.000","2020-05-31T16:47:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,6,9,10,,,
"May 31, 2020 @ 16:42:34.000","2020-05-31T16:42:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 16:42:22.000","2020-05-31T16:42:22Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"May 31, 2020 @ 16:42:06.000","2020-05-31T16:42:06Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,24,
"May 31, 2020 @ 16:35:47.000","2020-05-31T16:35:47Z","safecast:4267748403","Solarcast #30019",4267748403,"34.122","-118.261","35.844","1.462",5,8,8,29,32,"3.982"
"May 31, 2020 @ 16:32:24.000","2020-05-31T16:32:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,29,31,
"May 31, 2020 @ 16:26:56.000","2020-05-31T16:26:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,22,27,
"May 31, 2020 @ 16:18:28.000","2020-05-31T16:18:30Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,22,29,"3.862"
"May 31, 2020 @ 16:18:12.000","2020-05-31T16:18:15Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 16:17:25.000","2020-05-31T16:17:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,4,6,7,,,
"May 31, 2020 @ 16:12:33.000","2020-05-31T16:12:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 16:12:22.000","2020-05-31T16:12:22Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"May 31, 2020 @ 16:11:56.000","2020-05-31T16:11:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,22,23,
"May 31, 2020 @ 16:02:24.000","2020-05-31T16:02:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,27,28,
"May 31, 2020 @ 15:56:56.000","2020-05-31T15:56:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,26,
"May 31, 2020 @ 15:55:42.000","2020-05-31T15:55:42Z","safecast:1238569003","Solarcast #30002",1238569003,"37.523","139.939","20.981","29.79",0,0,0,40,45,
"May 31, 2020 @ 15:54:57.000","2020-05-31T15:54:57Z","safecast:2152053642","Solarcast #30025",2152053642,"34.122","-118.261","17.451","50.321",,,,34,42,
"May 31, 2020 @ 15:48:28.000","2020-05-31T15:48:30Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,25,26,"3.864"
"May 31, 2020 @ 15:48:12.000","2020-05-31T15:48:15Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 15:47:25.000","2020-05-31T15:47:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,2,3,4,,,
"May 31, 2020 @ 15:42:36.000","2020-05-31T15:42:36Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 15:42:22.000","2020-05-31T15:42:22Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"May 31, 2020 @ 15:41:56.000","2020-05-31T15:41:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,26,
"May 31, 2020 @ 15:40:04.000","2020-05-31T15:40:04Z","safecast:114699387","Solarcast #30023",114699387,"34.134","-118.382",,,,,,34,35,
"May 31, 2020 @ 15:35:49.000","2020-05-31T15:35:49Z","safecast:2750599726","Solarcast #33003",2750599726,"46.308","-119.347",,,,,,,31,"4.198"
"May 31, 2020 @ 15:32:24.000","2020-05-31T15:32:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,28,32,
"May 31, 2020 @ 15:30:29.000","2020-05-31T15:30:29Z","safecast:129232559","Solarcast #30012",129232559,"37.443","-122.128",,,,,,25,25,
"May 31, 2020 @ 15:26:57.000","2020-05-31T15:26:57Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,24,
"May 31, 2020 @ 15:18:28.000","2020-05-31T15:18:30Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,28,30,"3.865"
"May 31, 2020 @ 15:18:12.000","2020-05-31T15:18:15Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 15:17:25.000","2020-05-31T15:17:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,1,2,3,,,
"May 31, 2020 @ 15:12:34.000","2020-05-31T15:12:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"May 31, 2020 @ 15:12:22.000","2020-05-31T15:12:22Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"May 31, 2020 @ 15:11:56.000","2020-05-31T15:11:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,18,
"May 31, 2020 @ 15:02:24.000","2020-05-31T15:02:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,27,31,
"May 31, 2020 @ 15:01:05.000","2020-05-31T15:01:05Z","safecast:1094924990","Solarcast #30024",1094924990,"33.449","-117.649",,,3,5,6,27,28,
"May 31, 2020 @ 14:56:56.000","2020-05-31T14:56:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,25,
"May 31, 2020 @ 14:48:28.000","2020-05-31T14:48:30Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,22,29,"3.867"
"May 31, 2020 @ 14:48:12.000","2020-05-31T14:48:15Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"May 31, 2020 @ 14:47:25.000","2020-05-31T14:47:21Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,2,2,3,,,
