"service_uploaded","when_captured","device_urn","device_sn",device,"loc_lat","loc_lon","env_temp","env_humid","pms_pm01_0","pms_pm02_5","pms_pm10_0","lnd_7318c","lnd_7318u","bat_voltage"
"Jul 4, 2020 @ 21:42:58.000","2020-07-04T21:42:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,0,"3.883"
"Jul 4, 2020 @ 21:42:40.000","2020-07-04T21:42:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 21:41:53.000","2020-07-04T21:41:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,6,7,7,,,
"Jul 4, 2020 @ 21:40:31.000","2020-07-04T21:40:31Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 21:40:14.000","2020-07-04T21:40:14Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 21:40:05.000","2020-07-04T21:40:05Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,26,
"Jul 4, 2020 @ 21:26:52.000","2020-07-04T21:26:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,0,
"Jul 4, 2020 @ 21:25:04.000","2020-07-04T21:25:04Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,27,
"Jul 4, 2020 @ 21:12:58.000","2020-07-04T21:12:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,29,0,"3.885"
"Jul 4, 2020 @ 21:12:40.000","2020-07-04T21:12:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 21:11:53.000","2020-07-04T21:11:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,4,6,6,,,
"Jul 4, 2020 @ 21:10:29.000","2020-07-04T21:10:29Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 21:10:18.000","2020-07-04T21:10:18Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 21:10:16.000","2020-07-04T21:10:16Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,23,
"Jul 4, 2020 @ 20:56:52.000","2020-07-04T20:56:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,0,
"Jul 4, 2020 @ 20:55:06.000","2020-07-04T20:55:06Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,29,28,
"Jul 4, 2020 @ 20:50:27.000","2020-07-04T20:50:27Z","safecast:3768313999","Solarcast #30026",3768313999,"33.403","-117.595",,,,,,,,"3.758"
"Jul 4, 2020 @ 20:48:54.000","2020-07-04T20:48:54Z","safecast:1094924990","Solarcast #30024",1094924990,"33.449","-117.649",,,5,8,9,25,27,
"Jul 4, 2020 @ 20:45:18.000","2020-07-04T20:45:18Z","safecast:1162749983","Solarcast #33008",1162749983,"34.482","136.162",,,,,,,47,
"Jul 4, 2020 @ 20:42:58.000","2020-07-04T20:42:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,31,0,"3.886"
"Jul 4, 2020 @ 20:42:40.000","2020-07-04T20:42:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 20:41:53.000","2020-07-04T20:41:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,4,6,6,,,
"Jul 4, 2020 @ 20:28:46.000","2020-07-04T20:28:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 20:28:34.000","2020-07-04T20:28:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 20:28:09.000","2020-07-04T20:28:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,30,
"Jul 4, 2020 @ 20:26:52.000","2020-07-04T20:26:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,0,
"Jul 4, 2020 @ 20:13:09.000","2020-07-04T20:13:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,25,
"Jul 4, 2020 @ 20:12:58.000","2020-07-04T20:12:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,30,0,"3.887"
"Jul 4, 2020 @ 20:12:40.000","2020-07-04T20:12:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 20:11:53.000","2020-07-04T20:11:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,5,7,7,,,
"Jul 4, 2020 @ 19:58:49.000","2020-07-04T19:58:49Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 19:58:30.000","2020-07-04T19:58:30Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 19:58:19.000","2020-07-04T19:58:19Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,29,
"Jul 4, 2020 @ 19:56:52.000","2020-07-04T19:56:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,0,
"Jul 4, 2020 @ 19:52:43.000","2020-07-04T19:52:43Z","safecast:872300871","Solarcast #30013",872300871,"34.165","-118.135",,,,,,38,46,"3.579"
"Jul 4, 2020 @ 19:43:09.000","2020-07-04T19:43:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,22,26,
"Jul 4, 2020 @ 19:42:58.000","2020-07-04T19:42:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,0,"3.889"
"Jul 4, 2020 @ 19:42:40.000","2020-07-04T19:42:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 19:41:53.000","2020-07-04T19:41:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,4,5,5,,,
"Jul 4, 2020 @ 19:39:03.000","2020-07-04T19:39:03Z","safecast:3709008148","Solarcast #30003",3709008148,"42.565","-70.784",,,,,,,,"3.93"
"Jul 4, 2020 @ 19:32:34.000","2020-07-04T19:32:34Z","safecast:114699387","Solarcast #30023",114699387,"34.134","-118.382",,,,,,31,32,"3.599"
"Jul 4, 2020 @ 19:28:45.000","2020-07-04T19:28:45Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 19:28:33.000","2020-07-04T19:28:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 19:28:17.000","2020-07-04T19:28:17Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,27,
"Jul 4, 2020 @ 19:28:15.000","2020-07-04T19:28:15Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,27,
"Jul 4, 2020 @ 19:26:52.000","2020-07-04T19:26:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,0,
"Jul 4, 2020 @ 19:13:09.000","2020-07-04T19:13:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,30,29,
"Jul 4, 2020 @ 19:12:58.000","2020-07-04T19:12:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,0,"3.89"
"Jul 4, 2020 @ 19:12:40.000","2020-07-04T19:12:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 19:11:53.000","2020-07-04T19:11:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,3,4,5,,,
"Jul 4, 2020 @ 18:58:46.000","2020-07-04T18:58:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 18:58:34.000","2020-07-04T18:58:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 18:58:09.000","2020-07-04T18:58:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,27,
"Jul 4, 2020 @ 18:58:09.000","2020-07-04T18:58:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,27,
"Jul 4, 2020 @ 18:56:52.000","2020-07-04T18:56:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,0,
"Jul 4, 2020 @ 18:43:20.000","2020-07-04T18:43:20Z","safecast:1238569003","Solarcast #30002",1238569003,"37.523","139.939",,,,,,39,46,"3.893"
"Jul 4, 2020 @ 18:43:09.000","2020-07-04T18:43:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,30,
"Jul 4, 2020 @ 18:42:58.000","2020-07-04T18:42:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,0,"3.892"
"Jul 4, 2020 @ 18:42:40.000","2020-07-04T18:42:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 18:41:53.000","2020-07-04T18:41:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,3,4,4,,,
"Jul 4, 2020 @ 18:28:45.000","2020-07-04T18:28:45Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 18:28:33.000","2020-07-04T18:28:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 18:28:18.000","2020-07-04T18:28:18Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,29,26,
"Jul 4, 2020 @ 18:28:09.000","2020-07-04T18:28:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,29,26,
"Jul 4, 2020 @ 18:26:52.000","2020-07-04T18:26:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,32,0,
"Jul 4, 2020 @ 18:13:09.000","2020-07-04T18:13:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,29,27,
"Jul 4, 2020 @ 18:12:58.000","2020-07-04T18:12:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,0,"3.892"
"Jul 4, 2020 @ 18:12:40.000","2020-07-04T18:12:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 18:11:53.000","2020-07-04T18:11:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,3,3,3,,,
"Jul 4, 2020 @ 17:58:52.000","2020-07-04T17:58:52Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 17:58:34.000","2020-07-04T17:58:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 17:58:09.000","2020-07-04T17:58:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,32,
"Jul 4, 2020 @ 17:56:52.000","2020-07-04T17:56:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,0,
"Jul 4, 2020 @ 17:43:08.000","2020-07-04T17:43:08Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,32,
"Jul 4, 2020 @ 17:42:56.000","2020-07-04T17:42:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,0,"3.895"
"Jul 4, 2020 @ 17:42:39.000","2020-07-04T17:42:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 17:41:53.000","2020-07-04T17:41:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,2,2,,,
"Jul 4, 2020 @ 17:28:45.000","2020-07-04T17:28:45Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 17:28:33.000","2020-07-04T17:28:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 17:28:16.000","2020-07-04T17:28:16Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,23,
"Jul 4, 2020 @ 17:28:09.000","2020-07-04T17:28:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,23,
"Jul 4, 2020 @ 17:26:52.000","2020-07-04T17:26:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,0,
"Jul 4, 2020 @ 17:17:36.000","2020-07-04T17:17:36Z","safecast:230442684","Solarcast #30016",230442684,"34.122","-118.261",,,,,,,31,"3.558"
"Jul 4, 2020 @ 17:13:09.000","2020-07-04T17:13:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,22,28,
"Jul 4, 2020 @ 17:13:01.000","2020-07-04T17:13:01Z","safecast:479911182","Solarcast #30007",479911182,"34.483","136.163",,,,,,,,
"Jul 4, 2020 @ 17:12:56.000","2020-07-04T17:12:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,0,"3.902"
"Jul 4, 2020 @ 17:12:46.000","2020-07-04T17:12:46Z","safecast:479911182","Solarcast #30007",479911182,"34.483","136.163",,,,,,45,50,
"Jul 4, 2020 @ 17:12:39.000","2020-07-04T17:12:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 17:11:53.000","2020-07-04T17:11:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,2,2,,,
"Jul 4, 2020 @ 16:58:45.000","2020-07-04T16:58:45Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 16:58:33.000","2020-07-04T16:58:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 16:58:16.000","2020-07-04T16:58:16Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Jul 4, 2020 @ 16:58:12.000","2020-07-04T16:58:12Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Jul 4, 2020 @ 16:56:52.000","2020-07-04T16:56:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,21,0,
"Jul 4, 2020 @ 16:43:09.000","2020-07-04T16:43:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,28,
"Jul 4, 2020 @ 16:42:56.000","2020-07-04T16:42:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,0,"3.902"
"Jul 4, 2020 @ 16:42:39.000","2020-07-04T16:42:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 16:41:54.000","2020-07-04T16:41:54Z","safecast:4249659165","Solarcast #30018",4249659165,"34.132","-118.842",,,,,,29,32,"3.585"
"Jul 4, 2020 @ 16:41:53.000","2020-07-04T16:41:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,3,3,3,,,
"Jul 4, 2020 @ 16:36:12.000","2020-07-04T16:36:12Z","safecast:4177786812","Solarcast #30020",4177786812,"34.075","-118.198",,,,,,,,"3.749"
"Jul 4, 2020 @ 16:36:12.000","2020-07-04T16:36:12Z","safecast:2750599726","Solarcast #33003",2750599726,"46.308","-119.347",,,,,,,26,
"Jul 4, 2020 @ 16:35:12.000","2020-07-04T16:35:12Z","safecast:4267748403","Solarcast #30019",4267748403,"34.122","-118.261","42.513","-15.383",8,11,11,32,32,"3.972"
"Jul 4, 2020 @ 16:28:46.000","2020-07-04T16:28:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 16:28:34.000","2020-07-04T16:28:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 16:28:09.000","2020-07-04T16:28:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,27,
"Jul 4, 2020 @ 16:26:52.000","2020-07-04T16:26:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,29,0,
"Jul 4, 2020 @ 16:13:09.000","2020-07-04T16:13:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,22,27,
"Jul 4, 2020 @ 16:12:56.000","2020-07-04T16:12:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,0,"3.897"
"Jul 4, 2020 @ 16:12:39.000","2020-07-04T16:12:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 16:11:53.000","2020-07-04T16:11:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,2,3,3,,,
"Jul 4, 2020 @ 16:04:02.000","2020-07-04T16:04:02Z","safecast:2299238163","Solarcast #30017",2299238163,"34.112","-118.255",,,,,,34,31,
"Jul 4, 2020 @ 16:01:26.000","2020-07-04T16:01:26Z","safecast:1875225345","Solarcast #30006",1875225345,"37.358","140.368",,,,,,36,38,"3.587"
"Jul 4, 2020 @ 15:58:46.000","2020-07-04T15:58:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 15:58:34.000","2020-07-04T15:58:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 15:58:09.000","2020-07-04T15:58:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,33,
"Jul 4, 2020 @ 15:56:52.000","2020-07-04T15:56:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,0,
"Jul 4, 2020 @ 15:43:09.000","2020-07-04T15:43:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,28,
"Jul 4, 2020 @ 15:42:56.000","2020-07-04T15:42:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,0,"3.896"
"Jul 4, 2020 @ 15:42:39.000","2020-07-04T15:42:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 15:41:53.000","2020-07-04T15:41:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,2,3,3,,,
"Jul 4, 2020 @ 15:28:46.000","2020-07-04T15:28:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 15:28:34.000","2020-07-04T15:28:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 15:28:11.000","2020-07-04T15:28:11Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,29,
"Jul 4, 2020 @ 15:26:52.000","2020-07-04T15:26:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,0,
"Jul 4, 2020 @ 15:13:09.000","2020-07-04T15:13:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,30,28,
"Jul 4, 2020 @ 15:12:56.000","2020-07-04T15:12:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,0,"3.899"
"Jul 4, 2020 @ 15:12:39.000","2020-07-04T15:12:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 15:11:53.000","2020-07-04T15:11:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,2,3,3,,,
"Jul 4, 2020 @ 14:58:46.000","2020-07-04T14:58:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 14:58:38.000","2020-07-04T14:58:38Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 14:58:09.000","2020-07-04T14:58:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,34,
"Jul 4, 2020 @ 14:56:52.000","2020-07-04T14:56:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,0,
"Jul 4, 2020 @ 14:43:16.000","2020-07-04T14:43:16Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,32,
"Jul 4, 2020 @ 14:42:56.000","2020-07-04T14:42:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,0,"3.901"
"Jul 4, 2020 @ 14:42:40.000","2020-07-04T14:42:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 14:41:53.000","2020-07-04T14:41:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,2,3,3,,,
"Jul 4, 2020 @ 14:28:46.000","2020-07-04T14:28:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 14:28:41.000","2020-07-04T14:28:41Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 14:28:15.000","2020-07-04T14:28:15Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,28,
"Jul 4, 2020 @ 14:28:09.000","2020-07-04T14:28:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,28,
"Jul 4, 2020 @ 14:26:52.000","2020-07-04T14:26:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,29,0,
"Jul 4, 2020 @ 14:19:48.000","2020-07-04T14:19:48Z","safecast:3937710776","Solarcast #33002",3937710776,"46.314","-119.345",,,,,,,,"4.185"
"Jul 4, 2020 @ 14:13:09.000","2020-07-04T14:13:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,25,
"Jul 4, 2020 @ 14:12:57.000","2020-07-04T14:12:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,0,"3.902"
"Jul 4, 2020 @ 14:12:40.000","2020-07-04T14:12:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 14:11:53.000","2020-07-04T14:11:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,2,3,3,,,
"Jul 4, 2020 @ 14:11:39.000","2020-07-04T14:11:39Z","safecast:2670856639","Solarcast #30014",2670856639,"34.452","-119.822",,,,,,35,39,"3.696"
"Jul 4, 2020 @ 13:58:46.000","2020-07-04T13:58:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 13:58:34.000","2020-07-04T13:58:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 13:58:12.000","2020-07-04T13:58:12Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,28,31,
"Jul 4, 2020 @ 13:56:52.000","2020-07-04T13:56:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,0,
"Jul 4, 2020 @ 13:52:59.000","2020-07-04T13:52:59Z","safecast:872300871","Solarcast #30013",872300871,"34.165","-118.135",,,,,,33,40,"3.577"
"Jul 4, 2020 @ 13:43:18.000","2020-07-04T13:43:18Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,28,29,
"Jul 4, 2020 @ 13:42:57.000","2020-07-04T13:42:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,0,"3.902"
"Jul 4, 2020 @ 13:42:40.000","2020-07-04T13:42:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 13:41:53.000","2020-07-04T13:41:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,2,3,3,,,
"Jul 4, 2020 @ 13:35:27.000","2020-07-04T13:35:27Z","safecast:3856112813","Solarcast #30001",3856112813,"47.612","-122.345",,,,,,8,8,
"Jul 4, 2020 @ 13:32:18.000","2020-07-04T13:32:18Z","safecast:114699387","Solarcast #30023",114699387,"34.134","-118.382",,,,,,35,41,"3.593"
"Jul 4, 2020 @ 13:28:46.000","2020-07-04T13:28:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 13:28:34.000","2020-07-04T13:28:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 13:28:09.000","2020-07-04T13:28:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,31,
"Jul 4, 2020 @ 13:26:52.000","2020-07-04T13:26:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,22,18,
"Jul 4, 2020 @ 13:13:09.000","2020-07-04T13:13:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,29,31,
"Jul 4, 2020 @ 13:12:57.000","2020-07-04T13:12:57Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,23,"3.903"
"Jul 4, 2020 @ 13:12:40.000","2020-07-04T13:12:42Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 13:11:53.000","2020-07-04T13:11:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,2,3,3,,,
"Jul 4, 2020 @ 12:58:46.000","2020-07-04T12:58:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 12:58:34.000","2020-07-04T12:58:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,0,,,
"Jul 4, 2020 @ 12:58:09.000","2020-07-04T12:58:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,29,
"Jul 4, 2020 @ 12:56:52.000","2020-07-04T12:56:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,0,
"Jul 4, 2020 @ 12:43:09.000","2020-07-04T12:43:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Jul 4, 2020 @ 12:42:27.000","2020-07-04T12:42:27Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,0,"3.901"
"Jul 4, 2020 @ 12:42:10.000","2020-07-04T12:42:12Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jul 4, 2020 @ 12:41:53.000","2020-07-04T12:41:48Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,3,4,4,,,
"Jul 4, 2020 @ 12:28:46.000","2020-07-04T12:28:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jul 4, 2020 @ 12:28:36.000","2020-07-04T12:28:36Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,1,1,,,
