"service_uploaded","when_captured","device_urn","device_sn",device,"loc_lat","loc_lon","env_temp","env_humid","pms_pm01_0","pms_pm02_5","pms_pm10_0","lnd_7318c","lnd_7318u","bat_voltage"
"Feb 17, 2020 @ 23:15:55.000","2020-02-17T23:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 23:15:38.000","2020-02-17T23:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,12,16,17,,,
"Feb 17, 2020 @ 23:07:43.000","2020-02-17T23:07:43Z","safecast:1045649384","Solarcast #30022",1045649384,"37.739","-122.503","37.403","-8.189",0,2,3,25,33,
"Feb 17, 2020 @ 23:00:37.000","2020-02-17T23:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,12,
"Feb 17, 2020 @ 22:46:12.000","2020-02-17T22:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,22,13,"3.858"
"Feb 17, 2020 @ 22:45:55.000","2020-02-17T22:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 22:45:38.000","2020-02-17T22:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,14,21,22,,,
"Feb 17, 2020 @ 22:30:37.000","2020-02-17T22:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,14,
"Feb 17, 2020 @ 22:16:12.000","2020-02-17T22:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,13,"3.858"
"Feb 17, 2020 @ 22:15:55.000","2020-02-17T22:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 22:15:38.000","2020-02-17T22:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,13,18,19,,,
"Feb 17, 2020 @ 22:13:13.000","2020-02-17T22:13:13Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,29,"3.58"
"Feb 17, 2020 @ 22:00:37.000","2020-02-17T22:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,21,13,
"Feb 17, 2020 @ 21:46:12.000","2020-02-17T21:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,22,15,"3.86"
"Feb 17, 2020 @ 21:45:55.000","2020-02-17T21:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 21:45:38.000","2020-02-17T21:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,21,30,34,,,
"Feb 17, 2020 @ 21:43:35.000","2020-02-17T21:43:35Z","safecast:1238569003","Solarcast #30002",1238569003,"37.523","139.939",,,,,,46,43,
"Feb 17, 2020 @ 21:30:39.000","2020-02-17T21:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,14,
"Feb 17, 2020 @ 21:16:12.000","2020-02-17T21:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,22,12,"3.861"
"Feb 17, 2020 @ 21:15:55.000","2020-02-17T21:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 21:15:38.000","2020-02-17T21:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,17,24,26,,,
"Feb 17, 2020 @ 21:00:37.000","2020-02-17T21:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,14,
"Feb 17, 2020 @ 20:46:12.000","2020-02-17T20:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,14,"3.862"
"Feb 17, 2020 @ 20:45:55.000","2020-02-17T20:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 20:45:38.000","2020-02-17T20:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,14,21,23,,,
"Feb 17, 2020 @ 20:30:37.000","2020-02-17T20:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,13,
"Feb 17, 2020 @ 20:16:12.000","2020-02-17T20:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,14,"3.864"
"Feb 17, 2020 @ 20:15:55.000","2020-02-17T20:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 20:15:38.000","2020-02-17T20:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,16,24,26,,,
"Feb 17, 2020 @ 20:00:37.000","2020-02-17T20:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,22,15,
"Feb 17, 2020 @ 19:57:32.000","2020-02-17T19:57:32Z","safecast:479911182","Solarcast #30007",479911182,"34.483","136.162",,,,,,41,54,"3.641"
"Feb 17, 2020 @ 19:46:12.000","2020-02-17T19:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,14,"3.866"
"Feb 17, 2020 @ 19:45:55.000","2020-02-17T19:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 19:45:38.000","2020-02-17T19:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,21,31,34,,,
"Feb 17, 2020 @ 19:30:37.000","2020-02-17T19:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,17,
"Feb 17, 2020 @ 19:27:29.000","2020-02-17T19:27:29Z","safecast:3709008148","Solarcast #30003",3709008148,"42.565","-70.784","18.049","18.63",3,5,6,22,23,"3.813"
"Feb 17, 2020 @ 19:21:37.000","2020-02-17T19:21:37Z","safecast:2299238163","Solarcast #30017",2299238163,"34.112","-118.256","37.416","-4.471",11,16,16,31,37,
"Feb 17, 2020 @ 19:16:12.000","2020-02-17T19:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,22,13,"3.867"
"Feb 17, 2020 @ 19:15:55.000","2020-02-17T19:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 19:15:38.000","2020-02-17T19:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,18,24,26,,,
"Feb 17, 2020 @ 19:00:38.000","2020-02-17T19:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,21,14,
"Feb 17, 2020 @ 18:46:12.000","2020-02-17T18:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,14,"3.869"
"Feb 17, 2020 @ 18:45:55.000","2020-02-17T18:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 18:45:38.000","2020-02-17T18:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,22,33,41,,,
"Feb 17, 2020 @ 18:31:30.000","2020-02-17T18:31:30Z","safecast:3856112813","Solarcast #30001",3856112813,"47.611","-122.345",,,,,,23,32,
"Feb 17, 2020 @ 18:17:00.000","2020-02-17T18:16:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,17,"3.871"
"Feb 17, 2020 @ 18:16:43.000","2020-02-17T18:16:39Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 18:16:26.000","2020-02-17T18:16:24Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,17,24,26,,,
"Feb 17, 2020 @ 18:15:39.000","2020-02-17T18:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 18:00:38.000","2020-02-17T18:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,16,
"Feb 17, 2020 @ 17:48:57.000","2020-02-17T17:48:57Z","safecast:872300871","Solarcast #30013",872300871,"34.165","-118.135","4.374","72.173",2,3,4,35,40,"3.6"
"Feb 17, 2020 @ 17:46:14.000","2020-02-17T17:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,18,"3.872"
"Feb 17, 2020 @ 17:45:56.000","2020-02-17T17:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 17:45:39.000","2020-02-17T17:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,15,21,22,,,
"Feb 17, 2020 @ 17:36:17.000","2020-02-17T17:36:17Z","safecast:3768313999","Solarcast #30026",3768313999,"33.403","-117.595",,,,,,28,36,
"Feb 17, 2020 @ 17:34:28.000","2020-02-17T17:34:28Z","safecast:2651380949","Solarcast #33009",2651380949,"37.408","141.015",,,,,,,"1,310",
"Feb 17, 2020 @ 17:30:38.000","2020-02-17T17:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,20,
"Feb 17, 2020 @ 17:16:14.000","2020-02-17T17:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,17,"3.874"
"Feb 17, 2020 @ 17:15:56.000","2020-02-17T17:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 17:15:39.000","2020-02-17T17:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,12,15,16,,,
"Feb 17, 2020 @ 17:00:38.000","2020-02-17T17:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,20,
"Feb 17, 2020 @ 16:50:20.000","2020-02-17T16:50:20Z","safecast:3937710776","Solarcast #33002",3937710776,"46.314","-119.345",,,,,,,34,
"Feb 17, 2020 @ 16:46:14.000","2020-02-17T16:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,21,"3.874"
"Feb 17, 2020 @ 16:45:56.000","2020-02-17T16:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 16:45:39.000","2020-02-17T16:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,11,15,16,,,
"Feb 17, 2020 @ 16:39:11.000","2020-02-17T16:39:11Z","safecast:1344890106","Solarcast #33001",1344890106,"34.148","-118.094",,,,,,,33,"3.684"
"Feb 17, 2020 @ 16:38:49.000","2020-02-17T16:38:49Z","safecast:1875225345","Solarcast #30006",1875225345,"37.358","140.367","3.689","83.249",0,0,0,38,43,"3.824"
"Feb 17, 2020 @ 16:37:35.000","2020-02-17T16:37:35Z","safecast:2152053642","Solarcast #30025",2152053642,"34.122","-118.261",,,,,,39,40,
"Feb 17, 2020 @ 16:34:02.000","2020-02-17T16:34:02Z","safecast:230442684","Solarcast #30016",230442684,"34.122","-118.261",,,,,,,34,
"Feb 17, 2020 @ 16:30:38.000","2020-02-17T16:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,22,24,
"Feb 17, 2020 @ 16:16:14.000","2020-02-17T16:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,22,"3.876"
"Feb 17, 2020 @ 16:15:56.000","2020-02-17T16:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 16:15:39.000","2020-02-17T16:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,8,12,13,,,
"Feb 17, 2020 @ 16:12:28.000","2020-02-17T16:12:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,27,"3.581"
"Feb 17, 2020 @ 16:03:15.000","2020-02-17T16:03:15Z","safecast:114699387","Solarcast #30023",114699387,"34.134","-118.382","8.614","110.805",37,59,80,32,40,
"Feb 17, 2020 @ 16:00:38.000","2020-02-17T16:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,23,
"Feb 17, 2020 @ 15:47:15.000","2020-02-17T15:47:15Z","safecast:4249659165","Solarcast #30018",4249659165,"34.132","-118.842","2.939","97.452",9,13,15,33,36,"3.662"
"Feb 17, 2020 @ 15:46:14.000","2020-02-17T15:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,24,"3.878"
"Feb 17, 2020 @ 15:45:56.000","2020-02-17T15:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 15:45:39.000","2020-02-17T15:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,9,12,13,,,
"Feb 17, 2020 @ 15:30:38.000","2020-02-17T15:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,23,
"Feb 17, 2020 @ 15:16:14.000","2020-02-17T15:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,25,"3.882"
"Feb 17, 2020 @ 15:15:56.000","2020-02-17T15:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 15:15:39.000","2020-02-17T15:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,8,11,12,,,
"Feb 17, 2020 @ 15:12:47.000","2020-02-17T15:12:47Z","safecast:230442684","Solarcast #30016",230442684,"34.122","-118.261",,,,,,,32,"3.6"
"Feb 17, 2020 @ 15:09:45.000","2020-02-17T15:09:45Z","safecast:4267748403","Solarcast #30019",4267748403,"34.122","-118.261",,,,,,30,20,
"Feb 17, 2020 @ 15:00:38.000","2020-02-17T15:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,22,
"Feb 17, 2020 @ 14:46:14.000","2020-02-17T14:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,29,"3.898"
"Feb 17, 2020 @ 14:45:56.000","2020-02-17T14:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 14:45:39.000","2020-02-17T14:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,7,10,10,,,
"Feb 17, 2020 @ 14:30:38.000","2020-02-17T14:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,22,29,
"Feb 17, 2020 @ 14:16:14.000","2020-02-17T14:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,25,"3.897"
"Feb 17, 2020 @ 14:15:57.000","2020-02-17T14:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 14:15:39.000","2020-02-17T14:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,7,10,11,,,
"Feb 17, 2020 @ 14:01:40.000","2020-02-17T14:01:40Z","safecast:1162749983","Solarcast #33008",1162749983,"34.483","136.163",,,,,,,43,
"Feb 17, 2020 @ 14:00:38.000","2020-02-17T14:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,27,
"Feb 17, 2020 @ 13:57:32.000","2020-02-17T13:57:32Z","safecast:479911182","Solarcast #30007",479911182,"34.483","136.162",,,,,,46,51,"3.643"
"Feb 17, 2020 @ 13:46:14.000","2020-02-17T13:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,29,"3.896"
"Feb 17, 2020 @ 13:45:56.000","2020-02-17T13:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 13:45:39.000","2020-02-17T13:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,12,17,19,,,
"Feb 17, 2020 @ 13:30:38.000","2020-02-17T13:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,25,
"Feb 17, 2020 @ 13:17:21.000","2020-02-17T13:17:21Z","safecast:129232559","Solarcast #30012",129232559,"37.443","-122.128",,,,,,25,26,
"Feb 17, 2020 @ 13:16:14.000","2020-02-17T13:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,26,"3.894"
"Feb 17, 2020 @ 13:15:56.000","2020-02-17T13:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 13:15:39.000","2020-02-17T13:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,12,18,21,,,
"Feb 17, 2020 @ 13:00:38.000","2020-02-17T13:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,24,
"Feb 17, 2020 @ 12:46:14.000","2020-02-17T12:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,25,"3.887"
"Feb 17, 2020 @ 12:45:56.000","2020-02-17T12:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 12:45:39.000","2020-02-17T12:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,16,25,26,,,
"Feb 17, 2020 @ 12:30:38.000","2020-02-17T12:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,29,
"Feb 17, 2020 @ 12:16:14.000","2020-02-17T12:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,30,"3.879"
"Feb 17, 2020 @ 12:15:56.000","2020-02-17T12:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 12:15:39.000","2020-02-17T12:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,14,21,22,,,
"Feb 17, 2020 @ 12:00:38.000","2020-02-17T12:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,25,
"Feb 17, 2020 @ 11:54:27.000","2020-02-17T11:54:27Z","safecast:2750599726","Solarcast #33003",2750599726,"46.308","-119.347",,,,,,,24,
"Feb 17, 2020 @ 11:46:14.000","2020-02-17T11:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,29,"3.872"
"Feb 17, 2020 @ 11:45:56.000","2020-02-17T11:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 11:45:39.000","2020-02-17T11:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,13,18,20,,,
"Feb 17, 2020 @ 11:30:38.000","2020-02-17T11:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,24,
"Feb 17, 2020 @ 11:16:14.000","2020-02-17T11:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,22,"3.871"
"Feb 17, 2020 @ 11:15:57.000","2020-02-17T11:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 11:15:39.000","2020-02-17T11:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,11,15,16,,,
"Feb 17, 2020 @ 11:02:43.000","2020-02-17T11:02:43Z","safecast:1045649384","Solarcast #30022",1045649384,"37.739","-122.503","7.24","117.095",4,5,7,26,4,"3.898"
"Feb 17, 2020 @ 11:00:38.000","2020-02-17T11:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,24,
"Feb 17, 2020 @ 10:46:13.000","2020-02-17T10:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,26,"3.865"
"Feb 17, 2020 @ 10:45:56.000","2020-02-17T10:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 10:45:39.000","2020-02-17T10:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,17,24,26,,,
"Feb 17, 2020 @ 10:30:38.000","2020-02-17T10:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,24,
"Feb 17, 2020 @ 10:16:13.000","2020-02-17T10:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,22,"3.854"
"Feb 17, 2020 @ 10:15:56.000","2020-02-17T10:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 10:15:39.000","2020-02-17T10:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,12,18,19,,,
"Feb 17, 2020 @ 10:13:28.000","2020-02-17T10:13:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,29,29,"3.58"
"Feb 17, 2020 @ 10:00:38.000","2020-02-17T10:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,22,25,
"Feb 17, 2020 @ 09:46:13.000","2020-02-17T09:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,23,"3.851"
"Feb 17, 2020 @ 09:45:56.000","2020-02-17T09:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 09:45:39.000","2020-02-17T09:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,11,16,17,,,
"Feb 17, 2020 @ 09:30:38.000","2020-02-17T09:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,21,
"Feb 17, 2020 @ 09:28:34.000","2020-02-17T09:28:34Z","safecast:1238569003","Solarcast #30002",1238569003,"37.523","139.939","3.954","75.096",0,0,0,46,45,"3.849"
"Feb 17, 2020 @ 09:16:13.000","2020-02-17T09:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,19,"3.844"
"Feb 17, 2020 @ 09:15:56.000","2020-02-17T09:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 09:15:39.000","2020-02-17T09:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,15,20,22,,,
"Feb 17, 2020 @ 09:00:38.000","2020-02-17T09:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,18,
"Feb 17, 2020 @ 08:46:13.000","2020-02-17T08:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,14,"3.841"
"Feb 17, 2020 @ 08:45:56.000","2020-02-17T08:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 08:45:39.000","2020-02-17T08:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,20,27,29,,,
"Feb 17, 2020 @ 08:30:38.000","2020-02-17T08:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,15,
"Feb 17, 2020 @ 08:16:13.000","2020-02-17T08:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,13,"3.839"
"Feb 17, 2020 @ 08:15:56.000","2020-02-17T08:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 08:15:39.000","2020-02-17T08:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,22,32,36,,,
"Feb 17, 2020 @ 08:00:38.000","2020-02-17T08:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,21,11,
"Feb 17, 2020 @ 08:00:02.000","2020-02-17T08:00:02Z","safecast:1094924990","Solarcast #30024",1094924990,"33.449","-117.649",,,10,15,16,28,28,
"Feb 17, 2020 @ 07:57:31.000","2020-02-17T07:57:31Z","safecast:479911182","Solarcast #30007",479911182,"34.483","136.162",,,,,,39,46,"3.643"
"Feb 17, 2020 @ 07:46:13.000","2020-02-17T07:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,9,"3.829"
"Feb 17, 2020 @ 07:45:56.000","2020-02-17T07:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 07:45:39.000","2020-02-17T07:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,20,29,32,,,
"Feb 17, 2020 @ 07:30:38.000","2020-02-17T07:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,11,
"Feb 17, 2020 @ 07:16:13.000","2020-02-17T07:16:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636","7.998","67.954",,,,25,10,"3.825"
"Feb 17, 2020 @ 07:15:56.000","2020-02-17T07:15:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 07:15:39.000","2020-02-17T07:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,22,29,31,,,
"Feb 17, 2020 @ 07:12:28.000","2020-02-17T07:12:28Z","safecast:3709008148","Solarcast #30003",3709008148,"42.565","-70.784",,,,,,23,24,
"Feb 17, 2020 @ 07:11:37.000","2020-02-17T07:11:37Z","safecast:2299238163","Solarcast #30017",2299238163,"34.112","-118.256","9.81","76.305",11,15,17,32,35,"3.9"
"Feb 17, 2020 @ 07:00:38.000","2020-02-17T07:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,21,8,
"Feb 17, 2020 @ 06:46:13.000","2020-02-17T06:46:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636","7.101","71.524",,,,25,10,"3.828"
"Feb 17, 2020 @ 06:45:56.000","2020-02-17T06:45:54Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 06:45:39.000","2020-02-17T06:45:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,30,41,47,,,
"Feb 17, 2020 @ 06:30:38.000","2020-02-17T06:30:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,22,9,
"Feb 17, 2020 @ 06:17:31.000","2020-02-17T06:17:24Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636","6.815","71.623",,,,25,6,"3.83"
"Feb 17, 2020 @ 06:17:13.000","2020-02-17T06:17:09Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 06:16:30.000","2020-02-17T06:16:30Z","safecast:3856112813","Solarcast #30001",3856112813,"47.611","-122.345","5.449","77.583",2,3,5,26,34,"3.822"
"Feb 17, 2020 @ 06:16:26.000","2020-02-17T06:16:24Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,31,41,47,,,
"Feb 17, 2020 @ 06:15:39.000","2020-02-17T06:15:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 17, 2020 @ 06:12:59.000","2020-02-17T06:12:59Z","safecast:114699387","Solarcast #30023",114699387,"34.134","-118.382","11.246","85.306",8,11,12,29,35,"3.915"
"Feb 17, 2020 @ 06:00:38.000","2020-02-17T06:00:30Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,23,8,
"Feb 17, 2020 @ 05:46:44.000","2020-02-17T05:46:39Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636","6.805","71.613",,,,25,9,"3.83"
"Feb 17, 2020 @ 05:46:26.000","2020-02-17T05:46:24Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
