"service_uploaded","when_captured","device_urn","device_sn",device,"loc_lat","loc_lon","env_temp","env_humid","pms_pm01_0","pms_pm02_5","pms_pm10_0","lnd_7318c","lnd_7318u","bat_voltage"
"Feb 29, 2020 @ 20:32:36.000","2020-02-29T20:32:36Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,18,
"Feb 29, 2020 @ 20:32:35.000","2020-02-29T20:32:35Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,18,
"Feb 29, 2020 @ 20:32:29.000","2020-02-29T20:32:29Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,18,
"Feb 29, 2020 @ 20:32:29.000","2020-02-29T20:32:29Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,18,
"Feb 29, 2020 @ 20:32:23.000","2020-02-29T20:32:23Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,18,
"Feb 29, 2020 @ 20:32:17.000","2020-02-29T20:32:17Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,18,
"Feb 29, 2020 @ 20:32:11.000","2020-02-29T20:32:11Z","safecast:3768313999","Solarcast #30026",3768313999,"33.403","-117.595",,,0,1,1,28,29,"4.199"
"Feb 29, 2020 @ 20:32:11.000","2020-02-29T20:32:11Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,18,
"Feb 29, 2020 @ 20:24:05.000","2020-02-29T20:24:00Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,30,"3.833"
"Feb 29, 2020 @ 20:23:48.000","2020-02-29T20:23:45Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 29, 2020 @ 20:23:31.000","2020-02-29T20:23:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,2,3,4,,,
"Feb 29, 2020 @ 20:17:11.000","2020-02-29T20:17:11Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,30,23,
"Feb 29, 2020 @ 20:08:30.000","2020-02-29T20:08:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,26,
"Feb 29, 2020 @ 20:08:05.000","2020-02-29T20:08:05Z","safecast:2299238163","Solarcast #30017",2299238163,"34.112","-118.256",,,,,,,,"3.973"
"Feb 29, 2020 @ 20:02:53.000","2020-02-29T20:02:53Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,20,
"Feb 29, 2020 @ 20:02:47.000","2020-02-29T20:02:47Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,20,
"Feb 29, 2020 @ 20:02:41.000","2020-02-29T20:02:41Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,20,
"Feb 29, 2020 @ 20:02:35.000","2020-02-29T20:02:35Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,20,
"Feb 29, 2020 @ 20:02:29.000","2020-02-29T20:02:29Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,20,
"Feb 29, 2020 @ 20:02:29.000","2020-02-29T20:02:29Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,20,
"Feb 29, 2020 @ 20:02:23.000","2020-02-29T20:02:23Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,20,
"Feb 29, 2020 @ 20:02:17.000","2020-02-29T20:02:17Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,20,
"Feb 29, 2020 @ 20:02:12.000","2020-02-29T20:02:12Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,20,
"Feb 29, 2020 @ 20:02:11.000","2020-02-29T20:02:11Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,20,
"Feb 29, 2020 @ 19:55:00.000","2020-02-29T19:55:00Z","safecast:3709008148","Solarcast #30003",3709008148,"42.565","-70.784","8.044","39.071",0,0,1,25,27,"3.86"
"Feb 29, 2020 @ 19:54:18.000","2020-02-29T19:54:18Z","safecast:1094924990","Solarcast #30024",1094924990,"33.449","-117.649",,,,,,26,31,
"Feb 29, 2020 @ 19:54:05.000","2020-02-29T19:54:00Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,31,"3.834"
"Feb 29, 2020 @ 19:53:48.000","2020-02-29T19:53:45Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 29, 2020 @ 19:53:31.000","2020-02-29T19:53:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,1,2,,,
"Feb 29, 2020 @ 19:47:11.000","2020-02-29T19:47:11Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,23,
"Feb 29, 2020 @ 19:38:30.000","2020-02-29T19:38:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,31,
"Feb 29, 2020 @ 19:33:05.000","2020-02-29T19:33:05Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,1,3,,,
"Feb 29, 2020 @ 19:32:47.000","2020-02-29T19:32:47Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,21,
"Feb 29, 2020 @ 19:32:47.000","2020-02-29T19:32:47Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,21,
"Feb 29, 2020 @ 19:32:41.000","2020-02-29T19:32:41Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,21,
"Feb 29, 2020 @ 19:32:35.000","2020-02-29T19:32:35Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,21,
"Feb 29, 2020 @ 19:32:30.000","2020-02-29T19:32:30Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,21,
"Feb 29, 2020 @ 19:32:23.000","2020-02-29T19:32:23Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,21,
"Feb 29, 2020 @ 19:32:17.000","2020-02-29T19:32:17Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,21,
"Feb 29, 2020 @ 19:32:11.000","2020-02-29T19:32:11Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,21,
"Feb 29, 2020 @ 19:24:26.000","2020-02-29T19:24:26Z","safecast:1344890106","Solarcast #33001",1344890106,"34.148","-118.094",,,,,,,40,"3.728"
"Feb 29, 2020 @ 19:24:05.000","2020-02-29T19:24:00Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,31,30,"3.835"
"Feb 29, 2020 @ 19:23:48.000","2020-02-29T19:23:45Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 29, 2020 @ 19:23:31.000","2020-02-29T19:23:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,2,3,,,
"Feb 29, 2020 @ 19:17:15.000","2020-02-29T19:17:15Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,27,
"Feb 29, 2020 @ 19:08:30.000","2020-02-29T19:08:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,29,
"Feb 29, 2020 @ 19:02:45.000","2020-02-29T19:02:45Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Feb 29, 2020 @ 19:02:45.000","2020-02-29T19:02:45Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Feb 29, 2020 @ 19:02:40.000","2020-02-29T19:02:40Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Feb 29, 2020 @ 19:02:33.000","2020-02-29T19:02:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Feb 29, 2020 @ 19:02:27.000","2020-02-29T19:02:27Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Feb 29, 2020 @ 19:02:23.000","2020-02-29T19:02:23Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Feb 29, 2020 @ 19:02:22.000","2020-02-29T19:02:22Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Feb 29, 2020 @ 19:02:18.000","2020-02-29T19:02:18Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Feb 29, 2020 @ 19:02:13.000","2020-02-29T19:02:13Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Feb 29, 2020 @ 19:02:09.000","2020-02-29T19:02:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Feb 29, 2020 @ 18:58:47.000","2020-02-29T18:58:47Z","safecast:3856112813","Solarcast #30001",3856112813,"47.611","-122.345",,,,,,28,22,
"Feb 29, 2020 @ 18:54:05.000","2020-02-29T18:54:00Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,31,"3.836"
"Feb 29, 2020 @ 18:53:48.000","2020-02-29T18:53:45Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 29, 2020 @ 18:53:31.000","2020-02-29T18:53:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,3,4,,,
"Feb 29, 2020 @ 18:47:09.000","2020-02-29T18:47:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,29,25,
"Feb 29, 2020 @ 18:38:30.000","2020-02-29T18:38:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,28,
"Feb 29, 2020 @ 18:32:46.000","2020-02-29T18:32:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,1,1,,,
"Feb 29, 2020 @ 18:32:30.000","2020-02-29T18:32:30Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,24,
"Feb 29, 2020 @ 18:24:05.000","2020-02-29T18:24:00Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,28,"3.838"
"Feb 29, 2020 @ 18:23:48.000","2020-02-29T18:23:45Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 29, 2020 @ 18:23:31.000","2020-02-29T18:23:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,4,6,7,,,
"Feb 29, 2020 @ 18:17:09.000","2020-02-29T18:17:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,29,
"Feb 29, 2020 @ 18:12:50.000","2020-02-29T18:12:50Z","safecast:2670856639","Solarcast #30014",2670856639,"34.452","-119.822","34.354","4.327",3,5,5,30,42,"3.911"
"Feb 29, 2020 @ 18:08:30.000","2020-02-29T18:08:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,29,
"Feb 29, 2020 @ 18:02:18.000","2020-02-29T18:02:18Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,1,2,,,
"Feb 29, 2020 @ 18:02:09.000","2020-02-29T18:02:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,29,31,
"Feb 29, 2020 @ 17:54:05.000","2020-02-29T17:54:00Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,27,"3.839"
"Feb 29, 2020 @ 17:53:48.000","2020-02-29T17:53:45Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 29, 2020 @ 17:53:31.000","2020-02-29T17:53:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,2,2,,,
"Feb 29, 2020 @ 17:47:09.000","2020-02-29T17:47:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,29,
"Feb 29, 2020 @ 17:43:32.000","2020-02-29T17:43:32Z","safecast:4267748403","Solarcast #30019",4267748403,"34.122","-118.261","26.442","17.462",5,7,8,31,32,"3.902"
"Feb 29, 2020 @ 17:41:58.000","2020-02-29T17:41:58Z","safecast:2651380949","Solarcast #33009",2651380949,"37.408","141.015",,,,,,,"1,347","4.172"
"Feb 29, 2020 @ 17:38:30.000","2020-02-29T17:38:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,31,
"Feb 29, 2020 @ 17:32:18.000","2020-02-29T17:32:18Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,1,,,
"Feb 29, 2020 @ 17:32:10.000","2020-02-29T17:32:10Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,28,28,
"Feb 29, 2020 @ 17:32:09.000","2020-02-29T17:32:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,28,28,
"Feb 29, 2020 @ 17:24:05.000","2020-02-29T17:24:00Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,26,"3.841"
"Feb 29, 2020 @ 17:23:48.000","2020-02-29T17:23:45Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 29, 2020 @ 17:23:31.000","2020-02-29T17:23:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,2,3,4,,,
"Feb 29, 2020 @ 17:17:26.000","2020-02-29T17:17:26Z","safecast:114699387","Solarcast #30023",114699387,"34.134","-118.382","18.12","48.099",12,17,18,30,33,"3.893"
"Feb 29, 2020 @ 17:17:19.000","2020-02-29T17:17:19Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,29,
"Feb 29, 2020 @ 17:08:30.000","2020-02-29T17:08:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,31,33,
"Feb 29, 2020 @ 17:06:25.000","2020-02-29T17:06:25Z","safecast:1875225345","Solarcast #30006",1875225345,"37.358","140.367","3.62","93.269",9,15,22,42,42,"3.892"
"Feb 29, 2020 @ 17:02:19.000","2020-02-29T17:02:19Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,0,0,2,,,
"Feb 29, 2020 @ 17:02:09.000","2020-02-29T17:02:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,24,
"Feb 29, 2020 @ 16:56:01.000","2020-02-29T16:56:01Z","safecast:129232559","Solarcast #30012",129232559,"37.443","-122.128",,,,,,22,21,
"Feb 29, 2020 @ 16:54:05.000","2020-02-29T16:54:00Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,29,"3.842"
"Feb 29, 2020 @ 16:53:48.000","2020-02-29T16:53:45Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Feb 29, 2020 @ 16:53:31.000","2020-02-29T16:53:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,3,5,5,,,
"Feb 29, 2020 @ 16:48:01.000","2020-02-29T16:48:01Z","safecast:3937710776","Solarcast #33002",3937710776,"46.314","-119.345",,,,,,,33,"4.176"
"Feb 29, 2020 @ 16:47:09.000","2020-02-29T16:47:09Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,29,
"Feb 29, 2020 @ 16:38:30.000","2020-02-29T16:38:21Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,30,
