"service_uploaded","when_captured","device_urn","device_sn",device,"loc_lat","loc_lon","env_temp","env_humid","pms_pm01_0","pms_pm02_5","pms_pm10_0","lnd_7318c","lnd_7318u","bat_voltage"
"Jun 15, 2020 @ 15:12:04.000","2020-06-15T15:12:04Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 15:11:53.000","2020-06-15T15:11:53Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,2,3,3,,,
"Jun 15, 2020 @ 15:11:37.000","2020-06-15T15:11:37Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,26,
"Jun 15, 2020 @ 14:57:17.000","2020-06-15T14:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,30,31,
"Jun 15, 2020 @ 14:56:27.000","2020-06-15T14:56:27Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,23,
"Jun 15, 2020 @ 14:43:22.000","2020-06-15T14:43:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,27,"3.86"
"Jun 15, 2020 @ 14:43:05.000","2020-06-15T14:43:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 14:42:18.000","2020-06-15T14:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,0,1,1,,,
"Jun 15, 2020 @ 14:42:05.000","2020-06-15T14:42:05Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 14:41:53.000","2020-06-15T14:41:53Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,15,17,19,,,
"Jun 15, 2020 @ 14:41:40.000","2020-06-15T14:41:40Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,26,
"Jun 15, 2020 @ 14:35:38.000","2020-06-15T14:35:38Z","safecast:129232559","Solarcast #30012",129232559,"37.443","-122.128",,,,,,21,22,"3.581"
"Jun 15, 2020 @ 14:27:17.000","2020-06-15T14:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,29,
"Jun 15, 2020 @ 14:26:31.000","2020-06-15T14:26:31Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,22,
"Jun 15, 2020 @ 14:26:23.000","2020-06-15T14:26:23Z","safecast:479911182","Solarcast #30007",479911182,"34.483","136.163","17.133","86.266",18,25,27,44,51,"3.867"
"Jun 15, 2020 @ 14:13:22.000","2020-06-15T14:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,33,36,"3.86"
"Jun 15, 2020 @ 14:13:05.000","2020-06-15T14:13:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 14:12:18.000","2020-06-15T14:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,3,4,4,,,
"Jun 15, 2020 @ 14:12:05.000","2020-06-15T14:12:05Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 14:11:53.000","2020-06-15T14:11:53Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,4,5,5,,,
"Jun 15, 2020 @ 14:11:27.000","2020-06-15T14:11:27Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,25,
"Jun 15, 2020 @ 13:57:17.000","2020-06-15T13:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,33,
"Jun 15, 2020 @ 13:56:28.000","2020-06-15T13:56:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,22,28,
"Jun 15, 2020 @ 13:51:19.000","2020-06-15T13:51:19Z","safecast:3937710776","Solarcast #33002",3937710776,"46.314","-119.345",,,,,,,0,"4.186"
"Jun 15, 2020 @ 13:43:22.000","2020-06-15T13:43:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,34,"3.861"
"Jun 15, 2020 @ 13:43:05.000","2020-06-15T13:43:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 13:42:18.000","2020-06-15T13:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,1,1,,,
"Jun 15, 2020 @ 13:42:06.000","2020-06-15T13:42:06Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 13:41:56.000","2020-06-15T13:41:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,15,17,18,,,
"Jun 15, 2020 @ 13:41:34.000","2020-06-15T13:41:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,26,
"Jun 15, 2020 @ 13:41:27.000","2020-06-15T13:41:27Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,26,
"Jun 15, 2020 @ 13:34:14.000","2020-06-15T13:34:15Z","safecast:872300871","Solarcast #30013",872300871,"34.165","-118.135",,,,,,34,47,"3.586"
"Jun 15, 2020 @ 13:27:17.000","2020-06-15T13:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,26,
"Jun 15, 2020 @ 13:26:27.000","2020-06-15T13:26:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,28,
"Jun 15, 2020 @ 13:20:19.000","2020-06-15T13:20:19Z","safecast:1094924990","Solarcast #30024",1094924990,"33.449","-117.649",,,,,,29,31,
"Jun 15, 2020 @ 13:13:22.000","2020-06-15T13:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,31,"3.865"
"Jun 15, 2020 @ 13:13:05.000","2020-06-15T13:13:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 13:12:05.000","2020-06-15T13:12:05Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 13:11:53.000","2020-06-15T13:11:53Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,2,2,2,,,
"Jun 15, 2020 @ 13:11:28.000","2020-06-15T13:11:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,26,
"Jun 15, 2020 @ 13:11:27.000","2020-06-15T13:11:27Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,26,
"Jun 15, 2020 @ 12:57:17.000","2020-06-15T12:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,27,
"Jun 15, 2020 @ 12:56:29.000","2020-06-15T12:56:29Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,30,
"Jun 15, 2020 @ 12:43:22.000","2020-06-15T12:43:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,29,"3.871"
"Jun 15, 2020 @ 12:43:05.000","2020-06-15T12:43:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 12:42:18.000","2020-06-15T12:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,1,1,,,
"Jun 15, 2020 @ 12:42:05.000","2020-06-15T12:42:05Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 12:42:01.000","2020-06-15T12:42:01Z","safecast:2670856639","Solarcast #30014",2670856639,"34.452","-119.822",,,,,,35,39,"3.631"
"Jun 15, 2020 @ 12:41:58.000","2020-06-15T12:41:58Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,3,3,3,,,
"Jun 15, 2020 @ 12:41:32.000","2020-06-15T12:41:32Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,28,
"Jun 15, 2020 @ 12:36:25.000","2020-06-15T12:36:25Z","safecast:4249659165","Solarcast #30018",4249659165,"34.132","-118.842",,,,,,28,34,"3.585"
"Jun 15, 2020 @ 12:29:26.000","2020-06-15T12:29:26Z","safecast:1875225345","Solarcast #30006",1875225345,"37.358","140.368",,,,,,35,39,"3.604"
"Jun 15, 2020 @ 12:29:11.000","2020-06-15T12:29:11Z","safecast:3856112813","Solarcast #30001",3856112813,"47.612","-122.345",,,,,,11,11,
"Jun 15, 2020 @ 12:27:17.000","2020-06-15T12:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,31,31,
"Jun 15, 2020 @ 12:26:27.000","2020-06-15T12:26:27Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,23,
"Jun 15, 2020 @ 12:13:22.000","2020-06-15T12:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,29,33,"3.871"
"Jun 15, 2020 @ 12:13:05.000","2020-06-15T12:13:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 12:12:18.000","2020-06-15T12:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,1,2,,,
"Jun 15, 2020 @ 12:12:05.000","2020-06-15T12:12:05Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 12:11:53.000","2020-06-15T12:11:53Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,2,3,4,,,
"Jun 15, 2020 @ 12:11:31.000","2020-06-15T12:11:31Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,19,21,
"Jun 15, 2020 @ 12:07:15.000","2020-06-15T12:07:15Z","safecast:2651380949","Solarcast #33009",2651380949,"37.408","141.015",,,,,,,"1,374","4.188"
"Jun 15, 2020 @ 12:03:56.000","2020-06-15T12:03:56Z","safecast:2299238163","Solarcast #30017",2299238163,"34.112","-118.255",,,,,,34,36,
"Jun 15, 2020 @ 12:02:05.000","2020-06-15T12:02:05Z","safecast:4267748403","Solarcast #30019",4267748403,"34.122","-118.261","12.984","100.017",6,8,8,30,29,
"Jun 15, 2020 @ 11:57:17.000","2020-06-15T11:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,29,33,
"Jun 15, 2020 @ 11:56:28.000","2020-06-15T11:56:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,27,
"Jun 15, 2020 @ 11:43:22.000","2020-06-15T11:43:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,26,"3.866"
"Jun 15, 2020 @ 11:43:05.000","2020-06-15T11:43:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 11:42:18.000","2020-06-15T11:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,2,2,,,
"Jun 15, 2020 @ 11:42:05.000","2020-06-15T11:42:05Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 11:41:53.000","2020-06-15T11:41:53Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,3,4,4,,,
"Jun 15, 2020 @ 11:41:28.000","2020-06-15T11:41:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,24,
"Jun 15, 2020 @ 11:27:18.000","2020-06-15T11:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,32,
"Jun 15, 2020 @ 11:26:29.000","2020-06-15T11:26:29Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,23,
"Jun 15, 2020 @ 11:13:22.000","2020-06-15T11:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,29,28,"3.864"
"Jun 15, 2020 @ 11:13:05.000","2020-06-15T11:13:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 11:12:18.000","2020-06-15T11:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,2,3,,,
"Jun 15, 2020 @ 11:12:05.000","2020-06-15T11:12:05Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 11:11:53.000","2020-06-15T11:11:53Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,3,4,4,,,
"Jun 15, 2020 @ 11:11:28.000","2020-06-15T11:11:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,22,
"Jun 15, 2020 @ 10:57:17.000","2020-06-15T10:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,29,28,
"Jun 15, 2020 @ 10:56:35.000","2020-06-15T10:56:35Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,28,29,
"Jun 15, 2020 @ 10:43:22.000","2020-06-15T10:43:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,31,"3.867"
"Jun 15, 2020 @ 10:43:05.000","2020-06-15T10:43:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 10:42:18.000","2020-06-15T10:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,2,2,,,
"Jun 15, 2020 @ 10:42:05.000","2020-06-15T10:42:05Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 10:41:54.000","2020-06-15T10:41:54Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,8,9,9,,,
"Jun 15, 2020 @ 10:41:28.000","2020-06-15T10:41:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,23,
"Jun 15, 2020 @ 10:41:27.000","2020-06-15T10:41:27Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,23,
"Jun 15, 2020 @ 10:27:17.000","2020-06-15T10:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,24,29,
"Jun 15, 2020 @ 10:26:28.000","2020-06-15T10:26:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,21,
"Jun 15, 2020 @ 10:22:14.000","2020-06-15T10:22:14Z","safecast:230442684","Solarcast #30016",230442684,"34.122","-118.261",,,,,,,33,"3.574"
"Jun 15, 2020 @ 10:13:22.000","2020-06-15T10:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,20,31,"3.868"
"Jun 15, 2020 @ 10:13:05.000","2020-06-15T10:13:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 10:12:18.000","2020-06-15T10:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,3,4,5,,,
"Jun 15, 2020 @ 10:12:03.000","2020-06-15T10:12:03Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 10:11:51.000","2020-06-15T10:11:51Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,10,12,13,,,
"Jun 15, 2020 @ 10:11:39.000","2020-06-15T10:11:39Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,23,
"Jun 15, 2020 @ 10:11:33.000","2020-06-15T10:11:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,23,
"Jun 15, 2020 @ 10:11:28.000","2020-06-15T10:11:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,23,
"Jun 15, 2020 @ 09:57:17.000","2020-06-15T09:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,29,
"Jun 15, 2020 @ 09:56:38.000","2020-06-15T09:56:38Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,28,
"Jun 15, 2020 @ 09:43:22.000","2020-06-15T09:43:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,26,"3.866"
"Jun 15, 2020 @ 09:43:05.000","2020-06-15T09:43:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 09:42:18.000","2020-06-15T09:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,20,31,36,,,
"Jun 15, 2020 @ 09:42:03.000","2020-06-15T09:42:03Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 09:41:51.000","2020-06-15T09:41:51Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,7,8,9,,,
"Jun 15, 2020 @ 09:41:34.000","2020-06-15T09:41:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,23,
"Jun 15, 2020 @ 09:41:32.000","2020-06-15T09:41:32Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,23,
"Jun 15, 2020 @ 09:27:17.000","2020-06-15T09:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,31,
"Jun 15, 2020 @ 09:26:31.000","2020-06-15T09:26:31Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,28,
"Jun 15, 2020 @ 09:13:22.000","2020-06-15T09:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,26,"3.869"
"Jun 15, 2020 @ 09:13:05.000","2020-06-15T09:13:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 09:12:18.000","2020-06-15T09:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,2,2,,,
"Jun 15, 2020 @ 09:12:03.000","2020-06-15T09:12:03Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 09:11:51.000","2020-06-15T09:11:51Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,2,3,3,,,
"Jun 15, 2020 @ 09:11:41.000","2020-06-15T09:11:41Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,29,30,
"Jun 15, 2020 @ 09:11:40.000","2020-06-15T09:11:40Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,29,30,
"Jun 15, 2020 @ 09:11:33.000","2020-06-15T09:11:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,29,30,
"Jun 15, 2020 @ 09:11:28.000","2020-06-15T09:11:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,29,30,
"Jun 15, 2020 @ 09:10:13.000","2020-06-15T09:10:13Z","safecast:1344890106","Solarcast #33001",1344890106,"34.148","-118.094",,,,,,,,"4.184"
"Jun 15, 2020 @ 08:57:17.000","2020-06-15T08:57:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,26,26,
"Jun 15, 2020 @ 08:56:28.000","2020-06-15T08:56:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,25,
"Jun 15, 2020 @ 08:43:22.000","2020-06-15T08:43:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,28,"3.87"
"Jun 15, 2020 @ 08:42:18.000","2020-06-15T08:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,1,1,1,,,
"Jun 15, 2020 @ 08:42:03.000","2020-06-15T08:42:03Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 08:41:51.000","2020-06-15T08:41:51Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,3,4,4,,,
"Jun 15, 2020 @ 08:41:39.000","2020-06-15T08:41:39Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,29,
"Jun 15, 2020 @ 08:41:34.000","2020-06-15T08:41:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,29,
"Jun 15, 2020 @ 08:41:28.000","2020-06-15T08:41:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,29,
"Jun 15, 2020 @ 08:35:54.000","2020-06-15T08:35:54Z","safecast:129232559","Solarcast #30012",129232559,"37.443","-122.128","22.397","37.492",0,0,0,20,25,"3.58"
"Jun 15, 2020 @ 08:27:17.000","2020-06-15T08:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,32,
"Jun 15, 2020 @ 08:26:31.000","2020-06-15T08:26:31Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,31,
"Jun 15, 2020 @ 08:13:22.000","2020-06-15T08:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,30,"3.871"
"Jun 15, 2020 @ 08:13:05.000","2020-06-15T08:13:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 08:12:18.000","2020-06-15T08:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,0,1,1,,,
"Jun 15, 2020 @ 08:12:05.000","2020-06-15T08:12:05Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 08:11:57.000","2020-06-15T08:11:57Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,4,6,6,,,
"Jun 15, 2020 @ 08:11:32.000","2020-06-15T08:11:32Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,24,
"Jun 15, 2020 @ 08:04:55.000","2020-06-15T08:04:55Z","safecast:1162749983","Solarcast #33008",1162749983,"34.482","136.162",,,,,,,33,
"Jun 15, 2020 @ 07:57:17.000","2020-06-15T07:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,29,
"Jun 15, 2020 @ 07:56:28.000","2020-06-15T07:56:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,29,
"Jun 15, 2020 @ 07:43:22.000","2020-06-15T07:43:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,25,29,"3.87"
"Jun 15, 2020 @ 07:42:18.000","2020-06-15T07:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,0,0,0,,,
"Jun 15, 2020 @ 07:42:04.000","2020-06-15T07:42:04Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 07:41:53.000","2020-06-15T07:41:53Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,4,5,5,,,
"Jun 15, 2020 @ 07:41:35.000","2020-06-15T07:41:35Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,22,23,
"Jun 15, 2020 @ 07:41:33.000","2020-06-15T07:41:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,22,23,
"Jun 15, 2020 @ 07:41:28.000","2020-06-15T07:41:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,22,23,
"Jun 15, 2020 @ 07:34:14.000","2020-06-15T07:34:14Z","safecast:872300871","Solarcast #30013",872300871,"34.165","-118.135",,,,,,38,41,"3.586"
"Jun 15, 2020 @ 07:27:17.000","2020-06-15T07:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,27,31,
"Jun 15, 2020 @ 07:26:28.000","2020-06-15T07:26:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,28,
"Jun 15, 2020 @ 07:13:22.000","2020-06-15T07:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,28,37,"3.873"
"Jun 15, 2020 @ 07:13:05.000","2020-06-15T07:13:02Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 07:12:18.000","2020-06-15T07:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,0,0,0,,,
"Jun 15, 2020 @ 07:12:03.000","2020-06-15T07:12:03Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 07:11:51.000","2020-06-15T07:11:51Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,6,7,7,,,
"Jun 15, 2020 @ 07:11:40.000","2020-06-15T07:11:40Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,19,23,
"Jun 15, 2020 @ 07:11:40.000","2020-06-15T07:11:40Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,19,23,
"Jun 15, 2020 @ 07:11:28.000","2020-06-15T07:11:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,19,23,
"Jun 15, 2020 @ 07:00:06.000","2020-06-15T07:00:06Z","safecast:1045649384","Solarcast #30022",1045649384,"37.739","-122.503","14.936","86.212",2,4,5,29,4,"3.903"
"Jun 15, 2020 @ 06:58:04.000","2020-06-15T06:58:04Z","safecast:1094924990","Solarcast #30024",1094924990,"33.449","-117.649",,,2,3,3,25,29,
"Jun 15, 2020 @ 06:57:17.000","2020-06-15T06:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,32,37,
"Jun 15, 2020 @ 06:56:28.000","2020-06-15T06:56:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,25,
"Jun 15, 2020 @ 06:42:03.000","2020-06-15T06:42:03Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 15, 2020 @ 06:41:55.000","2020-06-15T06:41:55Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,5,6,6,,,
"Jun 15, 2020 @ 06:41:51.000","2020-06-15T06:41:51Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,21,
"Jun 15, 2020 @ 06:41:34.000","2020-06-15T06:41:34Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,21,
"Jun 15, 2020 @ 06:41:33.000","2020-06-15T06:41:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,21,
"Jun 15, 2020 @ 06:41:28.000","2020-06-15T06:41:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,21,
"Jun 15, 2020 @ 06:36:24.000","2020-06-15T06:36:24Z","safecast:4249659165","Solarcast #30018",4249659165,"34.132","-118.842",,,,,,33,38,"3.586"
"Jun 15, 2020 @ 06:35:23.000","2020-06-15T06:35:17Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,"3.87"
"Jun 15, 2020 @ 06:34:44.000","2020-06-15T06:34:33Z","safecast:678194983","Solarcast #30030",678194983,"46.555","15.636",,,,,,,,
"Jun 15, 2020 @ 06:29:26.000","2020-06-15T06:29:26Z","safecast:1875225345","Solarcast #30006",1875225345,"37.358","140.368",,,,,,36,46,"3.607"
"Jun 15, 2020 @ 06:26:28.000","2020-06-15T06:26:28Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,28,
