"service_uploaded","when_captured","device_urn","device_sn",device,"loc_lat","loc_lon","env_temp","env_humid","pms_pm01_0","pms_pm02_5","pms_pm10_0","lnd_7318c","lnd_7318u","bat_voltage"
"Jun 22, 2020 @ 09:09:20.000","2020-06-22T09:09:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,21,27,
"Jun 22, 2020 @ 08:57:09.000","2020-06-22T08:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,25,30,
"Jun 22, 2020 @ 08:54:20.000","2020-06-22T08:54:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,24,
"Jun 22, 2020 @ 08:42:44.000","2020-06-22T08:42:47Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,30,30,"3.812"
"Jun 22, 2020 @ 08:42:27.000","2020-06-22T08:42:32Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 08:42:10.000","2020-06-22T08:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,3,4,4,,,
"Jun 22, 2020 @ 08:39:58.000","2020-06-22T08:39:58Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 22, 2020 @ 08:39:46.000","2020-06-22T08:39:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,1,2,2,,,
"Jun 22, 2020 @ 08:39:20.000","2020-06-22T08:39:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,27,
"Jun 22, 2020 @ 08:39:20.000","2020-06-22T08:39:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,27,
"Jun 22, 2020 @ 08:29:21.000","2020-06-22T08:29:21Z","safecast:1162749983","Solarcast #33008",1162749983,"34.482","136.162",,,,,,,38,
"Jun 22, 2020 @ 08:27:09.000","2020-06-22T08:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,26,29,
"Jun 22, 2020 @ 08:24:20.000","2020-06-22T08:24:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,22,
"Jun 22, 2020 @ 08:12:44.000","2020-06-22T08:12:47Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,28,30,"3.798"
"Jun 22, 2020 @ 08:12:27.000","2020-06-22T08:12:32Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 08:12:10.000","2020-06-22T08:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,3,3,3,,,
"Jun 22, 2020 @ 08:10:23.000","2020-06-22T08:10:23Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,3,4,5,,,
"Jun 22, 2020 @ 08:09:56.000","2020-06-22T08:09:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,25,
"Jun 22, 2020 @ 08:09:50.000","2020-06-22T08:09:50Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,25,
"Jun 22, 2020 @ 08:09:44.000","2020-06-22T08:09:44Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,25,
"Jun 22, 2020 @ 08:09:39.000","2020-06-22T08:09:39Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,25,
"Jun 22, 2020 @ 08:09:38.000","2020-06-22T08:09:38Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,25,
"Jun 22, 2020 @ 08:09:32.000","2020-06-22T08:09:32Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,25,
"Jun 22, 2020 @ 08:09:26.000","2020-06-22T08:09:26Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,25,
"Jun 22, 2020 @ 08:09:26.000","2020-06-22T08:09:26Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,25,
"Jun 22, 2020 @ 08:09:20.000","2020-06-22T08:09:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,25,
"Jun 22, 2020 @ 07:57:09.000","2020-06-22T07:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,27,30,
"Jun 22, 2020 @ 07:54:20.000","2020-06-22T07:54:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,27,
"Jun 22, 2020 @ 07:42:44.000","2020-06-22T07:42:47Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,28,29,"3.8"
"Jun 22, 2020 @ 07:42:27.000","2020-06-22T07:42:32Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 07:42:10.000","2020-06-22T07:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,3,4,4,,,
"Jun 22, 2020 @ 07:39:55.000","2020-06-22T07:39:55Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 22, 2020 @ 07:39:43.000","2020-06-22T07:39:43Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,2,3,4,,,
"Jun 22, 2020 @ 07:39:32.000","2020-06-22T07:39:32Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,28,
"Jun 22, 2020 @ 07:39:32.000","2020-06-22T07:39:32Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,28,
"Jun 22, 2020 @ 07:39:26.000","2020-06-22T07:39:26Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,28,
"Jun 22, 2020 @ 07:39:20.000","2020-06-22T07:39:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,28,
"Jun 22, 2020 @ 07:38:58.000","2020-06-22T07:38:58Z","safecast:1045649384","Solarcast #30022",1045649384,"37.739","-122.503","15.681","83.317",5,8,9,27,4,"3.91"
"Jun 22, 2020 @ 07:29:27.000","2020-06-22T07:29:27Z","safecast:872300871","Solarcast #30013",872300871,"34.165","-118.135",,,,,,38,39,"3.587"
"Jun 22, 2020 @ 07:27:09.000","2020-06-22T07:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,26,31,
"Jun 22, 2020 @ 07:24:20.000","2020-06-22T07:24:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,28,30,
"Jun 22, 2020 @ 07:16:06.000","2020-06-22T07:16:06Z","safecast:1875225345","Solarcast #30006",1875225345,"37.358","140.368",,,,,,36,43,"3.606"
"Jun 22, 2020 @ 07:12:44.000","2020-06-22T07:12:47Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,26,29,"3.797"
"Jun 22, 2020 @ 07:12:27.000","2020-06-22T07:12:32Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 07:12:10.000","2020-06-22T07:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,3,4,4,,,
"Jun 22, 2020 @ 07:10:11.000","2020-06-22T07:10:11Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 22, 2020 @ 07:09:54.000","2020-06-22T07:09:54Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,20,
"Jun 22, 2020 @ 07:00:05.000","2020-06-22T07:00:05Z","safecast:129232559","Solarcast #30012",129232559,"37.443","-122.128",,,,,,21,24,"3.603"
"Jun 22, 2020 @ 06:57:09.000","2020-06-22T06:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,20,27,
"Jun 22, 2020 @ 06:54:20.000","2020-06-22T06:54:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,27,
"Jun 22, 2020 @ 06:51:21.000","2020-06-22T06:51:21Z","safecast:114699387","Solarcast #30023",114699387,"34.134","-118.382",,,,,,32,35,"3.628"
"Jun 22, 2020 @ 06:47:51.000","2020-06-22T06:47:51Z","safecast:3768313999","Solarcast #30026",3768313999,"33.403","-117.595",,,,,,30,32,"3.843"
"Jun 22, 2020 @ 06:44:01.000","2020-06-22T06:44:02Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,26,35,"3.798"
"Jun 22, 2020 @ 06:43:44.000","2020-06-22T06:43:47Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 06:42:57.000","2020-06-22T06:43:02Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,3,4,4,,,
"Jun 22, 2020 @ 06:42:11.000","2020-06-22T06:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 06:40:49.000","2020-06-22T06:40:49Z","safecast:3709008148","Solarcast #30003",3709008148,"42.565","-70.784","20.056","81.711",333,333,333,23,26,"3.906"
"Jun 22, 2020 @ 06:40:20.000","2020-06-22T06:40:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 22, 2020 @ 06:39:55.000","2020-06-22T06:39:55Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,7,8,8,,,
"Jun 22, 2020 @ 06:39:44.000","2020-06-22T06:39:44Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,26,
"Jun 22, 2020 @ 06:39:38.000","2020-06-22T06:39:38Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,26,
"Jun 22, 2020 @ 06:39:33.000","2020-06-22T06:39:33Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,26,
"Jun 22, 2020 @ 06:39:32.000","2020-06-22T06:39:32Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,26,
"Jun 22, 2020 @ 06:39:26.000","2020-06-22T06:39:26Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,26,
"Jun 22, 2020 @ 06:39:20.000","2020-06-22T06:39:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,26,
"Jun 22, 2020 @ 06:35:11.000","2020-06-22T06:35:11Z","safecast:1094924990","Solarcast #30024",1094924990,"33.449","-117.649",,,5,8,9,25,30,
"Jun 22, 2020 @ 06:30:34.000","2020-06-22T06:30:34Z","safecast:4249659165","Solarcast #30018",4249659165,"34.132","-118.842",,,,,,31,36,"3.597"
"Jun 22, 2020 @ 06:27:09.000","2020-06-22T06:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,26,31,
"Jun 22, 2020 @ 06:24:24.000","2020-06-22T06:24:24Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,24,
"Jun 22, 2020 @ 06:13:14.000","2020-06-22T06:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,29,31,"3.798"
"Jun 22, 2020 @ 06:12:57.000","2020-06-22T06:13:02Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 06:12:10.000","2020-06-22T06:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,3,4,4,,,
"Jun 22, 2020 @ 06:10:14.000","2020-06-22T06:10:14Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 22, 2020 @ 06:09:56.000","2020-06-22T06:09:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,13,15,18,,,
"Jun 22, 2020 @ 06:09:44.000","2020-06-22T06:09:44Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Jun 22, 2020 @ 06:09:44.000","2020-06-22T06:09:44Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Jun 22, 2020 @ 06:09:39.000","2020-06-22T06:09:39Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Jun 22, 2020 @ 06:09:38.000","2020-06-22T06:09:38Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Jun 22, 2020 @ 06:09:32.000","2020-06-22T06:09:32Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Jun 22, 2020 @ 06:09:26.000","2020-06-22T06:09:26Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Jun 22, 2020 @ 06:09:20.000","2020-06-22T06:09:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,30,
"Jun 22, 2020 @ 05:57:09.000","2020-06-22T05:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,34,28,
"Jun 22, 2020 @ 05:54:20.000","2020-06-22T05:54:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,28,
"Jun 22, 2020 @ 05:43:14.000","2020-06-22T05:43:17Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,26,29,"3.798"
"Jun 22, 2020 @ 05:42:57.000","2020-06-22T05:43:02Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 05:42:10.000","2020-06-22T05:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,3,4,4,,,
"Jun 22, 2020 @ 05:39:57.000","2020-06-22T05:39:57Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 22, 2020 @ 05:39:46.000","2020-06-22T05:39:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,3,4,5,,,
"Jun 22, 2020 @ 05:39:20.000","2020-06-22T05:39:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,19,27,
"Jun 22, 2020 @ 05:27:09.000","2020-06-22T05:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,26,31,
"Jun 22, 2020 @ 05:26:40.000","2020-06-22T05:26:40Z","safecast:1238569003","Solarcast #30002",1238569003,"37.523","139.939","28.618","21.602",0,0,0,40,40,
"Jun 22, 2020 @ 05:24:20.000","2020-06-22T05:24:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,26,
"Jun 22, 2020 @ 05:13:14.000","2020-06-22T05:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,25,30,"3.8"
"Jun 22, 2020 @ 05:12:57.000","2020-06-22T05:13:02Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 05:12:10.000","2020-06-22T05:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,2,3,3,,,
"Jun 22, 2020 @ 05:09:58.000","2020-06-22T05:09:58Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 22, 2020 @ 05:09:46.000","2020-06-22T05:09:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,5,7,7,,,
"Jun 22, 2020 @ 05:09:20.000","2020-06-22T05:09:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,26,
"Jun 22, 2020 @ 05:09:20.000","2020-06-22T05:09:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,26,
"Jun 22, 2020 @ 04:57:09.000","2020-06-22T04:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,29,31,
"Jun 22, 2020 @ 04:54:20.000","2020-06-22T04:54:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,33,
"Jun 22, 2020 @ 04:43:14.000","2020-06-22T04:43:17Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,30,28,"3.801"
"Jun 22, 2020 @ 04:42:57.000","2020-06-22T04:43:02Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 04:42:10.000","2020-06-22T04:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,3,3,4,,,
"Jun 22, 2020 @ 04:40:47.000","2020-06-22T04:40:47Z","safecast:230442684","Solarcast #30016",230442684,"34.122","-118.261",,,,,,,36,"3.567"
"Jun 22, 2020 @ 04:40:02.000","2020-06-22T04:40:02Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,20,27,
"Jun 22, 2020 @ 04:39:56.000","2020-06-22T04:39:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,20,27,
"Jun 22, 2020 @ 04:39:56.000","2020-06-22T04:39:56Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,20,27,
"Jun 22, 2020 @ 04:39:50.000","2020-06-22T04:39:50Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,20,27,
"Jun 22, 2020 @ 04:39:44.000","2020-06-22T04:39:44Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,20,27,
"Jun 22, 2020 @ 04:39:38.000","2020-06-22T04:39:38Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,20,27,
"Jun 22, 2020 @ 04:39:32.000","2020-06-22T04:39:32Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,20,27,
"Jun 22, 2020 @ 04:39:26.000","2020-06-22T04:39:26Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,20,27,
"Jun 22, 2020 @ 04:39:20.000","2020-06-22T04:39:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,20,27,
"Jun 22, 2020 @ 04:34:43.000","2020-06-22T04:34:43Z","safecast:2750599726","Solarcast #33003",2750599726,"46.308","-119.347",,,,,,,27,
"Jun 22, 2020 @ 04:27:09.000","2020-06-22T04:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,26,29,
"Jun 22, 2020 @ 04:24:40.000","2020-06-22T04:24:40Z","safecast:479911182","Solarcast #30007",479911182,"34.483","136.163",,,,,,,,
"Jun 22, 2020 @ 04:24:26.000","2020-06-22T04:24:26Z","safecast:479911182","Solarcast #30007",479911182,"34.483","136.163","28.4","34.621",14,17,18,40,48,
"Jun 22, 2020 @ 04:24:20.000","2020-06-22T04:24:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,26,
"Jun 22, 2020 @ 04:13:14.000","2020-06-22T04:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,26,32,"3.802"
"Jun 22, 2020 @ 04:12:57.000","2020-06-22T04:13:02Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 04:12:10.000","2020-06-22T04:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,3,4,4,,,
"Jun 22, 2020 @ 04:09:57.000","2020-06-22T04:09:57Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 22, 2020 @ 04:09:50.000","2020-06-22T04:09:50Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,4,6,6,,,
"Jun 22, 2020 @ 04:09:20.000","2020-06-22T04:09:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,22,22,
"Jun 22, 2020 @ 03:57:09.000","2020-06-22T03:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,23,26,
"Jun 22, 2020 @ 03:54:25.000","2020-06-22T03:54:25Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,25,
"Jun 22, 2020 @ 03:43:14.000","2020-06-22T03:43:17Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,25,31,"3.805"
"Jun 22, 2020 @ 03:42:57.000","2020-06-22T03:43:02Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 03:42:10.000","2020-06-22T03:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,3,4,4,,,
"Jun 22, 2020 @ 03:39:57.000","2020-06-22T03:39:57Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 22, 2020 @ 03:39:48.000","2020-06-22T03:39:48Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,6,9,11,,,
"Jun 22, 2020 @ 03:39:20.000","2020-06-22T03:39:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,26,
"Jun 22, 2020 @ 03:27:09.000","2020-06-22T03:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,26,32,
"Jun 22, 2020 @ 03:24:20.000","2020-06-22T03:24:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,25,
"Jun 22, 2020 @ 03:13:14.000","2020-06-22T03:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,27,29,"3.807"
"Jun 22, 2020 @ 03:12:57.000","2020-06-22T03:13:02Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 03:12:10.000","2020-06-22T03:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,2,2,2,,,
"Jun 22, 2020 @ 03:09:58.000","2020-06-22T03:09:58Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 22, 2020 @ 03:09:46.000","2020-06-22T03:09:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,4,7,9,,,
"Jun 22, 2020 @ 03:09:20.000","2020-06-22T03:09:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,25,
"Jun 22, 2020 @ 02:57:09.000","2020-06-22T02:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,28,28,
"Jun 22, 2020 @ 02:54:20.000","2020-06-22T02:54:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,29,
"Jun 22, 2020 @ 02:43:14.000","2020-06-22T02:43:17Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,28,29,"3.807"
"Jun 22, 2020 @ 02:42:57.000","2020-06-22T02:43:02Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 02:42:10.000","2020-06-22T02:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,2,2,3,,,
"Jun 22, 2020 @ 02:40:00.000","2020-06-22T02:40:00Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 22, 2020 @ 02:39:46.000","2020-06-22T02:39:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,3,5,6,,,
"Jun 22, 2020 @ 02:39:21.000","2020-06-22T02:39:21Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,28,
"Jun 22, 2020 @ 02:39:20.000","2020-06-22T02:39:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,25,28,
"Jun 22, 2020 @ 02:27:09.000","2020-06-22T02:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,29,31,
"Jun 22, 2020 @ 02:24:20.000","2020-06-22T02:24:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,26,26,
"Jun 22, 2020 @ 02:13:14.000","2020-06-22T02:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,27,29,"3.81"
"Jun 22, 2020 @ 02:12:57.000","2020-06-22T02:13:02Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 02:12:10.000","2020-06-22T02:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,2,2,2,,,
"Jun 22, 2020 @ 02:10:01.000","2020-06-22T02:10:01Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 22, 2020 @ 02:09:45.000","2020-06-22T02:09:45Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,2,5,6,,,
"Jun 22, 2020 @ 02:09:27.000","2020-06-22T02:09:27Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,29,
"Jun 22, 2020 @ 02:09:20.000","2020-06-22T02:09:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,27,29,
"Jun 22, 2020 @ 01:59:32.000","2020-06-22T01:59:32Z","safecast:3937710776","Solarcast #33002",3937710776,"46.314","-119.345",,,,,,,0,
"Jun 22, 2020 @ 01:57:09.000","2020-06-22T01:57:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,27,31,
"Jun 22, 2020 @ 01:54:21.000","2020-06-22T01:54:21Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,24,26,
"Jun 22, 2020 @ 01:43:14.000","2020-06-22T01:43:17Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,30,30,"3.811"
"Jun 22, 2020 @ 01:42:57.000","2020-06-22T01:43:02Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,,,
"Jun 22, 2020 @ 01:42:10.000","2020-06-22T01:42:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,2,2,2,,,
"Jun 22, 2020 @ 01:39:57.000","2020-06-22T01:39:57Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,,,
"Jun 22, 2020 @ 01:39:46.000","2020-06-22T01:39:46Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,3,5,7,,,
"Jun 22, 2020 @ 01:39:20.000","2020-06-22T01:39:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,28,23,
"Jun 22, 2020 @ 01:29:23.000","2020-06-22T01:29:23Z","safecast:872300871","Solarcast #30013",872300871,"34.165","-118.135",,,,,,33,34,"3.589"
"Jun 22, 2020 @ 01:27:09.000","2020-06-22T01:27:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,25,30,
"Jun 22, 2020 @ 01:24:20.000","2020-06-22T01:24:20Z","safecast:3714913954","Solarcast #30027",3714913954,"52.395","4.875",,,,,,23,21,
"Jun 22, 2020 @ 01:16:06.000","2020-06-22T01:16:06Z","safecast:1875225345","Solarcast #30006",1875225345,"37.358","140.368",,,,,,37,39,"3.599"
"Jun 22, 2020 @ 01:15:20.000","2020-06-22T01:15:20Z","safecast:2670856639","Solarcast #30014",2670856639,"34.452","-119.822",,,,,,35,46,
"Jun 22, 2020 @ 01:13:14.000","2020-06-22T01:13:17Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,,,,28,27,"3.812"
"Jun 22, 2020 @ 01:12:10.000","2020-06-22T01:12:08Z","safecast:678194983","Solarcast #30030",678194983,"46.554","15.636",,,2,2,2,,,
