,device,when_captured
901,114699387,2018-07-14 04:45:14+00:00
902,114699387,2018-07-14 05:55:13+00:00
903,114699387,2018-07-14 07:05:13+00:00
904,114699387,2018-07-14 08:15:13+00:00
905,114699387,2018-07-14 09:25:12+00:00
906,114699387,2018-07-14 09:25:13+00:00
907,114699387,2018-07-14 10:35:12+00:00
908,114699387,2018-07-14 11:45:13+00:00
909,114699387,2018-07-14 12:55:12+00:00
910,114699387,2018-07-14 14:10:11+00:00
2286,114699387,2018-07-31 06:34:36+00:00
2287,114699387,2018-07-31 09:04:35+00:00
2288,114699387,2018-07-31 10:19:35+00:00
2289,114699387,2018-07-31 11:34:35+00:00
2290,114699387,2018-07-31 12:49:35+00:00
2292,114699387,2018-07-31 14:04:35+00:00
2293,114699387,2018-07-31 15:19:35+00:00
