,device,when_captured
1096,114699387,2020-03-24 13:38:42+00:00
1097,114699387,2020-03-24 13:38:43+00:00
1098,114699387,2020-03-24 13:38:46+00:00
1099,114699387,2020-03-24 13:38:47+00:00
1105,114699387,2020-03-24 14:17:34+00:00
1112,114699387,2020-03-24 15:49:38+00:00
1117,114699387,2020-03-24 16:47:34+00:00
1214,114699387,2020-03-25 08:58:40+00:00
1219,114699387,2020-03-25 10:03:21+00:00
1222,114699387,2020-03-25 10:41:03+00:00
1223,114699387,2020-03-25 11:18:39+00:00
1224,114699387,2020-03-25 11:35:36+00:00
1225,114699387,2020-03-25 12:50:36+00:00
1251,114699387,2020-03-25 20:15:36+00:00
1570,114699387,2020-03-28 14:14:46+00:00
1591,114699387,2020-03-28 20:14:46+00:00
1594,114699387,2020-03-28 20:17:36+00:00
1595,114699387,2020-03-28 20:17:37+00:00
1602,114699387,2020-03-28 21:18:58+00:00
1610,114699387,2020-03-28 22:26:29+00:00
1618,114699387,2020-03-28 23:34:37+00:00
1624,114699387,2020-03-29 00:31:29+00:00
1627,114699387,2020-03-29 00:47:25+00:00
1687,114699387,2020-03-29 11:59:45+00:00
1698,114699387,2020-03-29 15:44:44+00:00
1715,114699387,2020-03-29 20:34:45+00:00
2682,129232559,2020-03-19 23:08:39+00:00
2690,129232559,2020-03-20 00:56:24+00:00
2696,129232559,2020-03-20 02:11:13+00:00
3547,129232559,2020-03-31 07:56:25+00:00
3551,129232559,2020-03-31 19:13:03+00:00
3554,129232559,2020-03-31 23:53:54+00:00
3560,154534971,2020-03-15 09:06:13+00:00
3561,154534971,2020-03-15 10:23:15+00:00
3562,154534971,2020-03-15 12:11:52+00:00
3563,154534971,2020-03-15 13:30:41+00:00
3564,154534971,2020-03-15 15:23:15+00:00
3565,154534971,2020-03-15 16:46:38+00:00
3566,154534971,2020-03-16 09:55:28+00:00
3567,154534971,2020-03-16 11:04:43+00:00
3568,154534971,2020-03-16 12:16:45+00:00
3569,154534971,2020-03-16 13:29:50+00:00
3574,154534971,2020-03-22 15:26:24+00:00
3575,154534971,2020-03-22 16:23:33+00:00
3576,154534971,2020-03-22 17:33:38+00:00
3577,154534971,2020-03-22 18:40:53+00:00
3578,154534971,2020-03-22 18:44:06+00:00
3579,154534971,2020-03-22 20:11:26+00:00
3580,154534971,2020-03-22 21:03:32+00:00
3581,154534971,2020-03-22 21:03:33+00:00
3582,154534971,2020-03-22 22:02:42+00:00
3583,154534971,2020-03-22 22:52:09+00:00
