,device,when_captured
1,114699387,2019-09-02 07:46:47+00:00
2,114699387,2019-09-02 08:56:47+00:00
4,114699387,2019-09-02 13:51:46+00:00
6,114699387,2019-09-02 16:21:47+00:00
7,114699387,2019-09-02 18:51:45+00:00
720,114699387,2019-09-09 08:52:53+00:00
721,114699387,2019-09-09 13:47:52+00:00
722,114699387,2019-09-09 15:02:51+00:00
723,114699387,2019-09-09 18:42:52+00:00
795,114699387,2019-09-11 15:48:01+00:00
796,114699387,2019-09-11 18:08:02+00:00
985,114699387,2019-09-16 10:47:57+00:00
986,114699387,2019-09-16 14:32:57+00:00
987,114699387,2019-09-16 15:47:56+00:00
989,114699387,2019-09-16 23:57:57+00:00
2260,129232559,2019-09-03 06:44:22+00:00
2927,129232559,2019-09-09 09:49:47+00:00
2928,129232559,2019-09-09 14:44:46+00:00
2930,129232559,2019-09-09 19:29:53+00:00
2931,129232559,2019-09-09 20:39:47+00:00
2940,129232559,2019-09-10 07:39:47+00:00
2941,129232559,2019-09-10 11:14:47+00:00
2942,129232559,2019-09-10 12:29:52+00:00
2943,129232559,2019-09-10 13:44:46+00:00
2944,129232559,2019-09-10 17:19:47+00:00
2945,129232559,2019-09-10 20:49:47+00:00
2946,129232559,2019-09-10 21:59:47+00:00
3071,129232559,2019-09-14 08:39:53+00:00
3097,129232559,2019-09-14 20:39:53+00:00
3098,129232559,2019-09-14 21:49:47+00:00
3114,129232559,2019-09-15 07:48:58+00:00
3115,129232559,2019-09-15 15:18:58+00:00
3116,129232559,2019-09-15 16:33:58+00:00
3118,129232559,2019-09-16 03:23:59+00:00
3119,129232559,2019-09-16 05:44:05+00:00
3121,129232559,2019-09-16 09:43:59+00:00
3122,129232559,2019-09-16 12:04:04+00:00
3123,129232559,2019-09-16 13:18:58+00:00
3124,129232559,2019-09-16 17:03:58+00:00
3125,129232559,2019-09-16 18:13:59+00:00
3132,129232559,2019-09-17 02:23:59+00:00
3147,129232559,2019-09-17 11:04:04+00:00
3148,129232559,2019-09-17 13:33:58+00:00
3149,129232559,2019-09-17 18:23:59+00:00
3150,129232559,2019-09-17 19:33:59+00:00
3697,129232559,2019-09-22 08:36:24+00:00
3698,129232559,2019-09-22 09:51:24+00:00
3699,129232559,2019-09-22 11:06:24+00:00
3770,129232559,2019-09-23 09:21:25+00:00
3771,129232559,2019-09-23 10:36:25+00:00
3772,129232559,2019-09-23 11:51:30+00:00
3773,129232559,2019-09-23 15:36:24+00:00
3774,129232559,2019-09-23 16:51:24+00:00
3775,129232559,2019-09-23 18:01:31+00:00
3777,129232559,2019-09-23 22:41:25+00:00
3778,129232559,2019-09-23 23:51:31+00:00
3815,129232559,2019-09-24 10:51:30+00:00
3817,129232559,2019-09-24 13:21:24+00:00
4095,129232559,2019-09-28 05:11:30+00:00
4096,129232559,2019-09-28 06:21:24+00:00
4097,129232559,2019-09-28 07:31:24+00:00
4098,129232559,2019-09-28 08:41:26+00:00
4099,129232559,2019-09-28 09:51:24+00:00
4100,129232559,2019-09-28 12:21:23+00:00
4320,154534971,2019-09-02 06:33:34+00:00
4321,154534971,2019-09-02 07:33:34+00:00
4322,154534971,2019-09-02 08:33:34+00:00
4323,154534971,2019-09-02 10:23:34+00:00
4326,154534971,2019-09-02 12:23:32+00:00
4327,154534971,2019-09-02 14:23:34+00:00
4328,154534971,2019-09-02 15:23:34+00:00
4329,154534971,2019-09-02 18:23:34+00:00
4330,154534971,2019-09-02 19:23:34+00:00
4331,154534971,2019-09-02 20:24:26+00:00
4332,154534971,2019-09-02 21:23:34+00:00
4334,154534971,2019-09-02 23:23:34+00:00
4335,154534971,2019-09-03 02:23:33+00:00
4336,154534971,2019-09-03 04:23:31+00:00
4337,154534971,2019-09-03 05:23:31+00:00
4338,154534971,2019-09-03 06:23:33+00:00
4339,154534971,2019-09-03 09:23:33+00:00
4340,154534971,2019-09-03 10:23:33+00:00
4343,154534971,2019-09-03 12:23:33+00:00
4344,154534971,2019-09-03 14:23:33+00:00
4345,154534971,2019-09-03 17:23:30+00:00
4346,154534971,2019-09-03 18:23:33+00:00
4347,154534971,2019-09-03 19:23:33+00:00
4348,154534971,2019-09-03 20:23:32+00:00
4349,154534971,2019-09-03 21:23:32+00:00
4350,154534971,2019-09-03 22:23:32+00:00
4352,154534971,2019-09-04 00:23:32+00:00
4353,154534971,2019-09-04 01:23:32+00:00
4354,154534971,2019-09-04 02:23:32+00:00
4355,154534971,2019-09-04 04:23:32+00:00
4356,154534971,2019-09-04 05:23:32+00:00
4357,154534971,2019-09-04 09:23:32+00:00
4358,154534971,2019-09-04 11:23:32+00:00
4359,154534971,2019-09-04 12:23:32+00:00
4360,154534971,2019-09-04 13:23:28+00:00
4361,154534971,2019-09-04 15:23:31+00:00
4362,154534971,2019-09-04 16:23:32+00:00
4363,154534971,2019-09-04 17:23:31+00:00
4364,154534971,2019-09-04 18:23:32+00:00
4365,154534971,2019-09-04 19:23:32+00:00
4366,154534971,2019-09-04 20:23:31+00:00
4368,154534971,2019-09-04 21:23:28+00:00
4369,154534971,2019-09-04 22:23:31+00:00
4371,154534971,2019-09-04 23:23:32+00:00
4372,154534971,2019-09-05 00:23:31+00:00
4373,154534971,2019-09-05 01:23:31+00:00
4374,154534971,2019-09-05 02:23:28+00:00
4375,154534971,2019-09-05 03:23:31+00:00
4376,154534971,2019-09-05 04:23:31+00:00
4377,154534971,2019-09-05 05:23:31+00:00
4378,154534971,2019-09-05 06:23:29+00:00
4379,154534971,2019-09-05 07:23:31+00:00
4380,154534971,2019-09-05 08:23:31+00:00
4382,154534971,2019-09-05 09:23:31+00:00
4383,154534971,2019-09-05 10:23:27+00:00
4385,154534971,2019-09-05 11:23:27+00:00
5084,154534971,2019-09-22 22:36:54+00:00
5085,154534971,2019-09-22 23:36:52+00:00
5086,154534971,2019-09-23 03:58:03+00:00
5088,154534971,2019-09-23 04:27:51+00:00
5090,154534971,2019-09-23 06:27:52+00:00
5091,154534971,2019-09-23 07:27:52+00:00
5092,154534971,2019-09-23 11:58:06+00:00
5094,154534971,2019-09-24 10:43:04+00:00
5095,154534971,2019-09-24 11:43:02+00:00
5096,154534971,2019-09-24 14:43:04+00:00
5097,154534971,2019-09-24 15:43:04+00:00
5098,154534971,2019-09-24 16:43:05+00:00
5099,154534971,2019-09-24 18:43:04+00:00
5101,154534971,2019-09-24 20:43:01+00:00
5102,154534971,2019-09-24 21:43:04+00:00
5103,154534971,2019-09-24 22:43:05+00:00
5104,154534971,2019-09-25 00:43:06+00:00
5105,154534971,2019-09-25 02:43:02+00:00
5106,154534971,2019-09-25 03:43:01+00:00
5107,154534971,2019-09-25 06:43:03+00:00
5108,154534971,2019-09-25 07:43:03+00:00
5111,154534971,2019-09-25 10:43:03+00:00
5112,154534971,2019-09-25 11:43:03+00:00
5114,154534971,2019-09-26 04:52:44+00:00
5115,154534971,2019-09-26 05:52:53+00:00
5116,154534971,2019-09-26 06:52:54+00:00
5117,154534971,2019-09-26 07:52:44+00:00
5118,154534971,2019-09-26 09:53:02+00:00
5119,154534971,2019-09-26 11:53:02+00:00
5120,154534971,2019-09-26 12:53:02+00:00
5123,154534971,2019-09-26 13:53:02+00:00
5124,154534971,2019-09-26 15:52:59+00:00
5125,154534971,2019-09-26 16:53:03+00:00
5126,154534971,2019-09-26 17:53:02+00:00
5127,154534971,2019-09-26 22:52:57+00:00
5128,154534971,2019-09-26 23:52:59+00:00
5129,154534971,2019-09-27 07:52:43+00:00
5130,154534971,2019-09-27 08:52:58+00:00
5131,154534971,2019-09-27 10:52:58+00:00
5132,154534971,2019-09-27 11:52:58+00:00
5133,154534971,2019-09-27 12:52:58+00:00
5135,154534971,2019-09-27 13:52:58+00:00
5136,154534971,2019-09-27 14:52:58+00:00
5137,154534971,2019-09-27 15:52:58+00:00
5138,154534971,2019-09-27 16:52:58+00:00
5139,154534971,2019-09-27 17:53:03+00:00
5140,154534971,2019-09-27 18:53:01+00:00
5141,154534971,2019-09-27 20:52:59+00:00
5142,154534971,2019-09-27 21:53:01+00:00
5143,154534971,2019-09-27 23:53:03+00:00
5144,154534971,2019-09-28 00:53:01+00:00
5145,154534971,2019-09-28 02:53:00+00:00
5147,154534971,2019-09-28 03:52:46+00:00
5149,154534971,2019-09-28 05:53:01+00:00
5150,154534971,2019-09-28 08:52:57+00:00
5151,154534971,2019-09-28 09:52:58+00:00
5152,154534971,2019-09-28 10:53:00+00:00
5153,154534971,2019-09-28 11:53:00+00:00
5154,154534971,2019-09-28 12:52:57+00:00
5156,154534971,2019-09-28 14:53:12+00:00
5157,154534971,2019-09-28 16:52:57+00:00
5158,154534971,2019-09-28 18:53:00+00:00
5159,154534971,2019-09-28 19:52:56+00:00
5160,154534971,2019-09-28 20:52:57+00:00
5161,154534971,2019-09-28 21:52:56+00:00
5162,154534971,2019-09-28 22:52:57+00:00
5163,154534971,2019-09-28 23:52:56+00:00
5164,154534971,2019-09-29 00:52:56+00:00
5166,154534971,2019-09-29 02:52:55+00:00
5167,154534971,2019-09-29 05:52:56+00:00
5168,154534971,2019-09-29 06:52:54+00:00
5169,154534971,2019-09-29 07:52:54+00:00
5170,154534971,2019-09-29 08:52:56+00:00
5172,154534971,2019-09-30 09:32:55+00:00
5173,154534971,2019-09-30 10:32:55+00:00
5174,154534971,2019-09-30 11:32:58+00:00
5175,154534971,2019-09-30 12:32:55+00:00
5176,154534971,2019-09-30 13:32:55+00:00
5177,154534971,2019-09-30 14:32:54+00:00
5178,154534971,2019-09-30 15:32:55+00:00
5179,154534971,2019-09-30 16:32:54+00:00
5180,154534971,2019-09-30 17:53:52+00:00
5181,154534971,2019-09-30 18:53:53+00:00
5182,154534971,2019-09-30 19:53:53+00:00
5183,154534971,2019-09-30 20:53:53+00:00
5184,154534971,2019-09-30 21:53:53+00:00
5185,154534971,2019-09-30 22:53:53+00:00
5186,154534971,2019-09-30 23:53:53+00:00
6328,374304606,2019-09-11 00:49:35+00:00
6329,374304606,2019-09-11 04:19:36+00:00
6330,374304606,2019-09-11 07:49:33+00:00
6332,374304606,2019-09-11 08:19:35+00:00
6356,374304606,2019-09-12 03:39:36+00:00
6357,374304606,2019-09-12 04:49:39+00:00
6358,374304606,2019-09-12 05:59:38+00:00
6359,374304606,2019-09-12 07:09:35+00:00
6361,374304606,2019-09-12 15:39:37+00:00
6363,374304606,2019-09-13 00:39:34+00:00
6364,374304606,2019-09-13 03:09:37+00:00
6365,374304606,2019-09-13 04:24:34+00:00
6366,374304606,2019-09-13 06:54:34+00:00
6368,374304606,2019-09-13 09:09:36+00:00
17121,678194983,2019-09-11 10:26:46+00:00
17122,678194983,2019-09-11 11:41:46+00:00
17123,678194983,2019-09-11 12:56:42+00:00
17124,678194983,2019-09-11 14:11:47+00:00
17125,678194983,2019-09-11 15:26:46+00:00
17126,678194983,2019-09-11 16:41:46+00:00
17127,678194983,2019-09-11 17:56:46+00:00
17859,678194983,2019-09-24 01:41:45+00:00
17860,678194983,2019-09-24 02:56:45+00:00
17861,678194983,2019-09-24 04:11:45+00:00
17862,678194983,2019-09-24 05:26:41+00:00
17863,678194983,2019-09-24 07:56:45+00:00
17864,678194983,2019-09-24 10:26:45+00:00
17865,678194983,2019-09-24 11:41:45+00:00
17866,678194983,2019-09-24 12:41:45+00:00
21265,974587752,2019-09-03 21:04:26+00:00
21266,974587752,2019-09-04 00:49:19+00:00
22271,974587752,2019-09-22 22:20:44+00:00
22273,974587752,2019-09-23 00:50:45+00:00
22274,974587752,2019-09-23 02:05:40+00:00
22275,974587752,2019-09-23 03:20:44+00:00
22276,974587752,2019-09-23 05:50:40+00:00
22277,974587752,2019-09-23 08:20:46+00:00
22279,974587752,2019-09-23 11:50:39+00:00
22280,974587752,2019-09-23 16:50:39+00:00
22281,974587752,2019-09-23 18:05:38+00:00
22282,974587752,2019-09-23 19:20:38+00:00
22283,974587752,2019-09-23 20:35:39+00:00
22285,974587752,2019-09-23 21:35:41+00:00
22436,974587752,2019-09-25 11:26:07+00:00
22438,974587752,2019-09-25 12:35:39+00:00
22439,974587752,2019-09-25 13:45:40+00:00
22440,974587752,2019-09-25 14:55:39+00:00
22442,974587752,2019-09-25 19:35:43+00:00
22443,974587752,2019-09-25 20:50:38+00:00
22445,974587752,2019-09-25 23:35:42+00:00
22446,974587752,2019-09-26 00:45:53+00:00
22447,974587752,2019-09-26 03:05:38+00:00
22448,974587752,2019-09-26 05:25:43+00:00
22449,974587752,2019-09-26 06:35:43+00:00
22450,974587752,2019-09-26 07:45:44+00:00
22451,974587752,2019-09-26 08:55:38+00:00
22452,974587752,2019-09-26 10:05:38+00:00
22713,974587752,2019-09-29 11:37:53+00:00
22714,974587752,2019-09-29 12:52:54+00:00
22715,974587752,2019-09-29 14:07:52+00:00
22716,974587752,2019-09-29 14:07:53+00:00
22717,974587752,2019-09-29 15:22:47+00:00
22718,974587752,2019-09-29 16:37:47+00:00
22719,974587752,2019-09-29 17:52:52+00:00
22720,974587752,2019-09-29 19:07:50+00:00
22721,974587752,2019-09-29 20:22:52+00:00
22723,974587752,2019-09-29 22:37:52+00:00
22724,974587752,2019-09-29 23:52:48+00:00
22725,974587752,2019-09-30 01:07:48+00:00
22726,974587752,2019-09-30 03:37:52+00:00
22727,974587752,2019-09-30 04:47:52+00:00
22728,974587752,2019-09-30 08:17:48+00:00
22729,974587752,2019-09-30 09:27:47+00:00
23720,1045649384,2019-09-15 19:31:52+00:00
23721,1045649384,2019-09-15 21:46:48+00:00
23731,1045649384,2019-09-16 20:41:41+00:00
23732,1045649384,2019-09-16 21:51:59+00:00
23733,1045649384,2019-09-16 23:01:36+00:00
23734,1045649384,2019-09-17 00:12:17+00:00
25753,1094924990,2019-09-13 04:27:23+00:00
25754,1094924990,2019-09-13 05:42:24+00:00
25755,1094924990,2019-09-13 08:12:24+00:00
25756,1094924990,2019-09-13 10:42:23+00:00
25757,1094924990,2019-09-13 14:27:24+00:00
25759,1094924990,2019-09-13 17:13:27+00:00
25760,1094924990,2019-09-13 20:57:29+00:00
25761,1094924990,2019-09-13 23:27:29+00:00
25762,1094924990,2019-09-14 00:42:23+00:00
25763,1094924990,2019-09-14 03:12:29+00:00
25765,1094924990,2019-09-14 10:27:23+00:00
25767,1094924990,2019-09-14 18:57:22+00:00
25768,1094924990,2019-09-14 20:12:22+00:00
25769,1094924990,2019-09-14 22:42:28+00:00
25770,1094924990,2019-09-15 03:42:22+00:00
25772,1094924990,2019-09-15 07:12:22+00:00
25773,1094924990,2019-09-15 09:42:22+00:00
25774,1094924990,2019-09-15 12:12:22+00:00
25775,1094924990,2019-09-15 15:57:23+00:00
25777,1094924990,2019-09-16 00:27:21+00:00
25779,1094924990,2019-09-16 08:57:21+00:00
25780,1094924990,2019-09-16 11:27:27+00:00
25782,1094924990,2019-09-16 16:27:21+00:00
25783,1094924990,2019-09-16 17:27:26+00:00
27804,1162749983,2019-09-16 09:18:20+00:00
27805,1162749983,2019-09-16 10:28:19+00:00
27806,1162749983,2019-09-16 18:38:18+00:00
27807,1162749983,2019-09-16 19:48:17+00:00
39371,1875225345,2019-09-13 11:01:38+00:00
39373,1875225345,2019-09-13 13:16:36+00:00
39374,1875225345,2019-09-13 14:31:36+00:00
39375,1875225345,2019-09-13 17:01:38+00:00
39376,1875225345,2019-09-13 19:31:36+00:00
39378,1875225345,2019-09-14 10:16:36+00:00
39379,1875225345,2019-09-14 11:31:38+00:00
39380,1875225345,2019-09-14 12:31:36+00:00
40780,2152053642,2019-09-30 07:22:34+00:00
40781,2152053642,2019-09-30 09:52:34+00:00
40782,2152053642,2019-09-30 11:07:34+00:00
40783,2152053642,2019-09-30 13:37:39+00:00
40784,2152053642,2019-09-30 14:52:33+00:00
40785,2152053642,2019-09-30 16:07:33+00:00
40787,2152053642,2019-09-30 17:07:32+00:00
41579,2299238163,2019-09-14 02:12:17+00:00
41580,2299238163,2019-09-14 03:27:17+00:00
