,when_captured,device_urn,device_sn,device,loc_lat,loc_lon,env_temp,env_humid,pms_pm01_0,pms_pm02_5,pms_pm10_0,lnd_7318c,lnd_7318u,bat_voltage,year,KEY_Dev_WhenCapt
2298,2020-07-01 03:26:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,25.0,,,2020,"(678194983, Timestamp('2020-07-01 03:26:48+0000', tz='UTC'))"
2297,2020-07-01 03:28:12+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,24,,2020,"(3714913954, Timestamp('2020-07-01 03:28:12+0000', tz='UTC'))"
2296,2020-07-01 03:28:37+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,3.0,4.0,4.0,,,,2020,"(3714913954, Timestamp('2020-07-01 03:28:37+0000', tz='UTC'))"
2295,2020-07-01 03:28:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-01 03:28:49+0000', tz='UTC'))"
2294,2020-07-01 03:29:13+00:00,safecast:4267748403,Solarcast #30019,4267748403,34.122,-118.26100000000001,,,,,,,,3.963,2020,"(4267748403, Timestamp('2020-07-01 03:29:13+0000', tz='UTC'))"
2293,2020-07-01 03:41:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,4.0,6.0,6.0,,,,2020,"(678194983, Timestamp('2020-07-01 03:41:48+0000', tz='UTC'))"
2292,2020-07-01 03:42:12+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-01 03:42:12+0000', tz='UTC'))"
2291,2020-07-01 03:42:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,28.0,,3.8539999999999996,2020,"(678194983, Timestamp('2020-07-01 03:42:27+0000', tz='UTC'))"
2290,2020-07-01 03:43:12+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,26,,2020,"(3714913954, Timestamp('2020-07-01 03:43:12+0000', tz='UTC'))"
2289,2020-07-01 03:47:07+00:00,safecast:479911182,Solarcast #30007,479911182,34.483000000000004,136.16299999999998,,,,,,,,3.969,2020,"(479911182, Timestamp('2020-07-01 03:47:07+0000', tz='UTC'))"
2288,2020-07-01 03:56:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,28.0,,,2020,"(678194983, Timestamp('2020-07-01 03:56:48+0000', tz='UTC'))"
2287,2020-07-01 03:58:12+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,21,,2020,"(3714913954, Timestamp('2020-07-01 03:58:12+0000', tz='UTC'))"
2286,2020-07-01 03:58:37+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,3.0,5.0,6.0,,,,2020,"(3714913954, Timestamp('2020-07-01 03:58:37+0000', tz='UTC'))"
2285,2020-07-01 03:58:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-01 03:58:49+0000', tz='UTC'))"
2284,2020-07-01 04:11:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,5.0,6.0,6.0,,,,2020,"(678194983, Timestamp('2020-07-01 04:11:48+0000', tz='UTC'))"
2283,2020-07-01 04:12:12+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-01 04:12:12+0000', tz='UTC'))"
2282,2020-07-01 04:12:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,29.0,,3.852,2020,"(678194983, Timestamp('2020-07-01 04:12:27+0000', tz='UTC'))"
2281,2020-07-01 04:13:12+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,27,,2020,"(3714913954, Timestamp('2020-07-01 04:13:12+0000', tz='UTC'))"
2280,2020-07-01 04:26:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,25.0,,,2020,"(678194983, Timestamp('2020-07-01 04:26:48+0000', tz='UTC'))"
2279,2020-07-01 04:28:12+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,25,,2020,"(3714913954, Timestamp('2020-07-01 04:28:12+0000', tz='UTC'))"
2277,2020-07-01 04:28:18+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,25,,2020,"(3714913954, Timestamp('2020-07-01 04:28:18+0000', tz='UTC'))"
2276,2020-07-01 04:28:41+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,3.0,5.0,6.0,,,,2020,"(3714913954, Timestamp('2020-07-01 04:28:41+0000', tz='UTC'))"
2275,2020-07-01 04:28:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-01 04:28:48+0000', tz='UTC'))"
2274,2020-07-01 04:32:15+00:00,safecast:129232559,Solarcast #30012,129232559,37.443000000000005,-122.12799999999999,,,,,,21.0,20,3.594,2020,"(129232559, Timestamp('2020-07-01 04:32:15+0000', tz='UTC'))"
2273,2020-07-01 04:41:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,5.0,7.0,7.0,,,,2020,"(678194983, Timestamp('2020-07-01 04:41:48+0000', tz='UTC'))"
2272,2020-07-01 04:42:12+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-01 04:42:12+0000', tz='UTC'))"
2271,2020-07-01 04:42:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,31.0,,3.8510000000000004,2020,"(678194983, Timestamp('2020-07-01 04:42:27+0000', tz='UTC'))"
2270,2020-07-01 04:43:12+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,19.0,25,,2020,"(3714913954, Timestamp('2020-07-01 04:43:12+0000', tz='UTC'))"
2269,2020-07-01 04:56:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,27.0,,,2020,"(678194983, Timestamp('2020-07-01 04:56:48+0000', tz='UTC'))"
2268,2020-07-01 04:58:12+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,28,,2020,"(3714913954, Timestamp('2020-07-01 04:58:12+0000', tz='UTC'))"
2266,2020-07-01 04:58:13+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,28,,2020,"(3714913954, Timestamp('2020-07-01 04:58:13+0000', tz='UTC'))"
2265,2020-07-01 04:58:37+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,7.0,9.0,,,,2020,"(3714913954, Timestamp('2020-07-01 04:58:37+0000', tz='UTC'))"
2264,2020-07-01 04:58:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-01 04:58:49+0000', tz='UTC'))"
2263,2020-07-01 05:11:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,5.0,7.0,7.0,,,,2020,"(678194983, Timestamp('2020-07-01 05:11:48+0000', tz='UTC'))"
2262,2020-07-01 05:12:12+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-01 05:12:12+0000', tz='UTC'))"
2261,2020-07-01 05:12:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,24.0,,3.8489999999999998,2020,"(678194983, Timestamp('2020-07-01 05:12:27+0000', tz='UTC'))"
2260,2020-07-01 05:13:12+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,25,,2020,"(3714913954, Timestamp('2020-07-01 05:13:12+0000', tz='UTC'))"
2259,2020-07-01 05:17:36+00:00,safecast:230442684,Solarcast #30016,230442684,34.122,-118.26100000000001,,,,,,,32,3.562,2020,"(230442684, Timestamp('2020-07-01 05:17:36+0000', tz='UTC'))"
2258,2020-07-01 05:26:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,22.0,,,2020,"(678194983, Timestamp('2020-07-01 05:26:48+0000', tz='UTC'))"
2257,2020-07-01 05:28:21+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,29.0,24,,2020,"(3714913954, Timestamp('2020-07-01 05:28:21+0000', tz='UTC'))"
2256,2020-07-01 05:28:37+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,6.0,6.0,,,,2020,"(3714913954, Timestamp('2020-07-01 05:28:37+0000', tz='UTC'))"
2255,2020-07-01 05:28:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-01 05:28:49+0000', tz='UTC'))"
2254,2020-07-01 05:30:16+00:00,safecast:2750599726,Solarcast #33003,2750599726,46.308,-119.34700000000001,,,,,,,27,,2020,"(2750599726, Timestamp('2020-07-01 05:30:16+0000', tz='UTC'))"
2253,2020-07-01 05:38:24+00:00,safecast:1238569003,Solarcast #30002,1238569003,37.523,139.939,36.2,18.352999999999998,0.0,0.0,0.0,41.0,47,3.951,2020,"(1238569003, Timestamp('2020-07-01 05:38:24+0000', tz='UTC'))"
2252,2020-07-01 05:41:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,5.0,7.0,7.0,,,,2020,"(678194983, Timestamp('2020-07-01 05:41:48+0000', tz='UTC'))"
2251,2020-07-01 05:42:12+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-01 05:42:12+0000', tz='UTC'))"
2250,2020-07-01 05:42:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,26.0,,3.8480000000000003,2020,"(678194983, Timestamp('2020-07-01 05:42:27+0000', tz='UTC'))"
2249,2020-07-01 05:43:12+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,24,,2020,"(3714913954, Timestamp('2020-07-01 05:43:12+0000', tz='UTC'))"
2248,2020-07-01 05:47:46+00:00,safecast:4177786812,Solarcast #30020,4177786812,34.075,-118.198,,,,,,23.0,30,3.7880000000000003,2020,"(4177786812, Timestamp('2020-07-01 05:47:46+0000', tz='UTC'))"
2247,2020-07-01 05:56:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,27.0,,,2020,"(678194983, Timestamp('2020-07-01 05:56:48+0000', tz='UTC'))"
2246,2020-07-01 05:58:14+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,24,,2020,"(3714913954, Timestamp('2020-07-01 05:58:14+0000', tz='UTC'))"
2245,2020-07-01 05:58:37+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,2.0,4.0,4.0,,,,2020,"(3714913954, Timestamp('2020-07-01 05:58:37+0000', tz='UTC'))"
2244,2020-07-01 05:58:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-01 05:58:49+0000', tz='UTC'))"
2243,2020-07-01 06:11:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,6.0,7.0,8.0,,,,2020,"(678194983, Timestamp('2020-07-01 06:11:48+0000', tz='UTC'))"
2242,2020-07-01 06:12:12+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-01 06:12:12+0000', tz='UTC'))"
2241,2020-07-01 06:12:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,25.0,,3.847,2020,"(678194983, Timestamp('2020-07-01 06:12:27+0000', tz='UTC'))"
2240,2020-07-01 06:13:14+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,29,,2020,"(3714913954, Timestamp('2020-07-01 06:13:14+0000', tz='UTC'))"
2239,2020-07-01 06:26:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,23.0,,,2020,"(678194983, Timestamp('2020-07-01 06:26:48+0000', tz='UTC'))"
2237,2020-07-01 06:28:12+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,25,,2020,"(3714913954, Timestamp('2020-07-01 06:28:12+0000', tz='UTC'))"
2236,2020-07-01 06:28:37+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,3.0,3.0,5.0,,,,2020,"(3714913954, Timestamp('2020-07-01 06:28:37+0000', tz='UTC'))"
2235,2020-07-01 06:28:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-01 06:28:49+0000', tz='UTC'))"
2234,2020-07-01 06:41:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,7.0,8.0,9.0,,,,2020,"(678194983, Timestamp('2020-07-01 06:41:48+0000', tz='UTC'))"
2233,2020-07-01 06:42:12+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-01 06:42:12+0000', tz='UTC'))"
2232,2020-07-01 06:42:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,24.0,,3.846,2020,"(678194983, Timestamp('2020-07-01 06:42:27+0000', tz='UTC'))"
2231,2020-07-01 06:43:12+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,20.0,23,,2020,"(3714913954, Timestamp('2020-07-01 06:43:12+0000', tz='UTC'))"
2230,2020-07-01 06:56:32+00:00,safecast:872300871,Solarcast #30013,872300871,34.165,-118.135,,,,,,37.0,39,3.596,2020,"(872300871, Timestamp('2020-07-01 06:56:32+0000', tz='UTC'))"
2229,2020-07-01 06:56:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,28.0,,,2020,"(678194983, Timestamp('2020-07-01 06:56:48+0000', tz='UTC'))"
