,when_captured,device_urn,device_sn,device,loc_lat,loc_lon,env_temp,env_humid,pms_pm01_0,pms_pm02_5,pms_pm10_0,lnd_7318c,lnd_7318u,bat_voltage,year,KEY_Dev_WhenCapt
1747,2020-07-02 05:13:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,25,,2020,"(3714913954, Timestamp('2020-07-02 05:13:11+0000', tz='UTC'))"
1746,2020-07-02 05:17:36+00:00,safecast:230442684,Solarcast #30016,230442684,34.122,-118.26100000000001,,,,,,,35,3.562,2020,"(230442684, Timestamp('2020-07-02 05:17:36+0000', tz='UTC'))"
1745,2020-07-02 05:26:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,27.0,0,,2020,"(678194983, Timestamp('2020-07-02 05:26:48+0000', tz='UTC'))"
1744,2020-07-02 05:28:15+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,25,,2020,"(3714913954, Timestamp('2020-07-02 05:28:15+0000', tz='UTC'))"
1743,2020-07-02 05:28:36+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,6.0,7.0,,,,2020,"(3714913954, Timestamp('2020-07-02 05:28:36+0000', tz='UTC'))"
1742,2020-07-02 05:28:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-02 05:28:48+0000', tz='UTC'))"
1741,2020-07-02 05:41:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,3.0,5.0,5.0,,,,2020,"(678194983, Timestamp('2020-07-02 05:41:48+0000', tz='UTC'))"
1740,2020-07-02 05:42:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 05:42:27+0000', tz='UTC'))"
1739,2020-07-02 05:42:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,29.0,0,3.866,2020,"(678194983, Timestamp('2020-07-02 05:42:42+0000', tz='UTC'))"
1738,2020-07-02 05:43:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,24,,2020,"(3714913954, Timestamp('2020-07-02 05:43:11+0000', tz='UTC'))"
1737,2020-07-02 05:50:11+00:00,safecast:2750599726,Solarcast #33003,2750599726,46.308,-119.34700000000001,,,,,,,33,,2020,"(2750599726, Timestamp('2020-07-02 05:50:11+0000', tz='UTC'))"
1736,2020-07-02 05:56:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,23.0,0,,2020,"(678194983, Timestamp('2020-07-02 05:56:48+0000', tz='UTC'))"
1734,2020-07-02 05:58:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,28,,2020,"(3714913954, Timestamp('2020-07-02 05:58:11+0000', tz='UTC'))"
1733,2020-07-02 05:58:23+00:00,safecast:1238569003,Solarcast #30002,1238569003,37.523,139.939,27.153000000000002,36.621,0.0,0.0,0.0,39.0,46,,2020,"(1238569003, Timestamp('2020-07-02 05:58:23+0000', tz='UTC'))"
1732,2020-07-02 05:58:36+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,3.0,4.0,5.0,,,,2020,"(3714913954, Timestamp('2020-07-02 05:58:36+0000', tz='UTC'))"
1731,2020-07-02 05:58:37+00:00,safecast:1238569003,Solarcast #30002,1238569003,37.523,139.939,,,,,,,,,2020,"(1238569003, Timestamp('2020-07-02 05:58:37+0000', tz='UTC'))"
1730,2020-07-02 05:58:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-02 05:58:48+0000', tz='UTC'))"
1729,2020-07-02 06:11:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,2.0,4.0,4.0,,,,2020,"(678194983, Timestamp('2020-07-02 06:11:48+0000', tz='UTC'))"
1728,2020-07-02 06:12:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 06:12:42+0000', tz='UTC'))"
1727,2020-07-02 06:12:57+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,27.0,0,3.864,2020,"(678194983, Timestamp('2020-07-02 06:12:57+0000', tz='UTC'))"
1726,2020-07-02 06:13:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,20,,2020,"(3714913954, Timestamp('2020-07-02 06:13:11+0000', tz='UTC'))"
1725,2020-07-02 06:17:46+00:00,safecast:4177786812,Solarcast #30020,4177786812,34.075,-118.198,,,,,,22.0,31,3.74,2020,"(4177786812, Timestamp('2020-07-02 06:17:46+0000', tz='UTC'))"
1724,2020-07-02 06:26:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,30.0,0,,2020,"(678194983, Timestamp('2020-07-02 06:26:42+0000', tz='UTC'))"
1723,2020-07-02 06:28:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,30,,2020,"(3714913954, Timestamp('2020-07-02 06:28:11+0000', tz='UTC'))"
1722,2020-07-02 06:28:37+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,5.0,6.0,6.0,,,,2020,"(3714913954, Timestamp('2020-07-02 06:28:37+0000', tz='UTC'))"
1721,2020-07-02 06:28:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-02 06:28:48+0000', tz='UTC'))"
1720,2020-07-02 06:41:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,3.0,4.0,5.0,,,,2020,"(678194983, Timestamp('2020-07-02 06:41:48+0000', tz='UTC'))"
1719,2020-07-02 06:42:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 06:42:42+0000', tz='UTC'))"
1718,2020-07-02 06:42:57+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,22.0,0,3.864,2020,"(678194983, Timestamp('2020-07-02 06:42:57+0000', tz='UTC'))"
1717,2020-07-02 06:43:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,26,,2020,"(3714913954, Timestamp('2020-07-02 06:43:11+0000', tz='UTC'))"
1716,2020-07-02 06:46:34+00:00,safecast:1875225345,Solarcast #30006,1875225345,37.358000000000004,140.368,34.453,12.899000000000001,0.0,1.0,1.0,33.0,40,3.602,2020,"(1875225345, Timestamp('2020-07-02 06:46:34+0000', tz='UTC'))"
1715,2020-07-02 06:56:31+00:00,safecast:872300871,Solarcast #30013,872300871,34.165,-118.135,,,,,,36.0,41,3.5980000000000003,2020,"(872300871, Timestamp('2020-07-02 06:56:31+0000', tz='UTC'))"
1714,2020-07-02 06:56:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,26.0,0,,2020,"(678194983, Timestamp('2020-07-02 06:56:48+0000', tz='UTC'))"
1713,2020-07-02 06:57:10+00:00,safecast:4249659165,Solarcast #30018,4249659165,34.132,-118.84200000000001,14.460999999999999,77.835,9.0,14.0,16.0,17.0,35,3.594,2020,"(4249659165, Timestamp('2020-07-02 06:57:10+0000', tz='UTC'))"
1712,2020-07-02 06:58:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,27,,2020,"(3714913954, Timestamp('2020-07-02 06:58:11+0000', tz='UTC'))"
1711,2020-07-02 06:58:36+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,5.0,6.0,,,,2020,"(3714913954, Timestamp('2020-07-02 06:58:36+0000', tz='UTC'))"
1710,2020-07-02 06:58:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-02 06:58:48+0000', tz='UTC'))"
1709,2020-07-02 07:11:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,2.0,4.0,4.0,,,,2020,"(678194983, Timestamp('2020-07-02 07:11:48+0000', tz='UTC'))"
1708,2020-07-02 07:12:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 07:12:42+0000', tz='UTC'))"
1707,2020-07-02 07:12:57+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,26.0,0,3.861,2020,"(678194983, Timestamp('2020-07-02 07:12:57+0000', tz='UTC'))"
1706,2020-07-02 07:13:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,23,,2020,"(3714913954, Timestamp('2020-07-02 07:13:11+0000', tz='UTC'))"
1705,2020-07-02 07:26:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,27.0,0,,2020,"(678194983, Timestamp('2020-07-02 07:26:48+0000', tz='UTC'))"
1703,2020-07-02 07:28:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,23,,2020,"(3714913954, Timestamp('2020-07-02 07:28:11+0000', tz='UTC'))"
1702,2020-07-02 07:28:44+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,5.0,5.0,,,,2020,"(3714913954, Timestamp('2020-07-02 07:28:44+0000', tz='UTC'))"
1701,2020-07-02 07:28:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-02 07:28:49+0000', tz='UTC'))"
1700,2020-07-02 07:41:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,2.0,3.0,4.0,,,,2020,"(678194983, Timestamp('2020-07-02 07:41:48+0000', tz='UTC'))"
1699,2020-07-02 07:42:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 07:42:42+0000', tz='UTC'))"
1698,2020-07-02 07:42:57+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,29.0,0,3.861,2020,"(678194983, Timestamp('2020-07-02 07:42:57+0000', tz='UTC'))"
1697,2020-07-02 07:43:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,20.0,25,,2020,"(3714913954, Timestamp('2020-07-02 07:43:11+0000', tz='UTC'))"
1696,2020-07-02 07:55:32+00:00,safecast:1162749983,Solarcast #33008,1162749983,34.482,136.162,,,,,,,37,,2020,"(1162749983, Timestamp('2020-07-02 07:55:32+0000', tz='UTC'))"
1695,2020-07-02 07:56:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,28.0,0,,2020,"(678194983, Timestamp('2020-07-02 07:56:48+0000', tz='UTC'))"
1694,2020-07-02 07:58:21+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,27,,2020,"(3714913954, Timestamp('2020-07-02 07:58:21+0000', tz='UTC'))"
1693,2020-07-02 07:58:33+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,6.0,8.0,8.0,,,,2020,"(3714913954, Timestamp('2020-07-02 07:58:33+0000', tz='UTC'))"
1692,2020-07-02 07:58:56+00:00,safecast:1094924990,Solarcast #30024,1094924990,33.449,-117.649,,,6.0,8.0,10.0,26.0,31,,2020,"(1094924990, Timestamp('2020-07-02 07:58:56+0000', tz='UTC'))"
1691,2020-07-02 07:59:01+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-02 07:59:01+0000', tz='UTC'))"
1690,2020-07-02 08:11:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,2.0,3.0,3.0,,,,2020,"(678194983, Timestamp('2020-07-02 08:11:48+0000', tz='UTC'))"
1689,2020-07-02 08:12:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 08:12:42+0000', tz='UTC'))"
1688,2020-07-02 08:12:57+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,23.0,0,3.864,2020,"(678194983, Timestamp('2020-07-02 08:12:57+0000', tz='UTC'))"
1687,2020-07-02 08:13:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,27.0,21,,2020,"(3714913954, Timestamp('2020-07-02 08:13:11+0000', tz='UTC'))"
1686,2020-07-02 08:26:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,24.0,0,,2020,"(678194983, Timestamp('2020-07-02 08:26:48+0000', tz='UTC'))"
1685,2020-07-02 08:28:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,21,,2020,"(3714913954, Timestamp('2020-07-02 08:28:11+0000', tz='UTC'))"
1684,2020-07-02 08:28:15+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,21,,2020,"(3714913954, Timestamp('2020-07-02 08:28:15+0000', tz='UTC'))"
1683,2020-07-02 08:28:36+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,5.0,5.0,,,,2020,"(3714913954, Timestamp('2020-07-02 08:28:36+0000', tz='UTC'))"
1682,2020-07-02 08:28:54+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-02 08:28:54+0000', tz='UTC'))"
1681,2020-07-02 08:37:03+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,1.0,2.0,2.0,,,,2020,"(678194983, Timestamp('2020-07-02 08:37:03+0000', tz='UTC'))"
1680,2020-07-02 08:37:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 08:37:27+0000', tz='UTC'))"
1679,2020-07-02 08:37:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,28.0,0,3.96,2020,"(678194983, Timestamp('2020-07-02 08:37:42+0000', tz='UTC'))"
1678,2020-07-02 08:43:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,23,,2020,"(3714913954, Timestamp('2020-07-02 08:43:11+0000', tz='UTC'))"
1677,2020-07-02 08:46:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,2.0,2.0,2.0,,,,2020,"(678194983, Timestamp('2020-07-02 08:46:48+0000', tz='UTC'))"
1676,2020-07-02 08:47:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 08:47:42+0000', tz='UTC'))"
1675,2020-07-02 08:47:57+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,28.0,0,,2020,"(678194983, Timestamp('2020-07-02 08:47:57+0000', tz='UTC'))"
1674,2020-07-02 08:56:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,2.0,2.0,2.0,,,,2020,"(678194983, Timestamp('2020-07-02 08:56:48+0000', tz='UTC'))"
1673,2020-07-02 08:57:12+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 08:57:12+0000', tz='UTC'))"
1672,2020-07-02 08:57:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,29.0,0,,2020,"(678194983, Timestamp('2020-07-02 08:57:27+0000', tz='UTC'))"
1670,2020-07-02 08:58:20+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,21.0,23,,2020,"(3714913954, Timestamp('2020-07-02 08:58:20+0000', tz='UTC'))"
1669,2020-07-02 08:58:36+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,20.0,24.0,26.0,,,,2020,"(3714913954, Timestamp('2020-07-02 08:58:36+0000', tz='UTC'))"
1668,2020-07-02 08:58:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-02 08:58:48+0000', tz='UTC'))"
1667,2020-07-02 09:04:23+00:00,safecast:114699387,Solarcast #30023,114699387,34.134,-118.382,16.47,91.338,9.0,17.0,21.0,32.0,32,3.595,2020,"(114699387, Timestamp('2020-07-02 09:04:23+0000', tz='UTC'))"
1666,2020-07-02 09:07:03+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,4.0,5.0,5.0,,,,2020,"(678194983, Timestamp('2020-07-02 09:07:03+0000', tz='UTC'))"
1665,2020-07-02 09:07:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 09:07:27+0000', tz='UTC'))"
1664,2020-07-02 09:07:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,27.0,0,3.971,2020,"(678194983, Timestamp('2020-07-02 09:07:42+0000', tz='UTC'))"
1663,2020-07-02 09:13:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,29,,2020,"(3714913954, Timestamp('2020-07-02 09:13:11+0000', tz='UTC'))"
1662,2020-07-02 09:16:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,2.0,2.0,2.0,,,,2020,"(678194983, Timestamp('2020-07-02 09:16:48+0000', tz='UTC'))"
1661,2020-07-02 09:17:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 09:17:42+0000', tz='UTC'))"
1660,2020-07-02 09:17:57+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,28.0,0,,2020,"(678194983, Timestamp('2020-07-02 09:17:57+0000', tz='UTC'))"
1659,2020-07-02 09:19:08+00:00,safecast:3709008148,Solarcast #30003,3709008148,42.565,-70.78399999999999,19.3,91.79799999999999,305.0,305.0,305.0,21.0,24,3.895,2020,"(3709008148, Timestamp('2020-07-02 09:19:08+0000', tz='UTC'))"
1658,2020-07-02 09:23:51+00:00,safecast:3865366066,Solarcast #33004,3865366066,46.317,-119.325,,,,,,,37,,2020,"(3865366066, Timestamp('2020-07-02 09:23:51+0000', tz='UTC'))"
1657,2020-07-02 09:26:05+00:00,safecast:3768313999,Solarcast #30026,3768313999,33.403,-117.595,,,,,,28.0,32,,2020,"(3768313999, Timestamp('2020-07-02 09:26:05+0000', tz='UTC'))"
1656,2020-07-02 09:26:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,1.0,1.0,1.0,,,,2020,"(678194983, Timestamp('2020-07-02 09:26:48+0000', tz='UTC'))"
1655,2020-07-02 09:27:12+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 09:27:12+0000', tz='UTC'))"
1654,2020-07-02 09:27:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,27.0,0,,2020,"(678194983, Timestamp('2020-07-02 09:27:27+0000', tz='UTC'))"
1652,2020-07-02 09:28:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,30,,2020,"(3714913954, Timestamp('2020-07-02 09:28:11+0000', tz='UTC'))"
1651,2020-07-02 09:28:40+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,18.0,23.0,26.0,,,,2020,"(3714913954, Timestamp('2020-07-02 09:28:40+0000', tz='UTC'))"
1650,2020-07-02 09:28:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-02 09:28:48+0000', tz='UTC'))"
1649,2020-07-02 09:37:03+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,1.0,1.0,1.0,,,,2020,"(678194983, Timestamp('2020-07-02 09:37:03+0000', tz='UTC'))"
1648,2020-07-02 09:37:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 09:37:27+0000', tz='UTC'))"
1647,2020-07-02 09:37:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,30.0,33,3.9760000000000004,2020,"(678194983, Timestamp('2020-07-02 09:37:42+0000', tz='UTC'))"
1646,2020-07-02 09:43:17+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,23,,2020,"(3714913954, Timestamp('2020-07-02 09:43:17+0000', tz='UTC'))"
1645,2020-07-02 09:46:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,0.0,1.0,1.0,,,,2020,"(678194983, Timestamp('2020-07-02 09:46:48+0000', tz='UTC'))"
1644,2020-07-02 09:47:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 09:47:42+0000', tz='UTC'))"
1643,2020-07-02 09:47:57+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,24.0,29,,2020,"(678194983, Timestamp('2020-07-02 09:47:57+0000', tz='UTC'))"
1642,2020-07-02 09:56:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,0.0,1.0,1.0,,,,2020,"(678194983, Timestamp('2020-07-02 09:56:48+0000', tz='UTC'))"
1641,2020-07-02 09:57:12+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 09:57:12+0000', tz='UTC'))"
1640,2020-07-02 09:57:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,25.0,31,,2020,"(678194983, Timestamp('2020-07-02 09:57:27+0000', tz='UTC'))"
1639,2020-07-02 09:58:16+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,25,,2020,"(3714913954, Timestamp('2020-07-02 09:58:16+0000', tz='UTC'))"
1638,2020-07-02 09:58:36+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,5.0,6.0,,,,2020,"(3714913954, Timestamp('2020-07-02 09:58:36+0000', tz='UTC'))"
1637,2020-07-02 09:58:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-02 09:58:48+0000', tz='UTC'))"
1636,2020-07-02 09:59:00+00:00,safecast:1045649384,Solarcast #30022,1045649384,37.739000000000004,-122.50299999999999,13.985999999999999,87.959,8.0,11.0,12.0,25.0,4,3.9189999999999996,2020,"(1045649384, Timestamp('2020-07-02 09:59:00+0000', tz='UTC'))"
1635,2020-07-02 10:07:03+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,0.0,1.0,2.0,,,,2020,"(678194983, Timestamp('2020-07-02 10:07:03+0000', tz='UTC'))"
1634,2020-07-02 10:07:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 10:07:27+0000', tz='UTC'))"
1633,2020-07-02 10:07:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,24.0,29,3.9560000000000004,2020,"(678194983, Timestamp('2020-07-02 10:07:42+0000', tz='UTC'))"
1632,2020-07-02 10:13:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,20,,2020,"(3714913954, Timestamp('2020-07-02 10:13:11+0000', tz='UTC'))"
1631,2020-07-02 10:16:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,1.0,2.0,2.0,,,,2020,"(678194983, Timestamp('2020-07-02 10:16:48+0000', tz='UTC'))"
1630,2020-07-02 10:17:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 10:17:42+0000', tz='UTC'))"
1629,2020-07-02 10:17:57+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,25.0,32,,2020,"(678194983, Timestamp('2020-07-02 10:17:57+0000', tz='UTC'))"
1628,2020-07-02 10:26:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,0.0,1.0,1.0,,,,2020,"(678194983, Timestamp('2020-07-02 10:26:48+0000', tz='UTC'))"
1627,2020-07-02 10:27:12+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 10:27:12+0000', tz='UTC'))"
1626,2020-07-02 10:27:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,29.0,29,,2020,"(678194983, Timestamp('2020-07-02 10:27:27+0000', tz='UTC'))"
1625,2020-07-02 10:28:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,29,,2020,"(3714913954, Timestamp('2020-07-02 10:28:11+0000', tz='UTC'))"
1624,2020-07-02 10:28:36+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,6.0,7.0,7.0,,,,2020,"(3714913954, Timestamp('2020-07-02 10:28:36+0000', tz='UTC'))"
1623,2020-07-02 10:28:59+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-07-02 10:28:59+0000', tz='UTC'))"
1622,2020-07-02 10:32:15+00:00,safecast:129232559,Solarcast #30012,129232559,37.443000000000005,-122.12799999999999,,,,,,21.0,21,3.5980000000000003,2020,"(129232559, Timestamp('2020-07-02 10:32:15+0000', tz='UTC'))"
1621,2020-07-02 10:37:03+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,1.0,1.0,1.0,,,,2020,"(678194983, Timestamp('2020-07-02 10:37:03+0000', tz='UTC'))"
1620,2020-07-02 10:37:27+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 10:37:27+0000', tz='UTC'))"
1619,2020-07-02 10:37:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,28.0,28,3.949,2020,"(678194983, Timestamp('2020-07-02 10:37:42+0000', tz='UTC'))"
1618,2020-07-02 10:41:30+00:00,safecast:1344890106,Solarcast #33001,1344890106,34.148,-118.094,,,,,,,35,,2020,"(1344890106, Timestamp('2020-07-02 10:41:30+0000', tz='UTC'))"
1617,2020-07-02 10:43:11+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,28,,2020,"(3714913954, Timestamp('2020-07-02 10:43:11+0000', tz='UTC'))"
1616,2020-07-02 10:46:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,1.0,1.0,1.0,,,,2020,"(678194983, Timestamp('2020-07-02 10:46:48+0000', tz='UTC'))"
1615,2020-07-02 10:47:42+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-07-02 10:47:42+0000', tz='UTC'))"
1614,2020-07-02 10:47:57+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,28.0,30,,2020,"(678194983, Timestamp('2020-07-02 10:47:57+0000', tz='UTC'))"
1613,2020-07-02 10:56:48+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,2.0,3.0,3.0,,,,2020,"(678194983, Timestamp('2020-07-02 10:56:48+0000', tz='UTC'))"
