,device,when_captured
27534,974587752,2019-03-20 15:52:27+00:00
27536,974587752,2019-03-20 17:18:40+00:00
27537,974587752,2019-03-20 22:18:34+00:00
27538,974587752,2019-03-20 23:33:40+00:00
27539,974587752,2019-03-21 02:03:40+00:00
27544,974587752,2019-03-21 03:13:34+00:00
27651,974587752,2019-03-22 06:13:34+00:00
27652,974587752,2019-03-22 08:33:34+00:00
27653,974587752,2019-03-22 09:43:34+00:00
27654,974587752,2019-03-22 12:03:34+00:00
27655,974587752,2019-03-22 14:23:34+00:00
27656,974587752,2019-03-22 15:33:35+00:00
27657,974587752,2019-03-22 16:43:36+00:00
27658,974587752,2019-03-22 17:13:32+00:00
27875,974587752,2019-03-25 19:13:33+00:00
27876,974587752,2019-03-25 20:18:32+00:00
27877,974587752,2019-03-25 22:48:31+00:00
27878,974587752,2019-03-26 00:03:31+00:00
27879,974587752,2019-03-26 01:18:31+00:00
27880,974587752,2019-03-26 06:13:31+00:00
29141,1045649384,2019-03-14 11:05:36+00:00
29296,1045649384,2019-03-16 12:05:22+00:00
29338,1045649384,2019-03-17 00:04:22+00:00
29344,1045649384,2019-03-17 01:14:44+00:00
29868,1045649384,2019-03-23 02:21:05+00:00
31517,1094924990,2019-03-16 05:47:50+00:00
32019,1094924990,2019-03-23 06:09:00+00:00
32020,1094924990,2019-03-23 07:24:00+00:00
32021,1094924990,2019-03-23 09:54:00+00:00
32022,1094924990,2019-03-23 11:09:05+00:00
32023,1094924990,2019-03-23 13:38:59+00:00
32024,1094924990,2019-03-23 14:54:00+00:00
32025,1094924990,2019-03-23 16:08:59+00:00
32027,1094924990,2019-03-23 18:23:59+00:00
32028,1094924990,2019-03-23 19:38:59+00:00
32029,1094924990,2019-03-23 22:08:59+00:00
32030,1094924990,2019-03-24 00:38:59+00:00
32031,1094924990,2019-03-24 01:54:00+00:00
32032,1094924990,2019-03-24 03:08:59+00:00
32034,1094924990,2019-03-24 05:24:05+00:00
32312,1094924990,2019-03-28 05:28:15+00:00
32313,1094924990,2019-03-28 07:58:09+00:00
32314,1094924990,2019-03-28 10:28:09+00:00
32315,1094924990,2019-03-28 11:43:15+00:00
32316,1094924990,2019-03-28 15:28:09+00:00
32317,1094924990,2019-03-28 16:43:09+00:00
32319,1094924990,2019-03-28 19:28:09+00:00
32320,1094924990,2019-03-28 21:58:10+00:00
32321,1094924990,2019-03-28 23:13:15+00:00
32322,1094924990,2019-03-29 00:28:09+00:00
32323,1094924990,2019-03-29 01:43:09+00:00
32324,1094924990,2019-03-29 02:58:09+00:00
32325,1094924990,2019-03-29 04:13:09+00:00
32327,1094924990,2019-03-29 05:13:15+00:00
34302,1162749983,2019-03-21 16:23:29+00:00
34303,1162749983,2019-03-21 17:33:29+00:00
34304,1162749983,2019-03-21 18:43:28+00:00
34305,1162749983,2019-03-21 19:53:28+00:00
34306,1162749983,2019-03-21 21:03:28+00:00
34307,1162749983,2019-03-21 23:23:28+00:00
34308,1162749983,2019-03-22 01:43:27+00:00
34309,1162749983,2019-03-22 02:53:26+00:00
34310,1162749983,2019-03-22 03:23:26+00:00
36116,1875225345,2019-03-13 01:19:40+00:00
36120,1875225345,2019-03-13 02:29:41+00:00
36394,1875225345,2019-03-16 02:13:56+00:00
36395,1875225345,2019-03-16 04:33:56+00:00
36396,1875225345,2019-03-16 05:43:57+00:00
36397,1875225345,2019-03-16 08:03:56+00:00
36398,1875225345,2019-03-16 10:23:56+00:00
36400,1875225345,2019-03-16 11:23:58+00:00
37058,1875225345,2019-03-25 01:48:14+00:00
37059,1875225345,2019-03-25 02:53:14+00:00
37060,1875225345,2019-03-25 04:03:14+00:00
37061,1875225345,2019-03-25 05:13:15+00:00
37064,1875225345,2019-03-25 06:13:32+00:00
37268,1875225345,2019-03-27 14:23:15+00:00
37274,1875225345,2019-03-27 16:43:15+00:00
38364,2152053642,2019-03-20 07:55:31+00:00
38365,2152053642,2019-03-20 09:10:31+00:00
38366,2152053642,2019-03-20 10:25:33+00:00
38367,2152053642,2019-03-20 11:40:33+00:00
38368,2152053642,2019-03-20 12:55:31+00:00
38369,2152053642,2019-03-20 14:10:31+00:00
38370,2152053642,2019-03-20 15:25:31+00:00
38371,2152053642,2019-03-20 16:40:31+00:00
38590,2152053642,2019-03-23 08:55:32+00:00
38591,2152053642,2019-03-23 10:10:35+00:00
38592,2152053642,2019-03-23 12:40:38+00:00
38593,2152053642,2019-03-23 13:55:32+00:00
38594,2152053642,2019-03-23 13:55:33+00:00
38595,2152053642,2019-03-23 15:10:33+00:00
38596,2152053642,2019-03-23 16:25:32+00:00
38597,2152053642,2019-03-23 17:40:33+00:00
38598,2152053642,2019-03-23 18:55:32+00:00
38629,2152053642,2019-03-24 10:03:00+00:00
38630,2152053642,2019-03-24 11:18:00+00:00
38631,2152053642,2019-03-24 13:48:00+00:00
38632,2152053642,2019-03-24 16:18:00+00:00
38633,2152053642,2019-03-24 17:33:00+00:00
38634,2152053642,2019-03-24 18:48:00+00:00
38636,2152053642,2019-03-24 19:48:00+00:00
38805,2152053642,2019-03-27 10:18:01+00:00
38806,2152053642,2019-03-27 14:03:02+00:00
38807,2152053642,2019-03-27 15:18:04+00:00
38808,2152053642,2019-03-27 16:33:02+00:00
38809,2152053642,2019-03-27 17:48:02+00:00
38810,2152053642,2019-03-27 19:03:03+00:00
38811,2152053642,2019-03-27 20:18:02+00:00
38813,2152053642,2019-03-27 21:18:02+00:00
38841,2152053642,2019-03-28 10:48:02+00:00
38842,2152053642,2019-03-28 12:03:02+00:00
38843,2152053642,2019-03-28 15:48:02+00:00
38847,2152053642,2019-03-28 17:03:03+00:00
40500,2299238163,2019-03-19 03:53:18+00:00
40501,2299238163,2019-03-19 05:03:16+00:00
40502,2299238163,2019-03-19 06:13:28+00:00
40504,2299238163,2019-03-19 12:08:18+00:00
41179,2299238163,2019-03-27 07:33:57+00:00
41180,2299238163,2019-03-27 09:53:59+00:00
41181,2299238163,2019-03-27 11:04:01+00:00
41182,2299238163,2019-03-27 12:18:56+00:00
41183,2299238163,2019-03-27 13:33:55+00:00
41184,2299238163,2019-03-27 13:33:56+00:00
41185,2299238163,2019-03-27 14:48:53+00:00
41186,2299238163,2019-03-27 16:03:52+00:00
41187,2299238163,2019-03-27 17:18:51+00:00
41300,2299238163,2019-03-28 18:14:33+00:00
41301,2299238163,2019-03-28 19:24:33+00:00
41302,2299238163,2019-03-28 22:54:33+00:00
41303,2299238163,2019-03-29 00:04:32+00:00
41304,2299238163,2019-03-29 01:14:33+00:00
41305,2299238163,2019-03-29 02:24:44+00:00
41306,2299238163,2019-03-29 03:34:37+00:00
41307,2299238163,2019-03-29 04:44:35+00:00
41309,2299238163,2019-03-29 05:54:37+00:00
43283,2651380949,2019-03-20 19:09:09+00:00
43284,2651380949,2019-03-20 20:19:05+00:00
43285,2651380949,2019-03-20 21:29:05+00:00
43286,2651380949,2019-03-20 22:39:09+00:00
43287,2651380949,2019-03-20 23:49:08+00:00
43288,2651380949,2019-03-21 02:09:03+00:00
43289,2651380949,2019-03-21 06:49:07+00:00
45355,2670856639,2019-03-14 11:02:48+00:00
45356,2670856639,2019-03-14 13:32:56+00:00
45357,2670856639,2019-03-14 14:47:53+00:00
45358,2670856639,2019-03-14 16:02:49+00:00
45359,2670856639,2019-03-14 18:27:49+00:00
45361,2670856639,2019-03-14 20:37:58+00:00
45362,2670856639,2019-03-14 21:48:03+00:00
45363,2670856639,2019-03-14 22:57:57+00:00
45364,2670856639,2019-03-15 00:08:25+00:00
45365,2670856639,2019-03-15 02:28:14+00:00
45366,2670856639,2019-03-15 03:37:50+00:00
45367,2670856639,2019-03-15 04:47:50+00:00
45368,2670856639,2019-03-15 05:57:50+00:00
45369,2670856639,2019-03-15 07:07:50+00:00
45371,2670856639,2019-03-15 08:47:50+00:00
45372,2670856639,2019-03-15 10:02:49+00:00
45373,2670856639,2019-03-15 11:17:49+00:00
45374,2670856639,2019-03-15 12:32:49+00:00
45375,2670856639,2019-03-15 13:47:48+00:00
45376,2670856639,2019-03-15 15:02:49+00:00
45551,2670856639,2019-03-17 20:24:03+00:00
45552,2670856639,2019-03-17 21:34:06+00:00
45553,2670856639,2019-03-17 22:44:11+00:00
45555,2670856639,2019-03-17 23:54:10+00:00
45556,2670856639,2019-03-18 02:14:12+00:00
45557,2670856639,2019-03-18 03:24:50+00:00
45558,2670856639,2019-03-18 04:34:02+00:00
45560,2670856639,2019-03-18 10:29:02+00:00
45561,2670856639,2019-03-18 11:44:01+00:00
45562,2670856639,2019-03-18 12:59:01+00:00
45563,2670856639,2019-03-18 14:14:06+00:00
45564,2670856639,2019-03-18 16:44:01+00:00
45565,2670856639,2019-03-18 17:59:08+00:00
45567,2670856639,2019-03-18 22:34:13+00:00
45568,2670856639,2019-03-19 06:44:05+00:00
45570,2670856639,2019-03-19 08:24:03+00:00
45571,2670856639,2019-03-19 10:44:01+00:00
45572,2670856639,2019-03-19 16:59:01+00:00
45574,2670856639,2019-03-19 19:24:28+00:00
46173,2670856639,2019-03-26 17:38:59+00:00
46174,2670856639,2019-03-26 18:53:59+00:00
46175,2670856639,2019-03-26 20:09:21+00:00
46176,2670856639,2019-03-26 23:44:00+00:00
46177,2670856639,2019-03-27 00:54:19+00:00
46178,2670856639,2019-03-27 02:04:10+00:00
46180,2670856639,2019-03-27 06:14:08+00:00
46181,2670856639,2019-03-27 07:24:09+00:00
46182,2670856639,2019-03-27 09:54:08+00:00
46183,2670856639,2019-03-27 11:09:01+00:00
46184,2670856639,2019-03-27 12:23:59+00:00
46185,2670856639,2019-03-27 13:39:07+00:00
46187,2670856639,2019-03-27 17:08:59+00:00
46232,2670856639,2019-03-28 07:39:00+00:00
46233,2670856639,2019-03-28 11:24:08+00:00
46234,2670856639,2019-03-28 12:39:08+00:00
46235,2670856639,2019-03-28 15:09:08+00:00
46237,2670856639,2019-03-28 18:35:28+00:00
46238,2670856639,2019-03-28 19:44:00+00:00
46239,2670856639,2019-03-28 22:04:17+00:00
46240,2670856639,2019-03-28 23:14:08+00:00
46241,2670856639,2019-03-29 00:24:00+00:00
46242,2670856639,2019-03-29 01:34:00+00:00
46243,2670856639,2019-03-29 02:44:06+00:00
46244,2670856639,2019-03-29 03:54:17+00:00
46245,2670856639,2019-03-29 05:04:35+00:00
46247,2670856639,2019-03-29 05:33:59+00:00
50782,3373827677,2019-03-20 15:52:10+00:00
50783,3373827677,2019-03-20 18:22:09+00:00
50784,3373827677,2019-03-20 20:42:10+00:00
50787,3373827677,2019-03-21 00:12:11+00:00
50788,3373827677,2019-03-21 02:32:10+00:00
53102,3709008148,2019-03-23 01:31:40+00:00
53103,3709008148,2019-03-23 02:46:40+00:00
53104,3709008148,2019-03-23 04:01:40+00:00
53108,3709008148,2019-03-23 05:16:40+00:00
53389,3709008148,2019-03-27 02:01:07+00:00
53390,3709008148,2019-03-27 03:16:08+00:00
53391,3709008148,2019-03-27 04:31:08+00:00
53392,3709008148,2019-03-27 05:46:08+00:00
53393,3709008148,2019-03-27 07:01:08+00:00
53394,3709008148,2019-03-27 08:16:08+00:00
53395,3709008148,2019-03-27 09:31:08+00:00
53396,3709008148,2019-03-27 10:46:08+00:00
53397,3709008148,2019-03-27 13:16:08+00:00
53399,3709008148,2019-03-27 16:01:07+00:00
53400,3709008148,2019-03-27 16:01:08+00:00
53401,3709008148,2019-03-27 17:16:08+00:00
53402,3709008148,2019-03-27 18:31:09+00:00
53403,3709008148,2019-03-27 19:46:08+00:00
53404,3709008148,2019-03-27 20:56:09+00:00
53405,3709008148,2019-03-27 22:06:09+00:00
53406,3709008148,2019-03-28 00:26:09+00:00
53408,3709008148,2019-03-28 01:31:09+00:00
54575,3768313999,2019-03-14 00:32:56+00:00
54576,3768313999,2019-03-14 01:42:56+00:00
54577,3768313999,2019-03-14 02:53:02+00:00
54578,3768313999,2019-03-14 04:02:56+00:00
54579,3768313999,2019-03-14 06:22:56+00:00
54580,3768313999,2019-03-14 08:43:02+00:00
54581,3768313999,2019-03-14 09:52:56+00:00
54582,3768313999,2019-03-14 11:07:55+00:00
54779,3768313999,2019-03-17 01:22:50+00:00
57313,3856112813,2019-03-18 18:46:55+00:00
57315,3856112813,2019-03-18 22:16:55+00:00
57316,3856112813,2019-03-18 23:26:59+00:00
57317,3856112813,2019-03-19 00:36:55+00:00
60436,3937710776,2019-03-19 16:15:56+00:00
60437,3937710776,2019-03-19 19:45:50+00:00
60438,3937710776,2019-03-19 20:55:45+00:00
60439,3937710776,2019-03-19 23:15:44+00:00
60440,3937710776,2019-03-20 00:25:49+00:00
60441,3937710776,2019-03-20 01:35:44+00:00
60442,3937710776,2019-03-20 02:45:50+00:00
60444,3937710776,2019-03-20 05:05:50+00:00
60446,3937710776,2019-03-20 06:15:58+00:00
60447,3937710776,2019-03-20 07:25:49+00:00
60448,3937710776,2019-03-20 09:45:47+00:00
60449,3937710776,2019-03-20 10:55:48+00:00
60450,3937710776,2019-03-20 14:25:51+00:00
60451,3937710776,2019-03-20 15:35:51+00:00
60452,3937710776,2019-03-20 16:05:53+00:00
63281,4177786812,2019-03-22 10:42:28+00:00
63282,4177786812,2019-03-22 11:57:22+00:00
63283,4177786812,2019-03-22 15:42:22+00:00
63284,4177786812,2019-03-22 16:57:28+00:00
63285,4177786812,2019-03-22 18:07:22+00:00
63287,4177786812,2019-03-22 21:37:23+00:00
63380,4177786812,2019-03-23 23:14:20+00:00
63381,4177786812,2019-03-24 00:24:20+00:00
63382,4177786812,2019-03-24 01:34:26+00:00
63383,4177786812,2019-03-24 03:54:20+00:00
63384,4177786812,2019-03-24 05:04:20+00:00
63385,4177786812,2019-03-24 06:14:20+00:00
63386,4177786812,2019-03-24 07:24:26+00:00
63387,4177786812,2019-03-24 09:44:20+00:00
63389,4177786812,2019-03-24 10:14:19+00:00
64982,4249659165,2019-03-14 06:51:10+00:00
64983,4249659165,2019-03-14 09:11:41+00:00
64984,4249659165,2019-03-14 10:21:11+00:00
64985,4249659165,2019-03-14 11:36:09+00:00
64986,4249659165,2019-03-14 12:51:10+00:00
64987,4249659165,2019-03-14 14:06:10+00:00
64988,4249659165,2019-03-14 15:21:10+00:00
64990,4249659165,2019-03-14 17:41:11+00:00
65035,4249659165,2019-03-15 07:01:11+00:00
65036,4249659165,2019-03-15 07:01:12+00:00
65042,4249659165,2019-03-15 08:11:12+00:00
65579,4249659165,2019-03-21 08:18:04+00:00
65580,4249659165,2019-03-21 09:33:04+00:00
65581,4249659165,2019-03-21 12:03:10+00:00
65582,4249659165,2019-03-21 13:18:04+00:00
65583,4249659165,2019-03-21 14:33:04+00:00
65584,4249659165,2019-03-21 15:48:04+00:00
65695,4249659165,2019-03-23 09:03:04+00:00
