,device,when_captured
1517,114699387,2019-12-17 09:27:13+00:00
1518,114699387,2019-12-17 10:42:13+00:00
1519,114699387,2019-12-17 11:57:12+00:00
1520,114699387,2019-12-17 13:12:13+00:00
1521,114699387,2019-12-17 14:27:12+00:00
1522,114699387,2019-12-17 15:42:13+00:00
1523,114699387,2019-12-17 16:57:13+00:00
1524,114699387,2019-12-17 18:12:12+00:00
1525,114699387,2019-12-17 19:31:40+00:00
1528,114699387,2019-12-17 20:30:05+00:00
2088,114699387,2019-12-24 01:49:07+00:00
2089,114699387,2019-12-24 02:59:07+00:00
2090,114699387,2019-12-24 04:14:09+00:00
2091,114699387,2019-12-24 05:29:09+00:00
2092,114699387,2019-12-24 06:44:00+00:00
2093,114699387,2019-12-24 07:59:09+00:00
2095,114699387,2019-12-24 08:59:09+00:00
2299,114699387,2019-12-26 20:51:14+00:00
2300,114699387,2019-12-26 23:21:29+00:00
2301,114699387,2019-12-27 00:36:29+00:00
2302,114699387,2019-12-27 01:51:29+00:00
2303,114699387,2019-12-27 03:06:29+00:00
2304,114699387,2019-12-27 04:21:29+00:00
2305,114699387,2019-12-27 06:59:07+00:00
2308,114699387,2019-12-27 07:54:22+00:00
13849,872300871,2019-12-26 09:39:22+00:00
13850,872300871,2019-12-26 10:54:22+00:00
13851,872300871,2019-12-26 12:09:22+00:00
13852,872300871,2019-12-26 15:54:23+00:00
13853,872300871,2019-12-26 19:39:22+00:00
13855,872300871,2019-12-26 23:10:08+00:00
13856,872300871,2019-12-27 00:24:41+00:00
13857,872300871,2019-12-27 01:39:41+00:00
13858,872300871,2019-12-27 02:54:41+00:00
13859,872300871,2019-12-27 04:09:41+00:00
13860,872300871,2019-12-27 05:24:41+00:00
13861,872300871,2019-12-27 06:41:30+00:00
13862,872300871,2019-12-27 07:56:27+00:00
13865,872300871,2019-12-27 08:58:13+00:00
18485,1094924990,2019-12-08 20:04:20+00:00
18486,1094924990,2019-12-08 22:34:25+00:00
18487,1094924990,2019-12-09 01:04:19+00:00
18488,1094924990,2019-12-09 02:19:19+00:00
18489,1094924990,2019-12-09 03:34:19+00:00
18490,1094924990,2019-12-09 04:49:34+00:00
18492,1094924990,2019-12-09 05:49:28+00:00
19158,1094924990,2019-12-26 17:36:54+00:00
19159,1094924990,2019-12-26 18:51:54+00:00
19160,1094924990,2019-12-26 20:06:54+00:00
19161,1094924990,2019-12-26 21:22:00+00:00
19162,1094924990,2019-12-26 22:36:54+00:00
19163,1094924990,2019-12-26 23:52:13+00:00
