,when_captured,device_urn,device_sn,device,loc_lat,loc_lon,env_temp,env_humid,pms_pm01_0,pms_pm02_5,pms_pm10_0,lnd_7318c,lnd_7318u,bat_voltage,year,KEY_Dev_WhenCapt
13323,2020-05-01 17:27:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,2.0,3.0,4.0,,,,2020,"(678194983, Timestamp('2020-05-01 17:27:15+0000', tz='UTC'))"
13322,2020-05-01 17:27:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 17:27:39+0000', tz='UTC'))"
13321,2020-05-01 17:27:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,30.0,31,3.888,2020,"(678194983, Timestamp('2020-05-01 17:27:54+0000', tz='UTC'))"
13320,2020-05-01 17:29:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,25,,2020,"(3714913954, Timestamp('2020-05-01 17:29:23+0000', tz='UTC'))"
13319,2020-05-01 17:42:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,29.0,28,,2020,"(678194983, Timestamp('2020-05-01 17:42:15+0000', tz='UTC'))"
13318,2020-05-01 17:44:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,24,,2020,"(3714913954, Timestamp('2020-05-01 17:44:23+0000', tz='UTC'))"
13316,2020-05-01 17:44:29+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,24,,2020,"(3714913954, Timestamp('2020-05-01 17:44:29+0000', tz='UTC'))"
13315,2020-05-01 17:44:47+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,6.0,6.0,,,,2020,"(3714913954, Timestamp('2020-05-01 17:44:47+0000', tz='UTC'))"
13314,2020-05-01 17:44:59+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-05-01 17:44:59+0000', tz='UTC'))"
13313,2020-05-01 17:53:06+00:00,safecast:3856112813,Solarcast #30001,3856112813,47.611999999999995,-122.345,20.564,41.417,1.0,1.0,2.0,,,3.886,2020,"(3856112813, Timestamp('2020-05-01 17:53:06+0000', tz='UTC'))"
13312,2020-05-01 17:57:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,1.0,2.0,2.0,,,,2020,"(678194983, Timestamp('2020-05-01 17:57:15+0000', tz='UTC'))"
13311,2020-05-01 17:57:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 17:57:39+0000', tz='UTC'))"
13310,2020-05-01 17:57:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,28.0,27,3.888,2020,"(678194983, Timestamp('2020-05-01 17:57:54+0000', tz='UTC'))"
13309,2020-05-01 17:59:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,24,,2020,"(3714913954, Timestamp('2020-05-01 17:59:23+0000', tz='UTC'))"
13308,2020-05-01 18:12:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,26.0,26,,2020,"(678194983, Timestamp('2020-05-01 18:12:15+0000', tz='UTC'))"
13307,2020-05-01 18:14:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,29,,2020,"(3714913954, Timestamp('2020-05-01 18:14:23+0000', tz='UTC'))"
13306,2020-05-01 18:14:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,3.0,4.0,5.0,,,,2020,"(3714913954, Timestamp('2020-05-01 18:14:48+0000', tz='UTC'))"
13305,2020-05-01 18:15:00+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-05-01 18:15:00+0000', tz='UTC'))"
13304,2020-05-01 18:17:49+00:00,safecast:2670856639,Solarcast #30014,2670856639,34.452,-119.822,44.3,,4.0,5.0,5.0,35.0,40,3.911,2020,"(2670856639, Timestamp('2020-05-01 18:17:49+0000', tz='UTC'))"
13303,2020-05-01 18:27:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,2.0,3.0,3.0,,,,2020,"(678194983, Timestamp('2020-05-01 18:27:15+0000', tz='UTC'))"
13302,2020-05-01 18:27:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 18:27:39+0000', tz='UTC'))"
13301,2020-05-01 18:27:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,26.0,29,3.887,2020,"(678194983, Timestamp('2020-05-01 18:27:54+0000', tz='UTC'))"
13300,2020-05-01 18:29:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,30,,2020,"(3714913954, Timestamp('2020-05-01 18:29:23+0000', tz='UTC'))"
13299,2020-05-01 18:42:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,23.0,27,,2020,"(678194983, Timestamp('2020-05-01 18:42:15+0000', tz='UTC'))"
13298,2020-05-01 18:44:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,20.0,26,,2020,"(3714913954, Timestamp('2020-05-01 18:44:23+0000', tz='UTC'))"
13297,2020-05-01 18:44:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,3.0,4.0,5.0,,,,2020,"(3714913954, Timestamp('2020-05-01 18:44:48+0000', tz='UTC'))"
13296,2020-05-01 18:45:00+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-05-01 18:45:00+0000', tz='UTC'))"
13295,2020-05-01 18:57:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,2.0,4.0,4.0,,,,2020,"(678194983, Timestamp('2020-05-01 18:57:15+0000', tz='UTC'))"
13294,2020-05-01 18:57:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 18:57:39+0000', tz='UTC'))"
13293,2020-05-01 18:57:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,29.0,29,3.885,2020,"(678194983, Timestamp('2020-05-01 18:57:54+0000', tz='UTC'))"
13292,2020-05-01 18:59:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,24,,2020,"(3714913954, Timestamp('2020-05-01 18:59:23+0000', tz='UTC'))"
13291,2020-05-01 19:08:53+00:00,safecast:3937710776,Solarcast #33002,3937710776,46.31399999999999,-119.345,,,,,,,30,,2020,"(3937710776, Timestamp('2020-05-01 19:08:53+0000', tz='UTC'))"
13290,2020-05-01 19:12:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,27.0,33,,2020,"(678194983, Timestamp('2020-05-01 19:12:15+0000', tz='UTC'))"
13289,2020-05-01 19:14:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,28,,2020,"(3714913954, Timestamp('2020-05-01 19:14:23+0000', tz='UTC'))"
13288,2020-05-01 19:14:57+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,5.0,6.0,,,,2020,"(3714913954, Timestamp('2020-05-01 19:14:57+0000', tz='UTC'))"
13287,2020-05-01 19:15:01+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-05-01 19:15:01+0000', tz='UTC'))"
13286,2020-05-01 19:27:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,3.0,4.0,4.0,,,,2020,"(678194983, Timestamp('2020-05-01 19:27:15+0000', tz='UTC'))"
13285,2020-05-01 19:27:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 19:27:39+0000', tz='UTC'))"
13284,2020-05-01 19:27:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,29.0,33,3.883,2020,"(678194983, Timestamp('2020-05-01 19:27:54+0000', tz='UTC'))"
13283,2020-05-01 19:29:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,25,,2020,"(3714913954, Timestamp('2020-05-01 19:29:23+0000', tz='UTC'))"
13282,2020-05-01 19:42:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,27.0,30,,2020,"(678194983, Timestamp('2020-05-01 19:42:15+0000', tz='UTC'))"
13281,2020-05-01 19:44:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,19.0,27,,2020,"(3714913954, Timestamp('2020-05-01 19:44:23+0000', tz='UTC'))"
13280,2020-05-01 19:44:29+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,19.0,27,,2020,"(3714913954, Timestamp('2020-05-01 19:44:29+0000', tz='UTC'))"
13279,2020-05-01 19:44:47+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,5.0,6.0,,,,2020,"(3714913954, Timestamp('2020-05-01 19:44:47+0000', tz='UTC'))"
13278,2020-05-01 19:44:59+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-05-01 19:44:59+0000', tz='UTC'))"
13277,2020-05-01 19:53:49+00:00,safecast:4249659165,Solarcast #30018,4249659165,34.132,-118.84200000000001,,,,,,36.0,42,3.589,2020,"(4249659165, Timestamp('2020-05-01 19:53:49+0000', tz='UTC'))"
13276,2020-05-01 19:57:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,2.0,3.0,3.0,,,,2020,"(678194983, Timestamp('2020-05-01 19:57:15+0000', tz='UTC'))"
13275,2020-05-01 19:57:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 19:57:39+0000', tz='UTC'))"
13274,2020-05-01 19:57:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,31.0,31,3.8819999999999997,2020,"(678194983, Timestamp('2020-05-01 19:57:54+0000', tz='UTC'))"
13273,2020-05-01 19:59:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,28,,2020,"(3714913954, Timestamp('2020-05-01 19:59:23+0000', tz='UTC'))"
13272,2020-05-01 20:08:20+00:00,safecast:2299238163,Solarcast #30017,2299238163,34.111999999999995,-118.255,48.545,,4.0,5.0,5.0,31.0,34,3.985,2020,"(2299238163, Timestamp('2020-05-01 20:08:20+0000', tz='UTC'))"
13271,2020-05-01 20:12:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,27.0,31,,2020,"(678194983, Timestamp('2020-05-01 20:12:15+0000', tz='UTC'))"
13270,2020-05-01 20:14:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,26,,2020,"(3714913954, Timestamp('2020-05-01 20:14:23+0000', tz='UTC'))"
13269,2020-05-01 20:14:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,7.0,10.0,11.0,,,,2020,"(3714913954, Timestamp('2020-05-01 20:14:48+0000', tz='UTC'))"
13268,2020-05-01 20:15:00+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-05-01 20:15:00+0000', tz='UTC'))"
13267,2020-05-01 20:27:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,2.0,4.0,4.0,,,,2020,"(678194983, Timestamp('2020-05-01 20:27:15+0000', tz='UTC'))"
13266,2020-05-01 20:27:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 20:27:39+0000', tz='UTC'))"
13265,2020-05-01 20:27:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,28.0,25,3.8819999999999997,2020,"(678194983, Timestamp('2020-05-01 20:27:54+0000', tz='UTC'))"
13264,2020-05-01 20:29:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,26,,2020,"(3714913954, Timestamp('2020-05-01 20:29:23+0000', tz='UTC'))"
13263,2020-05-01 20:42:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,27.0,29,,2020,"(678194983, Timestamp('2020-05-01 20:42:15+0000', tz='UTC'))"
13261,2020-05-01 20:44:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,24,,2020,"(3714913954, Timestamp('2020-05-01 20:44:23+0000', tz='UTC'))"
13260,2020-05-01 20:44:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,5.0,6.0,7.0,,,,2020,"(3714913954, Timestamp('2020-05-01 20:44:48+0000', tz='UTC'))"
13259,2020-05-01 20:45:00+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-05-01 20:45:00+0000', tz='UTC'))"
13258,2020-05-01 20:48:23+00:00,safecast:3768313999,Solarcast #30026,3768313999,33.403,-117.595,,,4.0,5.0,6.0,29.0,34,,2020,"(3768313999, Timestamp('2020-05-01 20:48:23+0000', tz='UTC'))"
13257,2020-05-01 20:57:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,2.0,2.0,3.0,,,,2020,"(678194983, Timestamp('2020-05-01 20:57:15+0000', tz='UTC'))"
13256,2020-05-01 20:57:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 20:57:39+0000', tz='UTC'))"
13255,2020-05-01 20:57:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,25.0,31,3.8810000000000002,2020,"(678194983, Timestamp('2020-05-01 20:57:54+0000', tz='UTC'))"
13254,2020-05-01 20:59:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,26,,2020,"(3714913954, Timestamp('2020-05-01 20:59:23+0000', tz='UTC'))"
13253,2020-05-01 21:09:24+00:00,safecast:1094924990,Solarcast #30024,1094924990,33.449,-117.649,,,,,,28.0,32,,2020,"(1094924990, Timestamp('2020-05-01 21:09:24+0000', tz='UTC'))"
13252,2020-05-01 21:12:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,30.0,30,,2020,"(678194983, Timestamp('2020-05-01 21:12:15+0000', tz='UTC'))"
13250,2020-05-01 21:14:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,28,,2020,"(3714913954, Timestamp('2020-05-01 21:14:23+0000', tz='UTC'))"
13249,2020-05-01 21:14:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,7.0,9.0,11.0,,,,2020,"(3714913954, Timestamp('2020-05-01 21:14:49+0000', tz='UTC'))"
13248,2020-05-01 21:15:00+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-05-01 21:15:00+0000', tz='UTC'))"
13247,2020-05-01 21:22:26+00:00,safecast:1344890106,Solarcast #33001,1344890106,34.148,-118.094,,,,,,,38,4.0169999999999995,2020,"(1344890106, Timestamp('2020-05-01 21:22:26+0000', tz='UTC'))"
13246,2020-05-01 21:27:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,4.0,7.0,7.0,,,,2020,"(678194983, Timestamp('2020-05-01 21:27:15+0000', tz='UTC'))"
13245,2020-05-01 21:27:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 21:27:39+0000', tz='UTC'))"
13244,2020-05-01 21:27:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,27.0,31,3.8789999999999996,2020,"(678194983, Timestamp('2020-05-01 21:27:54+0000', tz='UTC'))"
13243,2020-05-01 21:29:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,23,,2020,"(3714913954, Timestamp('2020-05-01 21:29:23+0000', tz='UTC'))"
13242,2020-05-01 21:30:19+00:00,safecast:2651380949,Solarcast #33009,2651380949,37.408,141.015,,,,,,,"1,376",,2020,"(2651380949, Timestamp('2020-05-01 21:30:19+0000', tz='UTC'))"
13241,2020-05-01 21:34:11+00:00,safecast:479911182,Solarcast #30007,479911182,34.483000000000004,136.16299999999998,,,,,,38.0,47,,2020,"(479911182, Timestamp('2020-05-01 21:34:11+0000', tz='UTC'))"
13240,2020-05-01 21:42:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,27.0,27,,2020,"(678194983, Timestamp('2020-05-01 21:42:15+0000', tz='UTC'))"
13239,2020-05-01 21:44:26+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,28,,2020,"(3714913954, Timestamp('2020-05-01 21:44:26+0000', tz='UTC'))"
13238,2020-05-01 21:44:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,8.0,11.0,12.0,,,,2020,"(3714913954, Timestamp('2020-05-01 21:44:48+0000', tz='UTC'))"
13237,2020-05-01 21:45:00+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-05-01 21:45:00+0000', tz='UTC'))"
13236,2020-05-01 21:57:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,2.0,3.0,4.0,,,,2020,"(678194983, Timestamp('2020-05-01 21:57:15+0000', tz='UTC'))"
13235,2020-05-01 21:57:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 21:57:39+0000', tz='UTC'))"
13234,2020-05-01 21:57:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,30.0,29,3.877,2020,"(678194983, Timestamp('2020-05-01 21:57:54+0000', tz='UTC'))"
13233,2020-05-01 21:59:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,30,,2020,"(3714913954, Timestamp('2020-05-01 21:59:23+0000', tz='UTC'))"
13232,2020-05-01 22:12:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,26.0,31,,2020,"(678194983, Timestamp('2020-05-01 22:12:15+0000', tz='UTC'))"
13231,2020-05-01 22:14:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,29,,2020,"(3714913954, Timestamp('2020-05-01 22:14:23+0000', tz='UTC'))"
13230,2020-05-01 22:14:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,10.0,13.0,14.0,,,,2020,"(3714913954, Timestamp('2020-05-01 22:14:48+0000', tz='UTC'))"
13229,2020-05-01 22:15:00+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-05-01 22:15:00+0000', tz='UTC'))"
13228,2020-05-01 22:27:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,4.0,6.0,7.0,,,,2020,"(678194983, Timestamp('2020-05-01 22:27:15+0000', tz='UTC'))"
13227,2020-05-01 22:27:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 22:27:39+0000', tz='UTC'))"
13226,2020-05-01 22:27:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,24.0,28,3.8760000000000003,2020,"(678194983, Timestamp('2020-05-01 22:27:54+0000', tz='UTC'))"
13225,2020-05-01 22:29:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,27.0,27,,2020,"(3714913954, Timestamp('2020-05-01 22:29:23+0000', tz='UTC'))"
13224,2020-05-01 22:32:28+00:00,safecast:1238569003,Solarcast #30002,1238569003,37.523,139.939,,,,,,45.0,44,3.932,2020,"(1238569003, Timestamp('2020-05-01 22:32:28+0000', tz='UTC'))"
13223,2020-05-01 22:37:15+00:00,safecast:872300871,Solarcast #30013,872300871,34.165,-118.135,,,,,,36.0,38,3.5869999999999997,2020,"(872300871, Timestamp('2020-05-01 22:37:15+0000', tz='UTC'))"
13222,2020-05-01 22:42:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,30.0,32,,2020,"(678194983, Timestamp('2020-05-01 22:42:15+0000', tz='UTC'))"
13221,2020-05-01 22:44:34+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,24,,2020,"(3714913954, Timestamp('2020-05-01 22:44:34+0000', tz='UTC'))"
13220,2020-05-01 22:44:35+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,24,,2020,"(3714913954, Timestamp('2020-05-01 22:44:35+0000', tz='UTC'))"
13219,2020-05-01 22:44:37+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,24,,2020,"(3714913954, Timestamp('2020-05-01 22:44:37+0000', tz='UTC'))"
13217,2020-05-01 22:44:41+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,24,,2020,"(3714913954, Timestamp('2020-05-01 22:44:41+0000', tz='UTC'))"
13216,2020-05-01 22:44:46+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,24,,2020,"(3714913954, Timestamp('2020-05-01 22:44:46+0000', tz='UTC'))"
13215,2020-05-01 22:44:58+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,11.0,13.0,14.0,,,,2020,"(3714913954, Timestamp('2020-05-01 22:44:58+0000', tz='UTC'))"
13214,2020-05-01 22:45:17+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-05-01 22:45:17+0000', tz='UTC'))"
13213,2020-05-01 22:46:42+00:00,safecast:129232559,Solarcast #30012,129232559,37.443000000000005,-122.12799999999999,,,,,,23.0,24,3.657,2020,"(129232559, Timestamp('2020-05-01 22:46:42+0000', tz='UTC'))"
13212,2020-05-01 22:57:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,3.0,5.0,6.0,,,,2020,"(678194983, Timestamp('2020-05-01 22:57:15+0000', tz='UTC'))"
13211,2020-05-01 22:57:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 22:57:39+0000', tz='UTC'))"
13210,2020-05-01 22:57:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,32.0,28,3.8739999999999997,2020,"(678194983, Timestamp('2020-05-01 22:57:54+0000', tz='UTC'))"
13209,2020-05-01 22:59:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,25,,2020,"(3714913954, Timestamp('2020-05-01 22:59:23+0000', tz='UTC'))"
13208,2020-05-01 23:12:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,26.0,32,,2020,"(678194983, Timestamp('2020-05-01 23:12:15+0000', tz='UTC'))"
13207,2020-05-01 23:14:24+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,24,,2020,"(3714913954, Timestamp('2020-05-01 23:14:24+0000', tz='UTC'))"
13206,2020-05-01 23:14:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,7.0,11.0,13.0,,,,2020,"(3714913954, Timestamp('2020-05-01 23:14:48+0000', tz='UTC'))"
13205,2020-05-01 23:15:00+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-05-01 23:15:00+0000', tz='UTC'))"
13204,2020-05-01 23:15:34+00:00,safecast:230442684,Solarcast #30016,230442684,34.122,-118.26100000000001,,,,,,0.0,30,3.5789999999999997,2020,"(230442684, Timestamp('2020-05-01 23:15:34+0000', tz='UTC'))"
13203,2020-05-01 23:27:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,2.0,4.0,4.0,,,,2020,"(678194983, Timestamp('2020-05-01 23:27:15+0000', tz='UTC'))"
13202,2020-05-01 23:27:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 23:27:39+0000', tz='UTC'))"
13201,2020-05-01 23:27:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,25.0,31,3.8739999999999997,2020,"(678194983, Timestamp('2020-05-01 23:27:54+0000', tz='UTC'))"
13200,2020-05-01 23:29:26+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,28,,2020,"(3714913954, Timestamp('2020-05-01 23:29:26+0000', tz='UTC'))"
13199,2020-05-01 23:35:55+00:00,safecast:114699387,Solarcast #30023,114699387,34.134,-118.382,,,,,,27.0,33,3.74,2020,"(114699387, Timestamp('2020-05-01 23:35:55+0000', tz='UTC'))"
13198,2020-05-01 23:42:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,23.0,30,,2020,"(678194983, Timestamp('2020-05-01 23:42:15+0000', tz='UTC'))"
13197,2020-05-01 23:44:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,24,,2020,"(3714913954, Timestamp('2020-05-01 23:44:23+0000', tz='UTC'))"
13196,2020-05-01 23:44:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,9.0,13.0,16.0,,,,2020,"(3714913954, Timestamp('2020-05-01 23:44:48+0000', tz='UTC'))"
13195,2020-05-01 23:45:00+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-05-01 23:45:00+0000', tz='UTC'))"
13194,2020-05-01 23:57:15+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,3.0,4.0,5.0,,,,2020,"(678194983, Timestamp('2020-05-01 23:57:15+0000', tz='UTC'))"
13193,2020-05-01 23:57:39+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-05-01 23:57:39+0000', tz='UTC'))"
13192,2020-05-01 23:57:54+00:00,safecast:678194983,Solarcast #30030,678194983,46.553999999999995,15.635,,,,,,25.0,33,3.873,2020,"(678194983, Timestamp('2020-05-01 23:57:54+0000', tz='UTC'))"
13191,2020-05-01 23:59:23+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,25,,2020,"(3714913954, Timestamp('2020-05-01 23:59:23+0000', tz='UTC'))"
