,when_captured,device_urn,device_sn,device,loc_lat,loc_lon,env_temp,env_humid,pms_pm01_0,pms_pm02_5,pms_pm10_0,lnd_7318c,lnd_7318u,bat_voltage,year,KEY_Dev_WhenCapt
11409,2020-06-07 17:13:58+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,2.0,3.0,3.0,,,,2020,"(3714913954, Timestamp('2020-06-07 17:13:58+0000', tz='UTC'))"
11408,2020-06-07 17:14:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,30.0,32,3.9,2020,"(678194983, Timestamp('2020-06-07 17:14:07+0000', tz='UTC'))"
11407,2020-06-07 17:14:08+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 17:14:08+0000', tz='UTC'))"
11406,2020-06-07 17:27:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,26.0,33,,2020,"(678194983, Timestamp('2020-06-07 17:27:58+0000', tz='UTC'))"
11405,2020-06-07 17:28:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,23,,2020,"(3714913954, Timestamp('2020-06-07 17:28:48+0000', tz='UTC'))"
11404,2020-06-07 17:42:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,1.0,2.0,2.0,,,,2020,"(678194983, Timestamp('2020-06-07 17:42:58+0000', tz='UTC'))"
11402,2020-06-07 17:43:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,26,,2020,"(3714913954, Timestamp('2020-06-07 17:43:49+0000', tz='UTC'))"
11403,2020-06-07 17:43:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-07 17:43:52+0000', tz='UTC'))"
11401,2020-06-07 17:43:53+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,26,,2020,"(3714913954, Timestamp('2020-06-07 17:43:53+0000', tz='UTC'))"
11400,2020-06-07 17:44:00+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,3.0,4.0,5.0,,,,2020,"(3714913954, Timestamp('2020-06-07 17:44:00+0000', tz='UTC'))"
11399,2020-06-07 17:44:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,27.0,27,3.891,2020,"(678194983, Timestamp('2020-06-07 17:44:07+0000', tz='UTC'))"
11398,2020-06-07 17:44:14+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 17:44:14+0000', tz='UTC'))"
11397,2020-06-07 17:54:56+00:00,safecast:1045649384,Solarcast #30022,1045649384,37.739000000000004,-122.50299999999999,25.834,27.122,0.0,0.0,0.0,26.0,4,3.987,2020,"(1045649384, Timestamp('2020-06-07 17:54:56+0000', tz='UTC'))"
11396,2020-06-07 17:57:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,24.0,31,,2020,"(678194983, Timestamp('2020-06-07 17:57:58+0000', tz='UTC'))"
11395,2020-06-07 17:58:59+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,24,,2020,"(3714913954, Timestamp('2020-06-07 17:58:59+0000', tz='UTC'))"
11394,2020-06-07 18:12:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,2.0,3.0,3.0,,,,2020,"(678194983, Timestamp('2020-06-07 18:12:58+0000', tz='UTC'))"
11393,2020-06-07 18:13:48+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,31.0,26,,2020,"(3714913954, Timestamp('2020-06-07 18:13:48+0000', tz='UTC'))"
11392,2020-06-07 18:13:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-07 18:13:52+0000', tz='UTC'))"
11391,2020-06-07 18:13:55+00:00,safecast:1094924990,Solarcast #30024,1094924990,33.449,-117.649,,,4.0,5.0,6.0,26.0,29,,2020,"(1094924990, Timestamp('2020-06-07 18:13:55+0000', tz='UTC'))"
11390,2020-06-07 18:13:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,31.0,26,,2020,"(3714913954, Timestamp('2020-06-07 18:13:56+0000', tz='UTC'))"
11389,2020-06-07 18:14:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,24.0,28,3.89,2020,"(678194983, Timestamp('2020-06-07 18:14:07+0000', tz='UTC'))"
11388,2020-06-07 18:14:08+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,2.0,3.0,4.0,,,,2020,"(3714913954, Timestamp('2020-06-07 18:14:08+0000', tz='UTC'))"
11387,2020-06-07 18:14:26+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 18:14:26+0000', tz='UTC'))"
11386,2020-06-07 18:23:29+00:00,safecast:4249659165,Solarcast #30018,4249659165,34.132,-118.84200000000001,,,,,,32.0,34,,2020,"(4249659165, Timestamp('2020-06-07 18:23:29+0000', tz='UTC'))"
11385,2020-06-07 18:27:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,30.0,29,,2020,"(678194983, Timestamp('2020-06-07 18:27:52+0000', tz='UTC'))"
11384,2020-06-07 18:28:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,23,,2020,"(3714913954, Timestamp('2020-06-07 18:28:49+0000', tz='UTC'))"
11383,2020-06-07 18:42:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,2.0,3.0,3.0,,,,2020,"(678194983, Timestamp('2020-06-07 18:42:58+0000', tz='UTC'))"
11381,2020-06-07 18:43:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,21,,2020,"(3714913954, Timestamp('2020-06-07 18:43:49+0000', tz='UTC'))"
11382,2020-06-07 18:43:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-07 18:43:52+0000', tz='UTC'))"
11380,2020-06-07 18:43:58+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,1.0,1.0,1.0,,,,2020,"(3714913954, Timestamp('2020-06-07 18:43:58+0000', tz='UTC'))"
11379,2020-06-07 18:44:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,27.0,30,3.889,2020,"(678194983, Timestamp('2020-06-07 18:44:07+0000', tz='UTC'))"
11378,2020-06-07 18:44:13+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 18:44:13+0000', tz='UTC'))"
11377,2020-06-07 18:55:24+00:00,safecast:4267748403,Solarcast #30019,4267748403,34.122,-118.26100000000001,50.39,,2.0,2.0,3.0,27.0,30,,2020,"(4267748403, Timestamp('2020-06-07 18:55:24+0000', tz='UTC'))"
11376,2020-06-07 18:57:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,28.0,28,,2020,"(678194983, Timestamp('2020-06-07 18:57:58+0000', tz='UTC'))"
11375,2020-06-07 18:58:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,28,,2020,"(3714913954, Timestamp('2020-06-07 18:58:49+0000', tz='UTC'))"
11374,2020-06-07 19:12:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,3.0,4.0,4.0,,,,2020,"(678194983, Timestamp('2020-06-07 19:12:58+0000', tz='UTC'))"
11373,2020-06-07 19:13:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-07 19:13:52+0000', tz='UTC'))"
11372,2020-06-07 19:13:54+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,28,,2020,"(3714913954, Timestamp('2020-06-07 19:13:54+0000', tz='UTC'))"
11371,2020-06-07 19:14:04+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,0.0,1.0,2.0,,,,2020,"(3714913954, Timestamp('2020-06-07 19:14:04+0000', tz='UTC'))"
11370,2020-06-07 19:14:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,27.0,33,3.888,2020,"(678194983, Timestamp('2020-06-07 19:14:07+0000', tz='UTC'))"
11369,2020-06-07 19:14:09+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 19:14:09+0000', tz='UTC'))"
11368,2020-06-07 19:16:58+00:00,safecast:230442684,Solarcast #30016,230442684,34.122,-118.26100000000001,,,,,,,26,3.576,2020,"(230442684, Timestamp('2020-06-07 19:16:58+0000', tz='UTC'))"
11367,2020-06-07 19:23:08+00:00,safecast:872300871,Solarcast #30013,872300871,34.165,-118.135,,,,,,34.0,42,3.596,2020,"(872300871, Timestamp('2020-06-07 19:23:08+0000', tz='UTC'))"
11366,2020-06-07 19:27:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,29.0,30,,2020,"(678194983, Timestamp('2020-06-07 19:27:58+0000', tz='UTC'))"
11365,2020-06-07 19:28:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,26,,2020,"(3714913954, Timestamp('2020-06-07 19:28:49+0000', tz='UTC'))"
11364,2020-06-07 19:31:34+00:00,safecast:1162749983,Solarcast #33008,1162749983,34.482,136.162,,,,,,,39,4.164,2020,"(1162749983, Timestamp('2020-06-07 19:31:34+0000', tz='UTC'))"
11363,2020-06-07 19:42:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,3.0,4.0,4.0,,,,2020,"(678194983, Timestamp('2020-06-07 19:42:58+0000', tz='UTC'))"
11362,2020-06-07 19:43:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-07 19:43:52+0000', tz='UTC'))"
11361,2020-06-07 19:43:55+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,25,,2020,"(3714913954, Timestamp('2020-06-07 19:43:55+0000', tz='UTC'))"
11360,2020-06-07 19:43:59+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,1.0,2.0,3.0,,,,2020,"(3714913954, Timestamp('2020-06-07 19:43:59+0000', tz='UTC'))"
11359,2020-06-07 19:44:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,30.0,31,3.887,2020,"(678194983, Timestamp('2020-06-07 19:44:07+0000', tz='UTC'))"
11358,2020-06-07 19:44:09+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 19:44:09+0000', tz='UTC'))"
11357,2020-06-07 19:57:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,30.0,29,,2020,"(678194983, Timestamp('2020-06-07 19:57:58+0000', tz='UTC'))"
11356,2020-06-07 19:58:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,24,,2020,"(3714913954, Timestamp('2020-06-07 19:58:49+0000', tz='UTC'))"
11355,2020-06-07 20:12:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,3.0,4.0,4.0,,,,2020,"(678194983, Timestamp('2020-06-07 20:12:58+0000', tz='UTC'))"
11354,2020-06-07 20:13:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-07 20:13:52+0000', tz='UTC'))"
11353,2020-06-07 20:13:53+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,22.0,25,,2020,"(3714913954, Timestamp('2020-06-07 20:13:53+0000', tz='UTC'))"
11352,2020-06-07 20:13:58+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,1.0,1.0,2.0,,,,2020,"(3714913954, Timestamp('2020-06-07 20:13:58+0000', tz='UTC'))"
11351,2020-06-07 20:14:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,27.0,31,3.885,2020,"(678194983, Timestamp('2020-06-07 20:14:07+0000', tz='UTC'))"
11350,2020-06-07 20:14:08+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 20:14:08+0000', tz='UTC'))"
11349,2020-06-07 20:27:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,25.0,33,,2020,"(678194983, Timestamp('2020-06-07 20:27:58+0000', tz='UTC'))"
11348,2020-06-07 20:28:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,27,,2020,"(3714913954, Timestamp('2020-06-07 20:28:49+0000', tz='UTC'))"
11347,2020-06-07 20:42:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,6.0,7.0,8.0,,,,2020,"(678194983, Timestamp('2020-06-07 20:42:58+0000', tz='UTC'))"
11346,2020-06-07 20:43:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-07 20:43:52+0000', tz='UTC'))"
11345,2020-06-07 20:43:58+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,29,,2020,"(3714913954, Timestamp('2020-06-07 20:43:58+0000', tz='UTC'))"
11344,2020-06-07 20:44:02+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,0.0,1.0,2.0,,,,2020,"(3714913954, Timestamp('2020-06-07 20:44:02+0000', tz='UTC'))"
11343,2020-06-07 20:44:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,26.0,25,3.884,2020,"(678194983, Timestamp('2020-06-07 20:44:07+0000', tz='UTC'))"
11342,2020-06-07 20:44:15+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 20:44:15+0000', tz='UTC'))"
11341,2020-06-07 20:57:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,24.0,29,,2020,"(678194983, Timestamp('2020-06-07 20:57:58+0000', tz='UTC'))"
11340,2020-06-07 20:58:50+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,26,,2020,"(3714913954, Timestamp('2020-06-07 20:58:50+0000', tz='UTC'))"
11339,2020-06-07 21:12:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,3.0,4.0,4.0,,,,2020,"(678194983, Timestamp('2020-06-07 21:12:58+0000', tz='UTC'))"
11336,2020-06-07 21:13:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,25,,2020,"(3714913954, Timestamp('2020-06-07 21:13:49+0000', tz='UTC'))"
11338,2020-06-07 21:13:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-07 21:13:52+0000', tz='UTC'))"
11335,2020-06-07 21:14:03+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,2.0,3.0,4.0,,,,2020,"(3714913954, Timestamp('2020-06-07 21:14:03+0000', tz='UTC'))"
11334,2020-06-07 21:14:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,27.0,30,3.883,2020,"(678194983, Timestamp('2020-06-07 21:14:07+0000', tz='UTC'))"
11333,2020-06-07 21:14:09+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 21:14:09+0000', tz='UTC'))"
11332,2020-06-07 21:27:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,27.0,31,,2020,"(678194983, Timestamp('2020-06-07 21:27:58+0000', tz='UTC'))"
11331,2020-06-07 21:28:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,24,,2020,"(3714913954, Timestamp('2020-06-07 21:28:49+0000', tz='UTC'))"
11330,2020-06-07 21:42:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,5.0,7.0,7.0,,,,2020,"(678194983, Timestamp('2020-06-07 21:42:58+0000', tz='UTC'))"
11327,2020-06-07 21:43:51+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,30,,2020,"(3714913954, Timestamp('2020-06-07 21:43:51+0000', tz='UTC'))"
11329,2020-06-07 21:43:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-07 21:43:52+0000', tz='UTC'))"
11326,2020-06-07 21:43:59+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,0.0,1.0,2.0,,,,2020,"(3714913954, Timestamp('2020-06-07 21:43:59+0000', tz='UTC'))"
11325,2020-06-07 21:44:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,26.0,27,3.8819999999999997,2020,"(678194983, Timestamp('2020-06-07 21:44:07+0000', tz='UTC'))"
11324,2020-06-07 21:44:09+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 21:44:09+0000', tz='UTC'))"
11323,2020-06-07 21:57:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,30.0,30,,2020,"(678194983, Timestamp('2020-06-07 21:57:58+0000', tz='UTC'))"
11322,2020-06-07 21:58:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,22.0,26,,2020,"(3714913954, Timestamp('2020-06-07 21:58:49+0000', tz='UTC'))"
11321,2020-06-07 22:12:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,4.0,6.0,6.0,,,,2020,"(678194983, Timestamp('2020-06-07 22:12:58+0000', tz='UTC'))"
11319,2020-06-07 22:13:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,28,,2020,"(3714913954, Timestamp('2020-06-07 22:13:49+0000', tz='UTC'))"
11320,2020-06-07 22:13:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-07 22:13:52+0000', tz='UTC'))"
11318,2020-06-07 22:13:59+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,3.0,4.0,5.0,,,,2020,"(3714913954, Timestamp('2020-06-07 22:13:59+0000', tz='UTC'))"
11317,2020-06-07 22:14:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,26.0,28,3.8810000000000002,2020,"(678194983, Timestamp('2020-06-07 22:14:07+0000', tz='UTC'))"
11316,2020-06-07 22:14:13+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 22:14:13+0000', tz='UTC'))"
11315,2020-06-07 22:27:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,23.0,31,,2020,"(678194983, Timestamp('2020-06-07 22:27:58+0000', tz='UTC'))"
11314,2020-06-07 22:28:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,29,,2020,"(3714913954, Timestamp('2020-06-07 22:28:49+0000', tz='UTC'))"
11313,2020-06-07 22:42:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,6.0,8.0,9.0,,,,2020,"(678194983, Timestamp('2020-06-07 22:42:58+0000', tz='UTC'))"
11310,2020-06-07 22:43:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,27,,2020,"(3714913954, Timestamp('2020-06-07 22:43:49+0000', tz='UTC'))"
11312,2020-06-07 22:43:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-07 22:43:52+0000', tz='UTC'))"
11309,2020-06-07 22:43:58+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,13.0,15.0,15.0,,,,2020,"(3714913954, Timestamp('2020-06-07 22:43:58+0000', tz='UTC'))"
11308,2020-06-07 22:44:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,34.0,31,3.8789999999999996,2020,"(678194983, Timestamp('2020-06-07 22:44:07+0000', tz='UTC'))"
11307,2020-06-07 22:44:09+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 22:44:09+0000', tz='UTC'))"
11306,2020-06-07 22:44:39+00:00,safecast:1344890106,Solarcast #33001,1344890106,34.148,-118.094,,,,,,,36,4.191,2020,"(1344890106, Timestamp('2020-06-07 22:44:39+0000', tz='UTC'))"
11305,2020-06-07 22:57:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,30.0,34,,2020,"(678194983, Timestamp('2020-06-07 22:57:58+0000', tz='UTC'))"
11304,2020-06-07 22:58:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,29,,2020,"(3714913954, Timestamp('2020-06-07 22:58:49+0000', tz='UTC'))"
11303,2020-06-07 23:12:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,4.0,6.0,6.0,,,,2020,"(678194983, Timestamp('2020-06-07 23:12:58+0000', tz='UTC'))"
11301,2020-06-07 23:13:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,28,,2020,"(3714913954, Timestamp('2020-06-07 23:13:49+0000', tz='UTC'))"
11302,2020-06-07 23:13:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-07 23:13:52+0000', tz='UTC'))"
11300,2020-06-07 23:13:59+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,6.0,7.0,,,,2020,"(3714913954, Timestamp('2020-06-07 23:13:59+0000', tz='UTC'))"
11299,2020-06-07 23:14:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,28.0,30,3.878,2020,"(678194983, Timestamp('2020-06-07 23:14:07+0000', tz='UTC'))"
11298,2020-06-07 23:14:09+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 23:14:09+0000', tz='UTC'))"
11297,2020-06-07 23:16:49+00:00,safecast:2299238163,Solarcast #30017,2299238163,34.111999999999995,-118.255,41.661,,0.0,0.0,0.0,25.0,29,3.992,2020,"(2299238163, Timestamp('2020-06-07 23:16:49+0000', tz='UTC'))"
11296,2020-06-07 23:27:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,27.0,27,,2020,"(678194983, Timestamp('2020-06-07 23:27:58+0000', tz='UTC'))"
11295,2020-06-07 23:28:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,25,,2020,"(3714913954, Timestamp('2020-06-07 23:28:49+0000', tz='UTC'))"
11294,2020-06-07 23:32:00+00:00,safecast:3856112813,Solarcast #30001,3856112813,47.611999999999995,-122.345,24.978,35.97,0.0,0.0,0.0,14.0,14,3.903,2020,"(3856112813, Timestamp('2020-06-07 23:32:00+0000', tz='UTC'))"
11293,2020-06-07 23:36:43+00:00,safecast:2670856639,Solarcast #30014,2670856639,34.452,-119.822,,,,,,34.0,42,,2020,"(2670856639, Timestamp('2020-06-07 23:36:43+0000', tz='UTC'))"
11292,2020-06-07 23:42:35+00:00,safecast:2651380949,Solarcast #33009,2651380949,37.408,141.015,,,,,,,"1,378",,2020,"(2651380949, Timestamp('2020-06-07 23:42:35+0000', tz='UTC'))"
11291,2020-06-07 23:42:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,4.0,5.0,6.0,,,,2020,"(678194983, Timestamp('2020-06-07 23:42:58+0000', tz='UTC'))"
11290,2020-06-07 23:43:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-07 23:43:52+0000', tz='UTC'))"
11289,2020-06-07 23:43:52+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,22.0,26,,2020,"(3714913954, Timestamp('2020-06-07 23:43:52+0000', tz='UTC'))"
11288,2020-06-07 23:43:59+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,2.0,3.0,4.0,,,,2020,"(3714913954, Timestamp('2020-06-07 23:43:59+0000', tz='UTC'))"
11287,2020-06-07 23:44:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,27.0,31,3.877,2020,"(678194983, Timestamp('2020-06-07 23:44:07+0000', tz='UTC'))"
11286,2020-06-07 23:44:08+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-07 23:44:08+0000', tz='UTC'))"
11285,2020-06-07 23:57:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,28.0,38,,2020,"(678194983, Timestamp('2020-06-07 23:57:58+0000', tz='UTC'))"
11284,2020-06-07 23:58:57+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,31.0,28,,2020,"(3714913954, Timestamp('2020-06-07 23:58:57+0000', tz='UTC'))"
11283,2020-06-08 00:12:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,4.0,5.0,6.0,,,,2020,"(678194983, Timestamp('2020-06-08 00:12:58+0000', tz='UTC'))"
11282,2020-06-08 00:13:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-08 00:13:52+0000', tz='UTC'))"
11281,2020-06-08 00:13:54+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,24,,2020,"(3714913954, Timestamp('2020-06-08 00:13:54+0000', tz='UTC'))"
11280,2020-06-08 00:13:59+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,1.0,3.0,4.0,,,,2020,"(3714913954, Timestamp('2020-06-08 00:13:59+0000', tz='UTC'))"
11279,2020-06-08 00:14:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,29.0,31,3.8760000000000003,2020,"(678194983, Timestamp('2020-06-08 00:14:07+0000', tz='UTC'))"
11278,2020-06-08 00:14:08+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-08 00:14:08+0000', tz='UTC'))"
11277,2020-06-08 00:27:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,,,,2020,"(678194983, Timestamp('2020-06-08 00:27:58+0000', tz='UTC'))"
11275,2020-06-08 00:28:49+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,25,,2020,"(3714913954, Timestamp('2020-06-08 00:28:49+0000', tz='UTC'))"
11276,2020-06-08 00:28:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.635,,,,,,28.0,29,,2020,"(678194983, Timestamp('2020-06-08 00:28:52+0000', tz='UTC'))"
