,when_captured,device_urn,device_sn,device,loc_lat,loc_lon,env_temp,env_humid,pms_pm01_0,pms_pm02_5,pms_pm10_0,lnd_7318c,lnd_7318u,bat_voltage,year,KEY_Dev_WhenCapt
14739,2020-06-01 01:13:04+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-01 01:13:04+0000', tz='UTC'))"
14737,2020-06-01 01:13:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-06-01 01:13:52+0000', tz='UTC'))"
14736,2020-06-01 01:14:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,25.0,34,3.843,2020,"(678194983, Timestamp('2020-06-01 01:14:07+0000', tz='UTC'))"
14735,2020-06-01 01:26:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,27,,2020,"(3714913954, Timestamp('2020-06-01 01:26:56+0000', tz='UTC'))"
14734,2020-06-01 01:27:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,26.0,24,,2020,"(678194983, Timestamp('2020-06-01 01:27:58+0000', tz='UTC'))"
14732,2020-06-01 01:42:07+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,23,,2020,"(3714913954, Timestamp('2020-06-01 01:42:07+0000', tz='UTC'))"
14731,2020-06-01 01:42:08+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,23,,2020,"(3714913954, Timestamp('2020-06-01 01:42:08+0000', tz='UTC'))"
14730,2020-06-01 01:42:09+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,23,,2020,"(3714913954, Timestamp('2020-06-01 01:42:09+0000', tz='UTC'))"
14728,2020-06-01 01:42:14+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,23,,2020,"(3714913954, Timestamp('2020-06-01 01:42:14+0000', tz='UTC'))"
14727,2020-06-01 01:42:33+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,2.0,3.0,3.0,,,,2020,"(3714913954, Timestamp('2020-06-01 01:42:33+0000', tz='UTC'))"
14726,2020-06-01 01:42:51+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-01 01:42:51+0000', tz='UTC'))"
14725,2020-06-01 01:42:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,1.0,1.0,1.0,,,,2020,"(678194983, Timestamp('2020-06-01 01:42:58+0000', tz='UTC'))"
14724,2020-06-01 01:43:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-06-01 01:43:52+0000', tz='UTC'))"
14723,2020-06-01 01:44:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,23.0,24,3.842,2020,"(678194983, Timestamp('2020-06-01 01:44:07+0000', tz='UTC'))"
14722,2020-06-01 01:56:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,27,,2020,"(3714913954, Timestamp('2020-06-01 01:56:56+0000', tz='UTC'))"
14721,2020-06-01 01:57:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,26.0,26,,2020,"(678194983, Timestamp('2020-06-01 01:57:58+0000', tz='UTC'))"
14720,2020-06-01 01:59:13+00:00,safecast:1875225345,Solarcast #30006,1875225345,37.358000000000004,140.368,26.191,36.205999999999996,7.0,11.0,14.0,39.0,42,3.6519999999999997,2020,"(1875225345, Timestamp('2020-06-01 01:59:13+0000', tz='UTC'))"
14719,2020-06-01 02:11:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,23,,2020,"(3714913954, Timestamp('2020-06-01 02:11:56+0000', tz='UTC'))"
14718,2020-06-01 02:12:02+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,23,,2020,"(3714913954, Timestamp('2020-06-01 02:12:02+0000', tz='UTC'))"
14716,2020-06-01 02:12:08+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,24.0,23,,2020,"(3714913954, Timestamp('2020-06-01 02:12:08+0000', tz='UTC'))"
14715,2020-06-01 02:12:19+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,2.0,3.0,3.0,,,,2020,"(3714913954, Timestamp('2020-06-01 02:12:19+0000', tz='UTC'))"
14714,2020-06-01 02:12:31+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-01 02:12:31+0000', tz='UTC'))"
14713,2020-06-01 02:12:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,1.0,1.0,1.0,,,,2020,"(678194983, Timestamp('2020-06-01 02:12:58+0000', tz='UTC'))"
14712,2020-06-01 02:13:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-06-01 02:13:52+0000', tz='UTC'))"
14711,2020-06-01 02:14:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,27.0,35,3.841,2020,"(678194983, Timestamp('2020-06-01 02:14:07+0000', tz='UTC'))"
14710,2020-06-01 02:26:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,29.0,25,,2020,"(3714913954, Timestamp('2020-06-01 02:26:56+0000', tz='UTC'))"
14708,2020-06-01 02:27:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,28.0,26,,2020,"(678194983, Timestamp('2020-06-01 02:27:52+0000', tz='UTC'))"
14709,2020-06-01 02:27:54+00:00,safecast:872300871,Solarcast #30013,872300871,34.165,-118.135,,,,,,33.0,39,3.596,2020,"(872300871, Timestamp('2020-06-01 02:27:54+0000', tz='UTC'))"
14707,2020-06-01 02:34:13+00:00,safecast:3768313999,Solarcast #30026,3768313999,33.403,-117.595,,,,,,32.0,27,3.73,2020,"(3768313999, Timestamp('2020-06-01 02:34:13+0000', tz='UTC'))"
14706,2020-06-01 02:41:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,21.0,25,,2020,"(3714913954, Timestamp('2020-06-01 02:41:56+0000', tz='UTC'))"
14705,2020-06-01 02:42:21+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,3.0,3.0,4.0,,,,2020,"(3714913954, Timestamp('2020-06-01 02:42:21+0000', tz='UTC'))"
14704,2020-06-01 02:42:44+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-01 02:42:44+0000', tz='UTC'))"
14703,2020-06-01 02:42:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,1.0,2.0,2.0,,,,2020,"(678194983, Timestamp('2020-06-01 02:42:58+0000', tz='UTC'))"
14702,2020-06-01 02:43:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-06-01 02:43:52+0000', tz='UTC'))"
14701,2020-06-01 02:44:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,26.0,28,3.84,2020,"(678194983, Timestamp('2020-06-01 02:44:07+0000', tz='UTC'))"
14700,2020-06-01 02:56:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,22.0,26,,2020,"(3714913954, Timestamp('2020-06-01 02:56:56+0000', tz='UTC'))"
14699,2020-06-01 02:57:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,25.0,28,,2020,"(678194983, Timestamp('2020-06-01 02:57:58+0000', tz='UTC'))"
14698,2020-06-01 03:11:05+00:00,safecast:1094924990,Solarcast #30024,1094924990,33.449,-117.649,,,0.0,0.0,1.0,26.0,34,,2020,"(1094924990, Timestamp('2020-06-01 03:11:05+0000', tz='UTC'))"
14696,2020-06-01 03:11:58+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,26,,2020,"(3714913954, Timestamp('2020-06-01 03:11:58+0000', tz='UTC'))"
14695,2020-06-01 03:12:02+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,26,,2020,"(3714913954, Timestamp('2020-06-01 03:12:02+0000', tz='UTC'))"
14694,2020-06-01 03:12:08+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,26,,2020,"(3714913954, Timestamp('2020-06-01 03:12:08+0000', tz='UTC'))"
14693,2020-06-01 03:12:09+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,26,,2020,"(3714913954, Timestamp('2020-06-01 03:12:09+0000', tz='UTC'))"
14692,2020-06-01 03:12:19+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,3.0,3.0,4.0,,,,2020,"(3714913954, Timestamp('2020-06-01 03:12:19+0000', tz='UTC'))"
14691,2020-06-01 03:12:31+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-01 03:12:31+0000', tz='UTC'))"
14690,2020-06-01 03:12:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,1.0,2.0,2.0,,,,2020,"(678194983, Timestamp('2020-06-01 03:12:58+0000', tz='UTC'))"
14689,2020-06-01 03:13:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-06-01 03:13:52+0000', tz='UTC'))"
14688,2020-06-01 03:14:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,28.0,25,3.839,2020,"(678194983, Timestamp('2020-06-01 03:14:07+0000', tz='UTC'))"
14687,2020-06-01 03:26:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,19.0,25,,2020,"(3714913954, Timestamp('2020-06-01 03:26:56+0000', tz='UTC'))"
14686,2020-06-01 03:27:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,25.0,34,,2020,"(678194983, Timestamp('2020-06-01 03:27:58+0000', tz='UTC'))"
14684,2020-06-01 03:41:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,22.0,25,,2020,"(3714913954, Timestamp('2020-06-01 03:41:56+0000', tz='UTC'))"
14682,2020-06-01 03:42:02+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,22.0,25,,2020,"(3714913954, Timestamp('2020-06-01 03:42:02+0000', tz='UTC'))"
14681,2020-06-01 03:42:20+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,5.0,6.0,,,,2020,"(3714913954, Timestamp('2020-06-01 03:42:20+0000', tz='UTC'))"
14680,2020-06-01 03:42:32+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-01 03:42:32+0000', tz='UTC'))"
14679,2020-06-01 03:42:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,1.0,2.0,2.0,,,,2020,"(678194983, Timestamp('2020-06-01 03:42:58+0000', tz='UTC'))"
14678,2020-06-01 03:43:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-06-01 03:43:52+0000', tz='UTC'))"
14677,2020-06-01 03:44:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,31.0,36,3.8369999999999997,2020,"(678194983, Timestamp('2020-06-01 03:44:07+0000', tz='UTC'))"
14676,2020-06-01 03:45:29+00:00,safecast:129232559,Solarcast #30012,129232559,37.443000000000005,-122.12799999999999,,,,,,19.0,26,3.674,2020,"(129232559, Timestamp('2020-06-01 03:45:29+0000', tz='UTC'))"
14675,2020-06-01 03:45:47+00:00,safecast:2750599726,Solarcast #33003,2750599726,46.308,-119.34700000000001,,,,,,,27,,2020,"(2750599726, Timestamp('2020-06-01 03:45:47+0000', tz='UTC'))"
14674,2020-06-01 03:55:04+00:00,safecast:114699387,Solarcast #30023,114699387,34.134,-118.382,17.983,64.782,5.0,7.0,8.0,36.0,40,3.7319999999999998,2020,"(114699387, Timestamp('2020-06-01 03:55:04+0000', tz='UTC'))"
14673,2020-06-01 03:56:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,23.0,24,,2020,"(3714913954, Timestamp('2020-06-01 03:56:56+0000', tz='UTC'))"
14672,2020-06-01 03:57:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,26.0,29,,2020,"(678194983, Timestamp('2020-06-01 03:57:58+0000', tz='UTC'))"
14671,2020-06-01 04:05:41+00:00,safecast:1238569003,Solarcast #30002,1238569003,37.523,139.939,38.183,,0.0,0.0,0.0,42.0,45,,2020,"(1238569003, Timestamp('2020-06-01 04:05:41+0000', tz='UTC'))"
14670,2020-06-01 04:11:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,24,,2020,"(3714913954, Timestamp('2020-06-01 04:11:56+0000', tz='UTC'))"
14669,2020-06-01 04:11:57+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,24,,2020,"(3714913954, Timestamp('2020-06-01 04:11:57+0000', tz='UTC'))"
14668,2020-06-01 04:12:02+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,24,,2020,"(3714913954, Timestamp('2020-06-01 04:12:02+0000', tz='UTC'))"
14667,2020-06-01 04:12:08+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,24,,2020,"(3714913954, Timestamp('2020-06-01 04:12:08+0000', tz='UTC'))"
14666,2020-06-01 04:12:19+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,4.0,5.0,,,,2020,"(3714913954, Timestamp('2020-06-01 04:12:19+0000', tz='UTC'))"
14665,2020-06-01 04:12:31+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-01 04:12:31+0000', tz='UTC'))"
14664,2020-06-01 04:12:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,1.0,2.0,2.0,,,,2020,"(678194983, Timestamp('2020-06-01 04:12:58+0000', tz='UTC'))"
14663,2020-06-01 04:13:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-06-01 04:13:52+0000', tz='UTC'))"
14662,2020-06-01 04:14:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,25.0,28,3.8360000000000003,2020,"(678194983, Timestamp('2020-06-01 04:14:07+0000', tz='UTC'))"
14661,2020-06-01 04:26:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,22.0,25,,2020,"(3714913954, Timestamp('2020-06-01 04:26:56+0000', tz='UTC'))"
14660,2020-06-01 04:27:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,29.0,35,,2020,"(678194983, Timestamp('2020-06-01 04:27:58+0000', tz='UTC'))"
14659,2020-06-01 04:41:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,22.0,25,,2020,"(3714913954, Timestamp('2020-06-01 04:41:56+0000', tz='UTC'))"
14658,2020-06-01 04:42:02+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,22.0,25,,2020,"(3714913954, Timestamp('2020-06-01 04:42:02+0000', tz='UTC'))"
14657,2020-06-01 04:42:08+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,22.0,25,,2020,"(3714913954, Timestamp('2020-06-01 04:42:08+0000', tz='UTC'))"
14655,2020-06-01 04:42:14+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,22.0,25,,2020,"(3714913954, Timestamp('2020-06-01 04:42:14+0000', tz='UTC'))"
14654,2020-06-01 04:42:32+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,3.0,4.0,4.0,,,,2020,"(3714913954, Timestamp('2020-06-01 04:42:32+0000', tz='UTC'))"
14653,2020-06-01 04:42:51+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-01 04:42:51+0000', tz='UTC'))"
14652,2020-06-01 04:42:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,2.0,3.0,3.0,,,,2020,"(678194983, Timestamp('2020-06-01 04:42:58+0000', tz='UTC'))"
14651,2020-06-01 04:43:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-06-01 04:43:52+0000', tz='UTC'))"
14650,2020-06-01 04:44:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,27.0,34,3.8339999999999996,2020,"(678194983, Timestamp('2020-06-01 04:44:07+0000', tz='UTC'))"
14649,2020-06-01 04:45:47+00:00,safecast:4267748403,Solarcast #30019,4267748403,34.122,-118.26100000000001,17.654,68.176,4.0,6.0,7.0,27.0,31,,2020,"(4267748403, Timestamp('2020-06-01 04:45:47+0000', tz='UTC'))"
14648,2020-06-01 04:51:27+00:00,safecast:3709008148,Solarcast #30003,3709008148,42.565,-70.78399999999999,,,,,,19.0,20,,2020,"(3709008148, Timestamp('2020-06-01 04:51:27+0000', tz='UTC'))"
14647,2020-06-01 04:56:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,20.0,25,,2020,"(3714913954, Timestamp('2020-06-01 04:56:56+0000', tz='UTC'))"
14646,2020-06-01 04:57:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,31.0,31,,2020,"(678194983, Timestamp('2020-06-01 04:57:58+0000', tz='UTC'))"
14645,2020-06-01 05:11:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,20,,2020,"(3714913954, Timestamp('2020-06-01 05:11:56+0000', tz='UTC'))"
14643,2020-06-01 05:12:03+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,20,,2020,"(3714913954, Timestamp('2020-06-01 05:12:03+0000', tz='UTC'))"
14642,2020-06-01 05:12:08+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,20,,2020,"(3714913954, Timestamp('2020-06-01 05:12:08+0000', tz='UTC'))"
14641,2020-06-01 05:12:14+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,25.0,20,,2020,"(3714913954, Timestamp('2020-06-01 05:12:14+0000', tz='UTC'))"
14640,2020-06-01 05:12:32+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,4.0,5.0,5.0,,,,2020,"(3714913954, Timestamp('2020-06-01 05:12:32+0000', tz='UTC'))"
14639,2020-06-01 05:12:51+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,,,,2020,"(3714913954, Timestamp('2020-06-01 05:12:51+0000', tz='UTC'))"
14638,2020-06-01 05:12:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,1.0,2.0,2.0,,,,2020,"(678194983, Timestamp('2020-06-01 05:12:58+0000', tz='UTC'))"
14637,2020-06-01 05:13:52+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,,,,2020,"(678194983, Timestamp('2020-06-01 05:13:52+0000', tz='UTC'))"
14636,2020-06-01 05:14:07+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,29.0,28,3.832,2020,"(678194983, Timestamp('2020-06-01 05:14:07+0000', tz='UTC'))"
14635,2020-06-01 05:20:50+00:00,safecast:1045649384,Solarcast #30022,1045649384,37.739000000000004,-122.50299999999999,15.012,89.62200000000001,3.0,5.0,6.0,25.0,2,,2020,"(1045649384, Timestamp('2020-06-01 05:20:50+0000', tz='UTC'))"
14634,2020-06-01 05:26:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,28.0,27,,2020,"(3714913954, Timestamp('2020-06-01 05:26:56+0000', tz='UTC'))"
14633,2020-06-01 05:27:58+00:00,safecast:678194983,Solarcast #30030,678194983,46.555,15.636,,,,,,26.0,28,,2020,"(678194983, Timestamp('2020-06-01 05:27:58+0000', tz='UTC'))"
14631,2020-06-01 05:41:56+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,26,,2020,"(3714913954, Timestamp('2020-06-01 05:41:56+0000', tz='UTC'))"
14630,2020-06-01 05:42:02+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,26,,2020,"(3714913954, Timestamp('2020-06-01 05:42:02+0000', tz='UTC'))"
14629,2020-06-01 05:42:08+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,26,,2020,"(3714913954, Timestamp('2020-06-01 05:42:08+0000', tz='UTC'))"
14628,2020-06-01 05:42:14+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,26,,2020,"(3714913954, Timestamp('2020-06-01 05:42:14+0000', tz='UTC'))"
14627,2020-06-01 05:42:20+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,,,,26.0,26,,2020,"(3714913954, Timestamp('2020-06-01 05:42:20+0000', tz='UTC'))"
14626,2020-06-01 05:42:31+00:00,safecast:3714913954,Solarcast #30027,3714913954,52.395,4.875,,,3.0,4.0,5.0,,,,2020,"(3714913954, Timestamp('2020-06-01 05:42:31+0000', tz='UTC'))"
